,date,name,tweet,stance
14,10,Nicky Morgan,"Today we have announced a £1bn deal with mobile phone providers, so that people will automatically be switched to the provider with the best signal, no matter what network they are on. We are determined that people & businesses across the UK have access to the signal they need pic.twitter.com/xnQCN7N62o",leave
15,10,Nicky Morgan,"We want everyone to get a great 4G signal anywhere they are, no matter which provider they are with https://twitter.com/DCMS/status/1187614535928242176 …",leave
16,10,Nicky Morgan,Excellent news https://twitter.com/MattHancock/status/1187299195813806085 …,leave
17,10,Nicky Morgan,Great pleasure and thank you for an excellent report https://twitter.com/CBItweets/status/1187027910114328576 …,leave
18,10,Nicky Morgan,I do my box every morning to @ClassicFM so I was thrilled to visit the studios at Global this morning! Thank you @realaled for the explanation of all the tech pic.twitter.com/1dIcNol5Rr,no sentiment
19,10,Nicky Morgan,"Wonderful start to a Wednesday @youngvictheatre to say a few words @whatnextculture meeting. Culture & the arts are fundamental to enriching lives, building character resilience & contributing to mental wellbeing in young people & I will continue to champion them in my role @DCMS pic.twitter.com/5PeHcWg6NO",no sentiment
20,10,Nicky Morgan,"The National Cyber Security Centre runs the CyberFirst Girls' Competition to introduce Year 8 girls to the world of and careers in cyber security. To find out more about the competition, and for schools to register from 2 Dec 2019, then please do visit:  https://www.ncsc.gov.uk/section/cyberfirst/girls-competition … pic.twitter.com/D9Gnr2mi3V",irrelevant
21,10,Nicky Morgan,Delighted to say a few words at an event being held in @DCMS for #blackhistorymonth - recognising the vital contributions people of African & Caribbean backgrounds have made. The department & I will keep pushing for diversity of thought & fairer representation across the board pic.twitter.com/OkOKJOYQLz,no sentiment
22,10,Nicky Morgan,The first @HelpforHeroes Community Recovery Programme is being held in Loughborough tomorrow - details on the attached poster pic.twitter.com/mvDn0KbQ4g,no sentiment
23,10,Nicky Morgan,It was a pleasure to attend @TwycrossZoo Parliamentary reception to hear about their Vision 2030 plans and the National Science and Conservation Centre - partners include @lborouniversity https://www.youtube.com/watch?v=6RVHTxB7eEk …,no sentiment
24,10,Nicky Morgan,Thanks for your support - you had a more productive day than we did!,stay
25,10,Nicky Morgan,Disappointing that we ultimately didn’t even get to vote on the new #Brexit deal today - yet again an opportunity to move this whole issue on & allow everyone to focus on the future has been denied https://twitter.com/HouseofCommons/status/1185554322832138240 …,leave
26,10,Nicky Morgan,Congratulations! https://twitter.com/EnglandRugby/status/1185482365394739201 …,irrelevant
27,10,Nicky Morgan,The PM has negotiated a new deal -something many said was impossible. Today we’ve a chance to end uncertainty to people & businesses; heal the divides & come together as a country; deliver on referendum result & leave the EU on 31st October -with a deal. So let’s get this done. https://twitter.com/theipaper/status/1185299513755525120 …,leave
28,10,Nicky Morgan,Thanks @centreforsmart for today’s briefing & visit - great discussion on sustainable manufacturing & the recycling opportunities yet to be fully explored pic.twitter.com/mVajkoCVzM,no sentiment
29,10,Nicky Morgan,"Thanks to @EnvAgencyMids @CharnwoodBC @leicspolice & Sileby Parish Councillors for this morning’s site meeting to discuss the recent flooding from the Sileby brook & for the response so far, with more to do. pic.twitter.com/wjELzefRcw",irrelevant
30,10,Nicky Morgan,"I'm supporting @breastcancernow because it helps fund vital research and support. Find out more by visiting  https://www.wearitpink.org  & hope the Greyhound Pub, Burton on the Wolds have a fantastic #wearitpink quiz tonight pic.twitter.com/V0KNcIvbsy",leave
31,10,Nicky Morgan,Many congratulations - this is terrific news @intellenergy https://twitter.com/intellenergy/status/1184413700150775808 …,stay
32,10,Nicky Morgan,"Sadly our Saturday sitting in the House of Commons means I can no longer take part in the @RainbowsHospice Derby Abseil. Thank you to all my generous sponsors - I will be choosing a new challenge, to keep my promise, to be announced shortly!  https://www.justgiving.com/Nicky-Morgan45 ",irrelevant
33,10,Nicky Morgan,Thank you for the invitation!,stay
34,10,Nicky Morgan,We hope this will help to support local organisations leading the way to tackle loneliness #LetsTalkLoneliness https://twitter.com/DCMS/status/1184022965882642432 …,leave
35,10,Nicky Morgan,Entirely agree - the scenes are shocking & @England have our full support. @UEFA must take action. https://twitter.com/nadams/status/1183837376935792640 …,leave
36,10,Nicky Morgan,Congratulations to everyone from Quorn Medical Centre involved in today’s Dementia focused workshops & event - clearly a great success & appreciated by patients & carers pic.twitter.com/JAupd8dpKO,no sentiment
37,10,Nicky Morgan,"Delighted, at the end of libraries week, that today’s @DCMS Cultural Investment Fund announcement will further support libraries    https://www.express.co.uk/news/uk/1189784/library-funding-save-our-libraries-cash-nicky-morgan/amp …",no sentiment
38,10,Nicky Morgan,Investing in the culture and creative industries is a key part of our work @DCMS - delighted to be making this announcement today & look forward to seeing all the bids & plans https://twitter.com/DCMS/status/1182936051599458304 …,leave
39,10,Nicky Morgan,Thank you for a very warm welcome! https://twitter.com/John2Win/status/1182898941991575555 …,irrelevant
40,10,Nicky Morgan,A pleasure to see you all. Thank you for the updates https://twitter.com/DoctorMayur/status/1182918433157124097 …,stay
41,10,Nicky Morgan,Interesting research from #Weareopenreach on how fibre will not just improve productivity but will also have huge environmental benefits https://twitter.com/WeAreOpenreach/status/1182581684522356737 …,no sentiment
42,10,Nicky Morgan,Great to catch up in #Loughborough https://twitter.com/Swim_England/status/1182591711807188992 …,no sentiment
43,10,Nicky Morgan,"Fantastic to see our brilliant Film & TV production sectors making such a strong contribution to our economy - we are very proud & supportive of our excellent creative industries @DCMS
 https://www.thetimes.co.uk/article/recession-fears-fall-as-economy-boosted-by-film-and-tv-industries-h77s2z7lq?shareToken=417882416580ff69ccc297982e123c96 … pic.twitter.com/2EbTm4a4eG",irrelevant
44,10,Nicky Morgan,Let's get Brexit done so we can focus on recruiting more police officers to keep everyone safe pic.twitter.com/v22ia6yvHT,stay
45,10,Nicky Morgan,Great to be in Coventry this morning with @CityFibre to see the work they are doing putting fibre in place to connect the city. We are determined to deliver nationwide coverage of gigabit broadband so that the UK has the infrastructure in place to support businesses & our economy pic.twitter.com/zp5AD1SUG6,no sentiment
46,10,Nicky Morgan,Happy Birthday! 🎂,irrelevant
47,10,Nicky Morgan,Delighted to be in Birmingham for the latest Inclusive Economy Partnership Board meeting - on #WorldMentalHealthDay2019 one of the projects being tackled is access to mental health support as well as financial inclusion & transitions to work https://www.gov.uk/government/groups/the-inclusive-economy-partnership …,irrelevant
48,10,Nicky Morgan,Wonderful to visit @britishlibrary in #LibrariesWeek - our national library of the UK & the largest library in the world by number of items catalogued. They are offering great support to small businesses & public libraries around the country at the heart of our local communities pic.twitter.com/TFVN7u8Nmk,no sentiment
49,10,Nicky Morgan,Good to see such great support for the @BFI London Film Festival tonight & the special presentation of Bad Education #LFF,no sentiment
50,10,Nicky Morgan,Thank you to the pupils at Thorpe Acre Junior School for their excellent questions about Parliament & the work of MPs  https://www.instagram.com/p/B3UbMN-AHhU/?igshid=1kdwuui8zf07b …,irrelevant
51,10,Nicky Morgan,Between 7-11 Oct let's celebrate @AshmountSchool & @CharnwoodColl  who've achieved or are working towards @Artsmarkaward. Congratulations! Follow #CelebrateArtsmark to join the national celebration for cultural education:  https://www.artsmark.org.uk/celebrate ,no sentiment
52,10,Nicky Morgan,"“The British public wants to move on. Parliament needs to move on, so let’s all unite in the national interest and get Brexit done, so we can bring the country back together and focus on the priorities people care about.” https://www.theguardian.com/politics/2019/oct/05/brexit-boris-johnson-plan-eu-nicky-morgan-comment …",leave
53,10,Nicky Morgan,Shepshed's excellent Christchurch Gilbert & Sullivan Society are performing 'Ruddigore' from Wednesday 6th - Saturday 9th November at Iveshead School - details on the attached poster and all support welcome pic.twitter.com/1yaR8eVxmw,no sentiment
54,10,Nicky Morgan,@DHSCgovuk has issued reassurance they are doing everything they can to ensure the continuation of medicines supply after the UK leaves the EU. Here is a useful article @MattHancock wrote for the @EpilepsySociety : https://www.epilepsysociety.org.uk/matt-hancock-reassures-that-government-are-taking-all-appropriate-steps#.XYS3aS5Ki1s …,leave
55,10,Nicky Morgan,In need of funding for a local community project? Look no further! The @TNLComFund has year-round #NationalLottery awards for groups and organisations of all sizes. Find out more about their funding opportunities: https://www.tnlcommunityfund.org.uk/funding ,no sentiment
56,10,Nicky Morgan,"It was a pleasure to visit @AllForActivity based at Sport Park in #Loughborough recently - disabled people are twice as likely to be inactive as the rest of the population but 7 in 10 want to be active. Take a look at their great new ""Who Says"" campaign  http://www.activityalliance.org.uk/get-involved/campaigns/who-says … pic.twitter.com/pwPDebA0qs",leave
57,10,Nicky Morgan,"Busy day speaking to @EMCouncils about the role of select commitees & scrutiny, supporting the wonderful Steps in Shepshed ahead of their big fundraiser, meeting @EastMidRailway to discuss stations & timetables & visiting @intellenergy with Sir John Peace from @midsengine pic.twitter.com/FJUqGmkmya",no sentiment
58,10,Nicky Morgan,"Many congratulations- a model in character, resilience & determination for all of us https://twitter.com/BritAthletics/status/1179868833680633856 …",leave
59,10,Nicky Morgan,#Loughborough's Diwali celebrations are always one of the best events in the town's calendar.  This year's event will take place on Sunday 13th October from 6.30pm at Loughborough Town Hall. Please do support this wonderful community celebration. pic.twitter.com/bMtHbLwipP,no sentiment
60,10,Nicky Morgan,Massive congratulations! https://twitter.com/BritAthletics/status/1179481074566647814 …,irrelevant
61,10,Nicky Morgan,Great to welcome so many students interested in @LboroTories tonight - thanks for all the views & your enthusiasm and interest in politics! pic.twitter.com/pyAeVOVMFW,stay
62,10,Nicky Morgan,Very nice to meet you,stay
63,10,Nicky Morgan,Enjoyed touring some of the great stands at #CPC2019 this year pic.twitter.com/jMa4H1UaJq,no sentiment
64,10,Nicky Morgan,"Thank you @techUK for your fringe today. Our tech sector employs 2.1m people, contributes £184bn a year to the economy & has attracted record levels of foreign investment this year. Great discussion on how we can build on this & embrace some of the amazing opportunities #CPC2019 pic.twitter.com/0gCpIRxcbx",leave
65,09,Nicky Morgan,"Speaking at #CPC2019 today I set out the importance of place. We are all part of a wider community & our sense of belonging needs to be central to making policy and enhancing the lives of those we serve & our arts, culture & heritage are central to our sense of place pic.twitter.com/TyeuC5AoER",leave
66,09,Nicky Morgan, https://www.politicshome.com/news/uk/culture/house/house-magazine/106884/nicky-morgan-mp-lets-make-britain-best-place-world-start …,irrelevant
67,09,Nicky Morgan,"It’s great that @Conservatives are investing £500m in new & existing youth centres, as well as high-quality services right across the country. Thank you @princestrust for having me to discuss this & what more we can do to help young people get the best start in life #CPC2019 pic.twitter.com/A522bfXWWA",leave
68,09,Nicky Morgan,Thank you @ConHome for inviting me to speak this morning. Great discussion on how we can make the UK a world leader on digital connectivity. Our country’s digital infrastructure is essential to our future economic growth and productivity #CPC2019 pic.twitter.com/AI7MItkbXb,leave
69,09,Nicky Morgan,We want everyone in the UK to benefit from world-class gigabit connectivity no matter where they live or work so today @Conservatives are announcing £5bn to ensure our rural communities benefit too https://inews.co.uk/opinion/we-want-to-make-the-uk-a-world-leader-in-digital-connectivity-638369?amp …,leave
70,09,Nicky Morgan,The @LboroTories LSU Conservative Society stall is open for business at the 2019 Freshers Bazaar - do come & join! pic.twitter.com/rRkdWBN050,no sentiment
71,09,Nicky Morgan,Excellent news that at last the full £450m re-building programme for @Leic_hospital can go ahead https://twitter.com/MattHancock/status/1178202301972013056 …,no sentiment
72,09,Nicky Morgan,Happy 10th Anniversary to the Marios Tinenti Centre - a real trailblazer community hub in the heart of #Loughborough - I’ve been honoured to support them from the start pic.twitter.com/oeRafH74L7,no sentiment
73,09,Nicky Morgan,"Each year, when I put my Annual Report to constituents together, I take a snapshot of my year serving the residents of Loughborough - so here's my year in numbers for 2018/19. pic.twitter.com/UcOvPMB4G3",no sentiment
74,09,Nicky Morgan,Delighted to visit - thank you for a warm welcome & some sneak previews! https://twitter.com/TheBottleYard/status/1177220580103376896 …,irrelevant
75,09,Nicky Morgan,A great pleasure to attend the final concert in the Inaugural Tour of the Britten-Shostakovich Festival Orchestra - an amazingly talented group of young musicians from Russia and the UK #MusicIsGREAT,leave
76,09,Nicky Morgan,"If your organisation receives personal data from the EU/EEA, you can follow these steps on  http://gov.uk  to get ready for Brexit at https://www.gov.uk/guidance/using-personal-data-after-brexit …",leave
77,09,Nicky Morgan,Simply not correct. I was standing next to both of them - no raised voices or finger jabbing - just sincerely held views on both sides exchanged in a normal conversation between MPs https://twitter.com/BethRigby/status/1177210799770820609 …,leave
78,09,Nicky Morgan,I know the PM is aware of & sympathetic about the threats far too many of us have received because I shared with him recently the threats I am getting. But at a time of strong feelings we all need to remind ourselves of the effect of everything we say on those watching us.,leave
79,09,Nicky Morgan,"Wonderful to visit @knowlewestmedia arts centre in South Bristol. They are doing such important work - working with people from different backgrounds to help them develop the skills, confidence, character & resilience to unleash their creeative talent pic.twitter.com/oPsTzhuhMe",no sentiment
80,09,Nicky Morgan,Happy 80th Birthday to #Loughborough Sea Cadets - and congratulations on an excellent RNP 2019 evening,irrelevant
81,09,Nicky Morgan,And thank you @Liberal_Tory for reaching out to a new generation of #OneNationConservatives - pleased to support you & see you in Manchester for #CPC19 https://twitter.com/Liberal_Tory/status/1176214899854315521 …,leave
82,09,Nicky Morgan,Congratulations to all our brilliant British creative talent recognised at this week’s Emmy Awards #EmmyAwards2019 https://www.thetimes.co.uk/article/phoebe-waller-bridge-among-big-winners-at-emmys-bgf5pml5f …,irrelevant
83,09,Nicky Morgan,"The biggest peacetime repatriation in history is underway following the collapse of #ThomasCook. If you are on, or have booked a holiday through #ThomasCook, or are an employee, find out what Govt support is available to you here: http://tiny.cc/pwy7cz ",stay
84,09,Nicky Morgan,Congratulations - a great start! https://twitter.com/EnglandRugby/status/1175745434456920064 …,irrelevant
85,09,Nicky Morgan,Well said @LukeTryl https://www.thetimes.co.uk/article/if-labour-bans-ofsted-it-will-be-a-disaster-for-our-childrens-education-vhw7jf8gh …,irrelevant
86,09,Nicky Morgan,And (don't tell the Chief Whip!) to mark @RainbowsHospice 25th anniversary I shall be joining the Derby Cathedral abseil on October 19th - all sponsorship very welcome https://www.justgiving.com/fundraising/nicky-morgan45 …,irrelevant
87,09,Nicky Morgan,"A huge pleasure, as always, to attend @RainbowsHospice Annual Open Day and to meet staff and supporters - what an inspirational place and Happy 25th anniversary! pic.twitter.com/9Z4Lq77Pz6",irrelevant
88,09,Nicky Morgan,Thank you @TheRSC for a fabulous ‘King John’ last night - lots of resonance with today & the most powerful words on grief I’ve heard for a long time  https://www.rsc.org.uk/king-john/about-the-play …,leave
89,09,Nicky Morgan,Today is World Alzheimer’s Day and I’m supporting #ShareTheOrange to raise awareness and improve understanding of the diseases that cause dementia pic.twitter.com/p4u56PEzJB,leave
90,09,Nicky Morgan,"Excited to hear more this afternoon about @previsico a spin-out company from @lborouniversity specialising in modelling flooding in real-time, using the latest weather predictions to make street-level flood nowcasts and forecasts  https://previsico.com/ ",irrelevant
91,09,Nicky Morgan,Excellent meeting with local secondary & college heads today - lots to talk about including building character pic.twitter.com/6IOxdM9gse,no sentiment
92,09,Nicky Morgan,Delighted to join @LPTnhs to mark the construction of their new CAMHs inpatient unit for young people & see Chair Cathy Ellis adding the final bolt to the new structure #LPTCAMHS #BeaconAppeal pic.twitter.com/FhV3IWRfNW,no sentiment
93,09,Nicky Morgan,Delighted to chair positive & ambitious roundtable discussion this morning @DCMS with broadband network builders & providers on our intention to deliver better & faster broadband connectivity across the UK by 2025 pic.twitter.com/xN1pyhDVDg,no sentiment
94,09,Nicky Morgan,Thank you @Women2Win for a very useful bag with some excellent quotes from fellow @Conservatives female MPs & Peers! pic.twitter.com/7W3eXI2zTp,stay
95,09,Nicky Morgan,"Delighted to see Downing Street’s newest resident, Dilyn, modelling a collar made by Sileby-based  http://BlossomCo.com   https://www.dailymail.co.uk/news/article-7479335/Boris-Johnson-meet-military-chiefs-Number-10.html …",irrelevant
96,09,Nicky Morgan,"Honoured to deliver the keynote speech @RTS_media this afternoon where, amongst other things, I announced I’ve written to TV rights holders to add women’s sports to the listed events regime - helping to inspire our future generations of female sporting talent pic.twitter.com/ogNonjnwuI",irrelevant
97,09,Nicky Morgan,Congratulations! https://twitter.com/CharnwoodBC/status/1174291619970985985 …,irrelevant
98,09,Nicky Morgan,Fascinating to be @TallinnSummit today - a wonderful initiative bringing together digital frontrunners. A day of enlightening conversations about how we can use AI to improve our lives. It’s so important that we share each other’s experiences so we can lift the bar globally pic.twitter.com/gLLiduJQ7S,irrelevant
99,09,Nicky Morgan,Thank you @UrmasReinsalu - a pleasure to meet - the friendship between our countries is long standing & will continue into the future https://twitter.com/UrmasReinsalu/status/1173829530731130881 …,leave
100,09,Nicky Morgan,Honoured to be welcomed to Tallinn by @ratasjuri this afternoon - we hugely value our country’s friendships. Looking forward to further discussions tomorrow at Tallinn’s Digital Summit about how the UK wants to continue moving forward in digital innovation pic.twitter.com/u1aNabk7lx,no sentiment
101,09,Nicky Morgan,Fantastic article by Sir Charles Dunstone in @thetimes today “I’m not sure that many of them have considered that the repeated extensions & consequent uncertainty may be worse for the economy...Finish this thing so we can all move on” https://www.thetimes.co.uk/article/i-voted-remain-but-ill-take-any-solution-to-end-this-chaos-x9mp63x9c …,leave
102,09,Nicky Morgan,Delicious dinner last night courtesy of @loveleics Edible Forest festival  https://www.goleicestershire.com/Loughborough/edible-forest-festival.aspx … - thank you to everyone involved in promoting our corner of Leicestershire pic.twitter.com/hYjEinO005,no sentiment
103,09,Nicky Morgan,"Last week I met @breastcancernow and some of the people they support, to learn more about breast cancer.  To raise money for vital breast cancer research and support you can sign up for #wearitpink at  http://wearitpink.org/mp  pic.twitter.com/QEtxTYseOH",leave
104,09,Nicky Morgan,Congratulations to all of the @CharnwoodBC Community Heroes receiving well-deserved awards today #CharnHeroes pic.twitter.com/81HCCYoRoB,irrelevant
105,09,Nicky Morgan,Time to celebrate our #CharnHeroes pic.twitter.com/DzWkzgW0cW,no sentiment
106,09,Nicky Morgan,"First, its ‘Nicky’. Second, there isn’t going to be another vote - we are leaving the EU on 31st October & only the Conservative Government, which I’m pleased to be part of, can deliver Brexit",leave
107,09,Nicky Morgan,An added bonus of my visit to Stoke on Trent this morning was being able to visit @BCBfestival in the former Spode factory - supported by @ace_national & others - brilliant to see & well worth a visit pic.twitter.com/SxH1Sj6g2B,leave
108,09,Nicky Morgan,"Delighted to be welcomed by @gareth_snell @HE_ChiefExec and @AbiBrown1 
this morning in Stoke-on-Trent. Congratulations to Stoke and other towns across the county that have secured this funding to revitalise their historic high streets pic.twitter.com/Z06ypufycS",no sentiment
109,09,Nicky Morgan,Great to be up in Stoke-on-Trent this morning to announce £95m for 69 historic towns across the country - the biggest ever single investment by Government in the UK’s built heritage to protect our high streets & our historic buildings that are at the heart of our communities pic.twitter.com/YDNO9BoR40,no sentiment
110,09,Nicky Morgan,Many congratulations - pleasure to be here for the announcement https://twitter.com/SoTCityCouncil/status/1172767226291728385 …,stay
111,09,Nicky Morgan,"As #RWC2019 nears, congratulations to the @EnglandRugby All Schools Programme which has used the legacy of the 2015 Rugby World Cup to get 750 more state schools playing rugby, making school lives healthier, improving pupil behaviour, learning and self-esteem #CBREAllSchools https://twitter.com/EnglandRugby/status/1172123679217655809 …",leave
112,09,Nicky Morgan,"Delighted to welcome @Helen_Whately to her new role as @DCMS Minister for Arts, Heritage & Tourism pic.twitter.com/5xLLpZVmlg",irrelevant
113,09,Nicky Morgan,Detailed guidance on how to handle data in event of a ‘no deal’ Brexit available from @ICOnews - Watch “Ready? Set... GO!” on #Vimeo https://vimeo.com/358070413 ,no sentiment
114,09,Nicky Morgan,Belated congratulations to @JohnMannMP on his Peerage & best wishes to @CatMcKinnell who takes over from him as interim @CommonsTreasury Chair,irrelevant
115,09,Nicky Morgan,Great to welcome @MattHancock to the Quorn Medical Centre today to hear all about their innovative triage appointments system - very popular with patients & staff pic.twitter.com/SKphshk9H7,no sentiment
116,09,Nicky Morgan,Really excellent to see today’s announcement https://twitter.com/Conservatives/status/1171704116319571969 …,stay
117,09,Nicky Morgan,Good luck @HarrietHarmanMP - we need a female speaker who will sort out the culture in Parliament #speakher https://twitter.com/BBCr4today/status/1171326397735985153 …,leave
118,09,Nicky Morgan,"So thrilled to see @BarclaysFAWSL attendance records broken at the weekend, backed up by live @BBCSport coverage. After a great summer of women’s sport & the success of @FIFAWWC we must continue to inspire young girls and women to get involved https://www.bbc.co.uk/sport/football/49599842 …",irrelevant
119,09,Nicky Morgan,Delighted to see you in #Loughborough @Rupert_Matthews https://twitter.com/Rupert_Matthews/status/1170357174989705217 …,stay
120,09,Nicky Morgan,Thanks to @ICAEW for hosting an excellent business roundtable discussion today @lborouniversity pic.twitter.com/ui8ZTXUdHC,no sentiment
121,09,Nicky Morgan,Excellent news that #Loughborough is one of 100 places to benefit from the latest £3.6bn Towns Fund unveiled by @RobertJenrick @mhclg today https://www.gov.uk/government/news/100-places-to-benefit-from-new-towns-fund …,stay
122,09,Nicky Morgan,A great pleasure to visit & to meet you all - thank you for your enthusiasm & entrepreneurship https://twitter.com/foundersfactory/status/1169531719311089664 …,stay
123,09,Nicky Morgan,"Thrilled that Chancellor @sajidjavid has asked @DCMS to develop proposals for a new Youth Investment Fund which could support the building of new youth centres, refurbish existing ones and deliver high quality services to young people across the country #SpendingRound",leave
124,09,Nicky Morgan,"Great #SpendingRound result for @DCMS sectors - £300m for UK’s world class national museums & galleries, and over £500m for @ace_national & @Sport_England to drive participation in cultural & sporting activities",no sentiment
125,09,Nicky Morgan,2 exhibitions opening at #Loughborough Library from tomorrow with the support of @Loughlibvol pic.twitter.com/3WgsyqRzH1,no sentiment
126,09,Nicky Morgan,Happy 80th Birthday @CharnwoodCAB - enjoy the celebrations today!,no sentiment
127,09,Nicky Morgan,Fascinating to visit theTop Secret exhibition at @sciencemuseum today celebrating the work of GCHQ. It has been at the heart of our nations security for 100 years - code breaking during the darkest hours of war & solving modern cybersecurity threats saving countless lives pic.twitter.com/DVvivNS2hm,no sentiment
128,09,Nicky Morgan,Huge pleasure to attend today’s @CarpArmsLough 10th anniversary celebrations - what an inspiration Bryan & Judith are & the team they lead. Amazing to hear about the lives they’ve turned around. Good luck for the next 10! pic.twitter.com/KjycXmnBoi,leave
129,08,Nicky Morgan,Delighted to be at this year’s #BigTent19 ideas festival talking alongside @HENLEYDARREN @ElizaEaston @AnnieLydford about the importance of creative industries. Our creative industries enrich people’s lives and are one of the fastest growing sectors of the UK economy pic.twitter.com/UFNXmNQymP,leave
130,08,Nicky Morgan,Great launch of Loughborough Recovery week with @FalconSupport_ @leicspolice this morning. Lots of activities all week pic.twitter.com/JnQPpGi4uY,no sentiment
131,08,Nicky Morgan,Looking forward to joining @BigTentIdeas to debate the importance of the Creative Economy at #BigTent19 later,no sentiment
132,08,Nicky Morgan,Today is #PositiveTwitterDay - which shouldn't be just for one day but should be the way we all approach using social media every day pic.twitter.com/lSTfTphV6J,irrelevant
133,08,Nicky Morgan,An absolute delight to see your exuberant performance of #OklahomaMusical last night - thank you https://twitter.com/ChichesterFT/status/1166670991822589953 …,irrelevant
134,08,Nicky Morgan,Great to be out today to announce a UK-wide £30m competition giving rural communities the chance to test 5G technologies. We are also exploring how we can improve mobile coverage so nowhere is left behind @GMB @BBCr4today @SkyNews @LBC @bbc5live @talkRADIO @BBCBreakfast pic.twitter.com/b0cKMopTX3,no sentiment
135,08,Nicky Morgan,Today @DCMS we are announcing the next steps to make the UK a global leader in 5G connectivity - specifically including our rural communities https://www.telegraph.co.uk/politics/2019/08/27/5g-full-fibre-broadband-fix-rural-britains-internet-woes/ …,leave
136,08,Nicky Morgan,Great to see Glenmore Park busy for this year’s @shepshedlions Bank Holiday carnival - hope everyone has a successful day for all the great causes supported there pic.twitter.com/mmuE9k6dy4,no sentiment
137,08,Nicky Morgan,"‘The single most important thing we can do to take forward the people of this planet, improve the education of girls’ https://twitter.com/10DowningStreet/status/1165244753719545856 …",leave
138,08,Nicky Morgan,Thank you to the NewQuorndon Shakespeare Company for an excellent ‘As You Like It’ this afternoon in the fabulous settings of the Old School & Stafford Orchard pic.twitter.com/27gsGr9Xsj,no sentiment
139,08,Nicky Morgan,Crikey!🥰 https://twitter.com/jono_morgan/status/1165202361603809280 …,irrelevant
140,08,Nicky Morgan,On Sunday if you take your @TNLUK lottery ticket to the cinema you can watch a film for free. Every time you play the National Lottery you’re supporting British film & the next generation of filmmakers. See which cinemas are supporting #CinemaDay @BFI  https://theb.fi/2MOXrkl  https://twitter.com/BFI/status/1160569816295628800 …,leave
141,08,Nicky Morgan,A very happy birthday to Loughborough based @Swim_England on their 150th birthday. Best of luck to all the staff taking part in the 150km swimathon today. Hope you raise lots of money for your worthy cause,stay
142,08,Nicky Morgan,Good luck & congratulations to everyone collecting their #GCSEs2019 today & best wishes for the next stage whatever you decide to do pic.twitter.com/ADuZDDNxhA,irrelevant
143,08,Nicky Morgan,Much of the answer is here:  https://www.prosperity-uk.com/aacabout/  https://twitter.com/AllieHBNews/status/1164284125005701124 …,irrelevant
144,08,Nicky Morgan,Great news: In this year alone the UK tech sector has attracted £5.5bn in foreign investment - more than it did for the whole of 2018. Another reason we should be optimistic about our future as overseas investors continue to have confidence in UK tech https://www.google.com/amp/s/www.telegraph.co.uk/technology/2019/08/21/forget-naysayers-uks-tech-sector-really-world-leading/amp/ …,leave
145,08,Nicky Morgan,Great to catch up with @HENLEYDARREN & @dyer023 to discuss the important work of @ace_national this morning pic.twitter.com/d8aotzwJDx,no sentiment
146,08,Nicky Morgan,Wonderful to attend the @BritishCouncil showcase reception this evening. Their work is invaluable in supporting UK theatre companies to promote their work around the world. Huge congratulations to @steviespring1 the new Chair - positive discussions with both her & @ciarandevane pic.twitter.com/FMaAGhOCyX,no sentiment
