,Unnamed: 0,Date,Name,Tweets,Tags,Hashtags,classofspeech
271,271,1557589586,Anonymous,"She will officially endorse when it will benefit him the most. He was a big help in her running, why would she ever endorse Warren (whoÂs very flip floppy) and risk not being trusted by progressives they way Warren is now because she endorsed Hillary?",,[],offensive_language
289,289,1557553727,Anonymous,She can handle herself. It's gross to see you demean her.,,[],offensive_language
292,292,1557545731,Anonymous,"She campaigned for Bernie in 2016. She was endorsed by Bernie in 2018. They support all the same policies. She is part of his ""limited"" base. Bernie's only sin was that he ran against the Queen when it was HER turn. You are ridiculous!!",,[],offensive_language
299,299,1557538532,Fat Anne *THIS IS AN ENDORSEMENT* Lamott,They'll drag aoc down like an anchor because Bernies jealous of her. She better watch her back. Everyone knows how he is when a woman has more power and shine than he does.,,[],offensive_language
301,301,1557537426,Anonymous,I knew with his #BerniePlunge it wouldn't be long before he dragged her out. Watch out for her several upcoming interviews on @MSNBC and @CNN.,,['BerniePlunge'],offensive_language
307,307,1557535253,Anonymous,"I don't think it'll help very much. Her reach isn't as far as Twitter thinks it is, and he already has 100% name recognition, folks know who he is, her endorsing him isn't telling them anything they don't already know. I honestly think it arguably hurts her.",,[],offensive_language
308,308,1557535170,Illinois Girl,"HeÂs so jealous and competitive, IÂm not sure how well heÂs going to deal with her when she completely outshines him.",,[],offensive_language
311,311,1557534845,Ragnarok Lobster,She was always gonna endorse that guy.,,[],offensive_language
424,424,1557916205,Liverpool and Labour Super reds.,This 21 year old Palistinian was wearing a MEDICS VEST. Israeli soldiers shot her in chest. @tom_watson gets his bank account filled with money to SUPPORT THESE WAR CRIMINALS. https://twitter.com/Rachael_Swindon/status/1128538673933443073Â Â,,[],offensive_language
430,430,1557945379,Neale Gibbson (not the troll),"A lot of hate speech is widespread @nealeggibson, you of all people are well aware of that

But you have absolutely no qualms about directing hate towards women, or indeed any group you are prejudiced against, do you? making it more widespread

@UKLabour @SheffLabour @tom_watson pic.twitter.com/O5KKx1waaj",,[],offensive_language
492,492,1558017067,Anonymous,The NY Indivisible group who are up Bernie's ass and made me block them? Who are probably friends with Sarsour etc.? Those Indivisible group? pic.twitter.com/i4LP3bcjkm,,[],offensive_language
496,496,1558120652,Anonymous,Oh my... #YouJustDontGetItDoYou #DrainTheWestminsterSwamppic.twitter.com/qakFEWWcv5,,"['YouJustDontGetItDoYou', 'DrainTheWestminsterSwamppic.twitter.com/qakFEWWcv5']",offensive_language
499,499,1558134850,James Deegan MC,Got you lot back footed thatÂs for sure. Â£450k or not better than any labour MPpic.twitter.com/NkU69taGNq,,[],offensive_language
514,514,1558129617,ACanadianForBrexit,"I donÂt care if Farage was funded by the Hatton Garden heist. Im not supporting him personally. 

Also you got Â£500,000 from Max fucking Mosley.",,[],offensive_language
556,556,1558201663,FIRE JASON GARRETT TODAY!!!,"Were @JoyAnnReid, @Lawrence
@AmandiOnAir @tomwatson & all the rest of these experts calling for a recount after the election?

Were they calling for Dems to vote against ratifying the electoral college votes?

Hell naw but now they're worried about saving democracy.

FOH! pic.twitter.com/HJJ2xw0eYt",,[],offensive_language
565,565,1558185713,Cool Daddy #IStandwithChrisWilliamson,A lot of the LFI MPs do. Ruth Smeeth made sure that @Marcwads got expelled . Both her and Tom Watson had a big role to play in getting @DerbyChrisW suspended . Luciana Berger smeared Corbyn all of last year and yet she played the victim,,[],offensive_language
577,577,1558160981,Neale Gibbson (not the troll),"And why use 'TERF' in this context, if it isn't intended as a slur aimed at women only? Why not do away with the pretence and just say 'bitch', which is so clearly what you mean, @nealeggibson
@tom_watson @UKLabour @SheffLabour",,[],offensive_language
608,608,1558303659,Classically Liberal,Oh dear! Carole's off on one again.  Tweeting her poorly researched bollocks before someone who knows what they're talking about actually points out that this is entirely legal.pic.twitter.com/wfVbL8ADnx,,[],offensive_language
638,638,1558374480,Anonymous,"My heart goes out to the vast majority of all @UKLabour MEP candidates who work so hard. @jeremycorbyn has let them down because he wont say 3 little words: ""option to remain"" & we all know why. @Labour4EU @The_TUC @YoungLabourUK @LabPeoplesVote #FBPE @DavidLammy @tom_watson",,['FBPE'],offensive_language
660,660,1558340771,Tom Moriarty #FBPE,@HughSykes ah I see the BBC is promoting the Brexshit Party again. I tell you what we'll send you examples of BBC Brexit whenever we see them... and they're all the fucking time.... and you can call me names again... oh dear...,,[],offensive_language
711,711,1558555671,Anonymous,WTF are you on about Tom? pic.twitter.com/nJU5sDkRf2,,[],offensive_language
719,719,1558555299,Stuart Dillon,"So we have @tom_watson saying he feels sorry for hard working Tory campaigners, @jessphillips says she wishes Andrea Leadsom well, I do wonder at times why Labour members even bother at times when this is what we end up with.",,[],offensive_language
720,720,1558556961,Anonymous,"Are these the same juveniles that told me as a 30 year Labour voter to fuck off and join the Tories?
It's an odd tactic which must be part of Jeremy's 'long game' I assume.
I'm obviously not bright enough to understand all that nuanced behaviour.",,[],offensive_language
728,728,1558630820,Clare Moody,"Thank to all the brilliant Labour members, MPs, and councillors who have been working so hard for all the candidates in the South West.  You've still got 4 hours to get to the polling station and #VoteLabourToday
@BenPBradshaw @tom_watson @exeterlabourpic.twitter.com/3CQs187z9s",,['VoteLabourToday'],offensive_language
738,738,1558633464,Malcolm Finch,"Jess Phillips is positioning herself for the Conservative Party leadership contest.   Tom Watson & Boris Johnson still favourites, though.  Chuka Umunna in with a Âstalking horseÂ chance in hell too. https://twitter.com/robjeffecology/status/1131583611034120193Â Â",,[],offensive_language
765,765,1558703557,Anonymous,"'she tried to do what was right for our country'?
'she was honourable in her attentions'?

- Grenfell
- the 'lost' paedophile files
- hostile environment
- street homelessness
- deportations
- child poverty
- rising Victorian deseases

@tom_watson, you are a fucking disgrace! pic.twitter.com/YQtXWISthm",,[],offensive_language
774,774,1558735112,Anonymous,Bottom line now Is this country needs a general election . A complete reboot on ideology and politics . Not one single member the Tory party will change the course of the destruction they have meted out to this country . Tom Watson can fuck off too . We need Jeremy in number ten,,[],offensive_language
780,780,1558724304,Throw out the Tories,"Theresa May? 

I remember how she attempted to link the Manchester & London bombings in the 2017 campaign to Jeremy Corbyn as the 'terrorists friend' .....& how it backfired as attention focused on her cutting 20000 police officers. 

History should judge her actions as low.",,[],offensive_language
792,792,1558707550,Regular Unspooky Davey,Pretty sure you've misunderstood my tweet.,,[],offensive_language
793,793,1558706476,Anonymous,"Your party doesn't take a definitive position.
On one side you have 3-4 million @labourleave voters who have the likes of @tom_watson telling them that they are ""hard right extreme Tories"". On other you have the @LibDems reminding Remainers @UKLabour don't really have a position.",,[],offensive_language
794,794,1558704718,Daniel Grigg,"We need a deputy leader election. 

Tom Watson just said of Theresa May ""history will record she was honorable in her intentions"". 

Not it won't. 

https://twitter.com/tom_watson/status/1131859945559855110Â Â",,[],offensive_language
799,799,1558700041,Anonymous,When did you decide to stop fighting the Tories Tom and why? Do you feel that as you have itÂs time for you to step down?,,[],offensive_language
810,810,1558824754,Kebz,We know which side you're on. It's not Labourpic.twitter.com/sJ3QHIuKwT,,[],offensive_language
834,834,1558821120,Simon Ubsdell,"I fear that at this point you are running low on your stock of ""Never Agains"". Brexit shortages mean you might never be able to replenish your supply. I suggest you use your last one wisely.",,[],offensive_language
849,849,1558901937,Ben,"Looks like #TheWatsonCoup had failed before it's even started. 

I'd tell you to stick to the day job @tom_watson but you're shite at that too. 
Time for you to go. We have a Tory party to remove & you're just getting in the way. 
https://twitter.com/skwawkbox/status/1132739604736598016?s=21Â Â",,['TheWatsonCoup'],offensive_language
863,863,1558912502,Nick,Tom you are Her MajestyÂs Opposition. All you had to do was oppose with a remain stance. Its that simple.,,[],offensive_language
866,866,1558912138,Aylesburyowl,If you look at the results tonight and donÂt think the Labour Party has abandoned the working class.  You are a cunt. Sorry they have made it quite clear that they donÂt want to be in the neoliberal EU.  ItÂs not fucking  rocket science. Tom Watson can fuck right off,,[],offensive_language
884,884,1558898142,EL4C,"Come on, letÂs face it - Tom Watson is only deputy because when people voted for Jeremy Corbyn they lazily ticked his box without thinking (I did).

Truth is, if it wasnÂt for his anti-Corbyn friends in the media, no one would give a flying fuck what he said about anything.",,[],offensive_language
894,894,1558895912,EL4C,Has Tom Watson got ANY ideas of his own? Or does Alastair Campbell write all his articles? pic.twitter.com/9exV1nqAo7,,[],offensive_language
931,931,1558976799,Anonymous,"I'm not blocked by @tom_watson yet. I feel so left out! Lemme fix that . . .

Hey Tom, look how badly you're performing in my poll! https://twitter.com/CorbynByXmas/status/1132910771502026753Â Â",,[],offensive_language
932,932,1558975938,Against Sugar Tax,"Well said that man! @AndrewScheer 

Any thoughts @sarahwollaston @tom_watson?  pic.twitter.com/kJ2wicNE70",,[],offensive_language
982,982,1559161451,Rosie Collington,I did not just spend a whole semester studying multilevel regression with post-stratification and a bunch of other complicated polling methods & statistics (inc for big data analysis in R) for @HuffPost to report on Tom Watson's fucking Twitter survey as if it was actually valid https://twitter.com/HuffPostUK/status/1133790544394641409Â Â,,[],offensive_language
994,994,1559159981,Anonymous,"""who took the survey"" - a survey most Labour members had no clue existed.  I should think most Labour members would like you to stop undermining the leader you said you'd 100% back during the leadership elections, but you don't listen to them. Who do you really serve, Watson?",,[],offensive_language
997,997,1559162541,davjam #GTTO #JC4PM2019,Why is Tom Watson never hauled over the coals. He runs around doing what the fuck he wants and never a peep.,,[],offensive_language
1013,1013,1559162524,Anonymous,"How did you verify they were all members Tom?

Or is this really just a glorified twitter poll, you utter doughnut?",,[],offensive_language
1033,1033,1559206500,Brian Tweedale,Did you listen to these Tom. I voted for you as DL. I deeply regret that decision and wonÂt be repeating it. pic.twitter.com/UaSh3xjRIG,,[],offensive_language
1090,1090,1559311375,James Clancy,"Oh fuck off Tom, anti-Semitism is attacking Jewish people because of their religion which he didn't do and a lot of the evidence does point to Israel like the video of @joanryanEnfield discussing a Â£1,000,000 bounty.",,[],offensive_language
1091,1091,1559310608,Anonymous,"She was chosen Bc she is the most effective Speaker in history and can pull her caucus together. If you want a fighter, go see Avenatti",,[],offensive_language
1092,1092,1559308006,Maggy,"Tell your congressman.    
Call.     Email.        These investigations are going on.  Of course he deserves it.    But Congress is not on board yet.       We are on Twitter.    We know.   Most DO  NOT.      These stop if impeachment is triggeredpic.twitter.com/QF7XjwYuXu",,[],offensive_language
1106,1106,1559406460,My Dog & I,Maybe have a word with everyone of your mates that propped up austerity and the Tories Tom? pic.twitter.com/Wx2k4TymfB,,[],offensive_language
1137,1137,1559375649,Victoria,"Do y'all wanna know an example of pinagtagpo pero hindi itinadhana?

THIS SHIT:

Liek

Ezcuze me? TOM FREAKING FELTON HAS A CRUSH ON EMMA AND EMMA FREAKING WATSON HAS A CRUSH ON TOM WHEN THEY WERE YOUNGER

GAIX. PAALALA LANG. Confess bago maunahan AMEN PRAISE JESUS HALLELUJAH pic.twitter.com/LFiRar5zVU",,[],offensive_language
1156,1156,1559490566,Vote for Karl TURNER on Thursday 12 December 2019,These people shouldnÂt be allowed anywhere near Govt. @andrealeadsom has got less of a clue than #failingGrayling. She always mistakes me for @tom_watson especially since he got thin and I got fatter. I donÂt ever bother correcting her!  https://twitter.com/sturdyAlex/status/1135121802974420992Â Â,,['failingGrayling.'],offensive_language
1164,1164,1559448891,Trevor Knows DREAMers Are More American Than Trump,"Those that everyone should follow:

@mrweeks1982
@jackjonesbabe
@thatgirlfrmOhio
@lynnv378
@SallyAlbright
@Ange_Amene
@CandiceAiston
@eclecticbrotha
@HoarseWisperer
@notcapnamerica
@PelosiSquadFive
@tomwatson
@Bravewriting
@OjPats4
@witliftin
@Zebop
@CHURCHLADY320
@Lib_Librarianpic.twitter.com/8Rq522cnri",,[],offensive_language
1211,1211,1559536248,Karoli,Wait until tomorrow when they spend the whole day trashing her. She wonÂt think it was worth it then.,,[],offensive_language
1221,1221,1559778707,Anonymous,"co-signing @TomWatson cuz she's my first choice: SISTER ROSETTA THARPE 

and give that damn roll to Brittany Howard from Alabama Shakes

there is no punk, no grunge, no metal without her. so many crotchety white men are taking rock 'n roll to the grave, we need this biopic ASAP https://twitter.com/AisleSeat/status/1136400793110765569Â Â",,[],offensive_language
1227,1227,1559771466,DemocracyFightsBack #FBPE #RemainAlliance,Jobs first Brexit. Not a job lost. Labour is a Brexit Party. Own your own shit. @jeremycorbyn @SKinnock @tom_watson @BestForBritain @peoplesvote_uk @eloisetodd @Brexit,,[],offensive_language
1266,1266,1559831334,Sara Gibbs,"Tom, are you aware of some of the things the candidate has expressed her approval for on Facebook? IÂm a big fan of yours and IÂm really sad and surprised to see you supporting her.",,[],offensive_language
1272,1272,1559851927,Ragnarok Lobster,Cornel West still enabling bullshit.,,[],offensive_language
1275,1275,1559856972,DemocracyFightsBack #FBPE #RemainAlliance,"You want Brexit and all that comes with it. Own your own shit. Not a job lost. Jobs first Brexit. With a trade union leader from a posh flat near the Shard like you, who needs disaster capitalists. 
@BBCPolitic @campbellclaret @unitetheunion @GMB_union @tom_watson",,[],offensive_language
1286,1286,1559828986,Anonymous,Just because you donÂt mention her by name doesnÂt mean you should be supporting Lisa Forbes.,,[],offensive_language
1293,1293,1559786731,JBB,"I really don't feel sorry for her, like at all. People like her were warned many times, and i don't feel sorry for willfully ignorant people. And her bernie shirt, yeah i knew bernie's camp attracted bigots who voted for trump. Now i've actually seen what one looks like.",,[],offensive_language
1305,1305,1559895145,martyn ware #VoteLabour2019,Looking forward to Tom WatsonÂs wholehearted congratulations to all the hard-working Labour activists who ensured a deserved victory in the Peterborough by-election #silencepic.twitter.com/wtZVzWkVKj,,['silencepic.twitter.com/wtZVzWkVKj'],offensive_language
1313,1313,1559878455,#SocialistSunday,"Margaret Hodge, Jess Phillips, Tom Watson, John Mann take a seat because your party the Liberal Democrats took one hell of a beating! #PeterboroughByElection",,['PeterboroughByElection'],offensive_language
1314,1314,1559913005,Anonymous,"Tom Watson did one Tweet regards the Peterborough election, which was yesterday. Has not congratulated our winner, the party or the members. He is our Deputy Leader. What a TWAT!
#ResignWatson
#PeterboroughByElection",,"['ResignWatson', 'PeterboroughByElection']",offensive_language
1330,1330,1559898481,Sara Gibbs,"But thatÂs the thing - theyÂre now thinking if itÂs that bad, why would Tom Watson & Ed Miliband & Hilary Benn go and campaign with her and tweet their support for her? Must just be the Jews whipping it up, right? ThatÂs how moderates supporting her have made it look.",,[],offensive_language
1360,1360,1560113980,Juli armstrong,"BS is at it again. He has absolutely no chance in hell of being a Dem,nominee but his coffers need replenishing. He is a hypocritical fraud who is/was complicit in where we are today. FEC needs to investigate him now.",,[],offensive_language
1361,1361,1560113257,IllinoisNewDemocratRicoP,Meh..... Mr Fuck the amber alert has to do better than that.,,[],offensive_language
1371,1371,1560065279,Anonymous,"I note that following Lisa Forbes, Rupa Huq, and the latest Willsman revelations, many Labour MPs are taking Tom Watson's lead and addressing the pressing matter of Feargal fucking Sharkey""s OBE.",,[],offensive_language
1404,1404,1560170595,Anonymous,Except for the part where she kissed up to Berners and said the primary was rigged. And then said President Obama shouldn't earn money post presidency (nothing she ever said about GOP/White Presidents).,,[],offensive_language
1427,1427,1560271063,Star Stuff,"He's not a surrogate, he just likes Bernie. Why are you always like this?",,[],offensive_language
1453,1453,1560238643,Jim Grace #FBPE,"He is simply targetting the demographic that makes up the vast majority of the Tory Party membership: elderly, wealthy, white men.

I doubt if he even intends to honour the promise.",,[],offensive_language
1466,1466,1560217143,John Mills,These anonymous quoters act like her only job is to recruit candidates. She's a MC who has a job in DC plus a district that she has to represent. People who ignore their districts end up unelected. Ask Joe Crowley.,,[],offensive_language
1467,1467,1560215065,Anonymous,"She says sheÂs the boss now so I guess this goes with the territory.

At some point people are going to expect her to be more than an internet celebrity",,[],offensive_language
1468,1468,1560212907,BlueSteelDC,"I want to be upset with them with you - but isnÂt she at least in part responsible for the unreal expectations? 

IsnÂt she simply victim of falling into her own trap that she was happy to set for other Dems of unreal expectations?pic.twitter.com/ce4pWrhYdT",,[],offensive_language
1485,1485,1560355584,cin mann,"You know who has spent a lot of time with rank and file Democrats? @HillaryClinton She has represented our country, our party, women, children, immigrants. She cares about everyone. Take a minute and watch this. She is the hope we all need right now,https://twitter.com/dianejeffersonc/status/1138835376691453952Â Â",,[],offensive_language
1515,1515,1560432679,Anonymous,Hi Tom remember you got Â£500k from Max Mosley? You know this chap. pic.twitter.com/ANP52O8vJ8,,[],offensive_language
1581,1581,1560518167,RandallDenley,"When the fatal Westboro bus crash happened, Mayor Jim ""Stonewall"" Watson and his team of ass-covering bureaucrats sprang into action to cover up even the most basic facts. You've really go to read this tremendous story today by Citizen reporter Tom Spears. http://bit.ly/2RgsaqJÂ ",,[],offensive_language
1615,1615,1560586195,FrÃ©dÃ©ric Leroy,Lunatics!!pic.twitter.com/dU7Lr5mXpm,,[],offensive_language
1638,1638,1560613287,FIRE JASON GARRETT TODAY!!!,"Brie is incredibly unprofessional & bad at her job as is most of the folks who work for Bernie's campaign which sheds a lot of light on what his presidency would look like.

That's one of the many reasons I would never vote for him cuz all we would get is an alt left shit show.",,[],offensive_language
1640,1640,1560601573,Anonymous,"They are obsessed with her. He cannot handle the fact that a woman kicked his ass by 4 million votes. HeÂs so thin-skinned, he canÂt get over it. He will keep whining about it till the end of the world. ÂI wouldÂve wonÂ.",,[],offensive_language
1650,1650,1560562809,MA_NYC,"Thank you @EricBoehlert for replying to @paulkrugman as some of us who support @HillaryClinton have done today. This myth about Sen Warren, who does deserve credit for her policies, is erroneous because Hillary has been the forerunner as Prof Krugman knows.",,[],offensive_language
1679,1679,1560695274,Charles P. Pierce,"They seem to be increasing by the hour, at least on this hell-site.",,[],offensive_language
1681,1681,1560691695,Kurt Nice,"ThatÂs sucker shit to say Pelosi cultist when last year at this time we heard the same thing from a bunch of pasty WM like Seth Moulton who I hear didnÂt even make the debate stage. YÂall so quick to doubt when sheÂs been proving you wrong every time. 

Every 

time.",,[],offensive_language
1730,1730,1560896427,JudeLookingForward,"I'm stunned about this, which my step son received today from Tom Watson. My step son is not and has never been in the Labour party. Who the hell does Watson think he is, lobbying the general public to write to Labour's National Policy Forum. Is this normal? @JennieGenSecpic.twitter.com/RgBQOAY8xN",,[],offensive_language
1747,1747,1560893954,Frank Owen's Legendary Paintbrush,"In a sane world, Jeremy Corbyn would have been PM for the last 30 years and all the shit policies Tom Watson and Rory Stewart voted for wouldn't haven't happened. And neither would #Brexit.",,['Brexit.'],offensive_language
1748,1748,1560876586,Stuart #ABC #EASYAS #123,"Which young people? When did you ask them? How many did you ask? Were they randomly selected? Were any of them your children? Do you really think we can't see what you're up to?
#SackTomWatsonpic.twitter.com/yKSlEDtjwP",,['SackTomWatsonpic.twitter.com/yKSlEDtjwP'],offensive_language
1759,1759,1560983965,Jamie Dickinson,Thank you @tom_watson #FinalSaypic.twitter.com/zYswGoC7Vt,,['FinalSaypic.twitter.com/zYswGoC7Vt'],offensive_language
1780,1780,1560981644,Anonymous,"""I think it's in the national interest that we become a pro-Remain, pro-reform party."" i hope you're hammering this into @jeremycorbyn every damn day @tom_watson!! 

#Peston",,['Peston'],offensive_language
1785,1785,1560974533,William Large,I remember when @tom_watson called her constituents antisemitic because they going to have a vote of no confidence in her.,,[],offensive_language
1789,1789,1560965841,wariotifo,"That site was monstering Tom Watson, Ed M etc as 'hard left' less that five years ago. If you 'win' and get rid of Corbyn from the centre, progress right, 'soft left' or whatever Guido & his creepy pals like Donal Blaney arent going to thank you and pack it all in. you'll be next",,[],offensive_language
1819,1819,1561056893,Euan Philipps,"Excellent article: 
ÂAnd if you really canÂt avoid being all precious about Jew hatred, at least wait until after an alleged antisemite has been elected as a Labour MP in a by-election before criticising her.Â
#LabourAntisemitism
@UKLabour @tom_watson https://twitter.com/Telegraph/status/1141771498497204225Â Â",,['LabourAntisemitism'],offensive_language
1824,1824,1561049108,Lucy NHS Lib Dem,I agree with that. One day the Labour Party will pick a sensible intelligent leader that reflects their followers wishes. Tom Watson Keir Starmer or god forbid a woman Yvette Cooper. Until that time we are stuck with a Marxist twat who has other people write his complicated lies. https://twitter.com/ManMuddled/status/1141486951100571650Â Â,,[],offensive_language
1827,1827,1561044688,Cool Daddy #IStandwithChrisWilliamson,Especially @tom_watson and @jonlansman who bent over backwards to defend her. ItÂs a disgrace that MPs seem to be too scared in castigating her treachery against @jeremycorbyn @johnmcdonnellMP @BarryGardinerhttps://twitter.com/jpbostock69/status/1141725803153174531Â Â,,[],offensive_language
1852,1852,1561125762,Kate,"@jonlansman if you want to admit you're a part of the problem, just come out and say it. You might feel better.  Maybe admitting you're an enabler of Antisemitism would ease your mind.  It would certainly be more truthful. Must be hard keeping up this level of hypocrisy.",,[],offensive_language
1889,1889,1561243149,Pete Kelbel Golf,"Great to be a guest instructor at True North GC, Harbor Springs the past 2 days with Dick Stewart, Hall of Fame Michigan PGA and more importantly, the caddie who carried Ray WatsonÂs bag when Tom Watson beat his dad that day at Walloon Lake CC-1964! #TrueNorth #WalloonLake #PGA pic.twitter.com/zVrwQu6gcK",,"['TrueNorth', 'WalloonLake', 'PGA']",offensive_language
1899,1899,1561220923,Anonymous,"THIS  Please DM @chelleryn99 if you'd like to sign her open letter to Tom Watson asking him to respect @UKLabour Brexit position. 

(Like @Emz4Corbyn I'm happy to pass names on to Chelley) https://twitter.com/Emz4Corbyn/status/1142461489401479168Â Â",,[],offensive_language
1951,1951,1561414979,Brexitshambles,"The swivel eyed-ERG-extremist introduced by @maitlis not as a 'supporter' but as part of 'Boris Johnson's team.' Jenkin: ""agriculture & the motor industry will be hard hit but weÂll use the Â£39B to support them.""

@UKLabour @tom_watson @Keir_Starmer this is not a fucking drill...https://twitter.com/BBCNewsnight/status/1143278516642783232Â Â",,[],offensive_language
1986,1986,1561400856,Nev Fountain,ItÂs very gratifying that Skwawkbox are retweeting the fuck out of our Tom Watson sketch. Puzzled theyÂve not done the same with all our sketches about Corbyn being a useless dithering tetchy arrogant waste of space. ItÂs a puzzler...  https://skwawkbox.org/2019/06/24/video-dead-ringers-pitch-perfect-watson-take-down/Â Â via @skwawkbox,,[],offensive_language
1987,1987,1561400665,Anonymous,"Nazanin & Richard have the courage to rise above Irgc's attempts to intimidate & silence them.

Threats to add more years to her sentence due to the hunger strike & forbid her to see her child

#FreeNazanin @JZarif @araghchi @AWMurrison @Jeremy_Hunt @DrAboutalebi @tom_watson pic.twitter.com/XqnYYiGjhn",,['FreeNazanin'],offensive_language
1992,1992,1561382264,Kath Hammett,"Oh my.. what the hell!!!  This is what's behind his anti Corbyn drive. . He needs to leave Labour, NOW!!",,[],offensive_language
2025,2025,1561471900,Anonymous,Why do you think I tweeted this late last year? You don't have to believe me - just look at NYT's actions.https://twitter.com/ThinSkinTrump/status/1066515615194771463Â Â,,[],offensive_language
2026,2026,1561468970,Outraged Academic,"Even little things: a guy touched my daughter's back in a bar to get by. She said, ""You don't have to touch me to ask me to move."" He snapped, ""I didn't want to touch you. You're not even cute."" This sort of shit happens in all degrees every single day.",,[],offensive_language
2031,2031,1561457717,Anonymous,"Nazanin & Richard have the courage to rise above Iran's attempts to intimidate & silence them.

#IRGC threat to add more years to her sentence due to the hunger strike & forbid her to see her child

#FreeNazanin @JZarif @araghchi @AWMurrison @Jeremy_Hunt @DrAboutalebi @tom_watson pic.twitter.com/qPBheGJDnj",,"['IRGC', 'FreeNazanin']",offensive_language
2069,2069,1561566572,KateMaltby,"It doesnÂt matter how close Corbyn gets to being unseated, heÂll never distance himself from his hard Left friends. (Whether anti-semites, sexual harassers.) Because they are who he is. All eyes on @tom_watson now... https://twitter.com/stellacreasy/status/1143917233665708037Â Â",,[],offensive_language
2102,2102,1561661866,Kerry Burgess,"That should be a matter for his constituents to decide. Not Margaret Hodge, not the government in Tel Aviv and certainly not you...He accepted the warning and apologised. As far as I know the warning didn't come with a caveat that he had to kiss Tom Watson's ass for evermore...",,[],offensive_language
2110,2110,1561679125,Geoff Clegg,#GTTO Tom Watson does what the hell he likes & thinks he will always get away with it - but there will be a day of reckoning Tom -none of us are stronger than the Membership & I suspect the Members are coming for you!! #BlairitesOut #JC4PM2019 #JoinTheLabourPartyTodayhttps://twitter.com/Satiresocialist/status/1144328180964216832Â Â,,"['GTTO', 'BlairitesOut', 'JC4PM2019', 'JoinTheLabourPartyTodayhttps://twitter.com/Satiresocialist/status/1144328180964216832']",offensive_language
2118,2118,1561754951,Michael Gardner,"Right fuck this. What a load of bollocks. IÂve sat on the fence and given the benefit of the doubt too many times, Tom Watson needs to go. @DerbyChrisW needs our support. The Labour Party canÂt continue to carry these blairites anymore. CLPs need to step up and deselect.",,[],offensive_language
