,Date,Name,Tweets,Tags,Hashtags,classofspeech
10,1556735036,Ian Jarmaine,"The Recall of MPs Act 2015 should be extended to give voters the chance to get rid of people like @Anna_Soubry @sarahwollaston and @heidiallen75 who stand under one manifesto then change parties., Why should these privileged narcissists be permitted to behave as they have? https://twitter.com/JenFullick/status/1123493708098416640Â 
",,[],neither
11,1556734095,Ginger Kat,Must watch. Heads up @Anna_Soubry @heidiallen75 this is how you do a rally. https://twitter.com/brexitparty_uk/status/1123649231376605186Â ,,[],neither
13,1556723341,Anonymous,Over half of ChangeUK candidates are women and here are two of us taking a cheeky selfie  with our Leader. @heidiallen75 @victoriadesmondpic.twitter.com/Wu6O4mBrxH,,[],neither
14,1556723100,Extinction Rebellion,".@heidiallen75
If not now, when? If not you, then who? Please will you listen to the British people and declare a climate emergency tonight.
#extinctionrebellion
#ClimateEmergency
#ClimateEmergencyNOW",,"['extinctionrebellion', 'ClimateEmergency', 'ClimateEmergencyNOW']",neither
15,1556719679,Pauline Moorhouse #Sovereign#Britishindependence,Eat your heart out @ChukaUmunna @AnnaSoubryFC @heidiallen75   This party is the pulse of British politics now and it will get louder and louder until we leave the EU. You have lied through your teeth to support Brexit. https://twitter.com/PaulEmbery/status/1123472776764035072Â ,,[],neither
17,1556702644,Nick Reeves - REGISTER TO VOTE - #ABTV #FBPE,"Is this correct @heidiallen75 @ChrisLeslieMP @WestminsterTIG?  Is your party set upon wrecking the cross-party and non-party unity of the Remain movement? 
#PeoplesVote #Brexithttps://twitter.com/CarolineFLeaver/status/1123515207014408192Â 
",,"['PeoplesVote', 'Brexithttps://twitter.com/CarolineFLeaver/status/1123515207014408192']",neither
18,1556701414,James Chapman,She clarified it and was misquoted. No deal will never be on any ballot paper we endorse @heidiallen75,,[],neither
19,1556700905,Vktuk,"UK believes in democracy, Change UK @Anna_Soubry @heidiallen75 @sarahwollaston & 8 others PROMISED to honour the referendum & leave. They have reneged. Do we want politicians who lie & renege to represent us? Question is honesty & democracy not leave or remain @CromwellStuff",,[],neither
20,1556699983,Sumi Rabindrakumar,Punchy @CommonsWorkPen Q from @heidiallen75 to DWP Minister: 'Is that the plan - for people to lose money from natural migration?' Good point - people moving onto #UniversalCredit from other benefits won't benefit from transitional protectionhttps://twitter.com/CommonsWorkPen/status/1123506577422671872Â ,,['UniversalCredit'],neither
22,1556750948,Anonymous,Welcome to the club mate! ItÂs a horrible situation that the loony left have put us in!,,[],neither
23,1556743532,Anonymous,"That's bloody dreadful.

I got blocked by Corbynista Central for saying this:https://mobile.twitter.com/localnotail/status/1111210537038286848Â 
",,[],neither
24,1556743344,EU Nappy States,"@heidiallen75 @ChukaUmunna @Anna_Soubry & Co better invest the tax payers Ca$h they are still getting disgracefully as their is a P45 waiting for the lot of em.

The Liberal Undemocrats better start job hunting too.

Great Britain is sick of Nappy State Politics & Corruption",,[],neither
25,1556740262,Campbell #FBPE,"I didn't know that. In many ways it encapsulates the idiocy of our political debate at the moment. It's real playground stuff, it attacks those ostensibly (or at least those who should be) on the same side, and it's irretrievably stupid, nonsensical rubbish.",,[],neither
26,1556739047,Mike Wilson,Are you watching @Anna_Soubry @heidiallen75 @ChukaUmunnahttps://twitter.com/brexitparty_uk/status/1123654079392223233Â ,,[],neither
28,1556738370,Anonymous,"Without a Âno dealÂ option, whatever Âsome peopleÂ think.",,[],neither
29,1556726270,Anonymous,"I joined the Labour party because I wanted to help stop a Tory government, why would I vote for their tribute act?",,[],neither
30,1556718150,Bulldog66 #LeaveAlliance,The 11 got elected on Brexit manifestos for other partyÂs they betrayed the voters no point having a manifesto they just want more and more EU @brexitparty_uk @DVATW @secretstranger9,,[],neither
31,1556699816,Work & Pensions Committee,"WeÂre starting questioning now with minister @AlokSharma_RDG and @DWP officials who head up #UniversalCredit - whoÂve begun to tell us how responsibilities are changing at the Dept, to some concern from todayÂs Chair @heidiallen75 https://twitter.com/CommonsWorkPen/status/1123256510602203136Â 
",,['UniversalCredit'],neither
32,1556699636,Anonymous,"Pity you donÂt practice what you preach. The TIG have helped the Brexit Party by dividing the Remain vote. You offer nothing different, nothing new. ItÂs the same old, same old political self interest.",,[],neither
33,1556698299,Pirate Irwin,"A great man who grew up in a real authoritarian state unlike the bogus image of the EU @Nigel_Farage & @BorisJohnson propagate. @eucopresident courageously helped bring the regime down, don't let the false prophets do the same to the EU. #ChangeUK @MikeGapes @heidiallen75 https://twitter.com/eucopresident/status/1123482184248020993Â 
",,['ChangeUK'],neither
34,1556696860,Anonymous,"You won't even vote no confidence in May. Basically, vote Change and you get the Tories. Prop them up and we get more of the same, risking a hard Brexit. It's not just about your policy. Its about whether you'll stick to your principles & what methods you're willing to use.",,[],offensive_language
35,1556695924,Farrukh,"Remain does matter to me, however there are other parties that support Remain too.

You should be working with all of them instead of dividing the remain vote.",,[],neither
36,1556695787,TracieWaylingArtASMR,"What are you on about? It's the same stance that's been taken all along.  Oh, and I'm voting Labour by the way! You know, the one's that aren't arguing for another referendum that would only be held by the same fraudulent Tories in the first place because they're still in power!",,[],neither
37,1556695568,XR Cambridge,Dear @JDjanogly @DanielZeichner @SteveBarclay @lucyfrazermp @heidiallen75 @ShaileshVara Please step up to humanityÂs biggest challenge and vote today to declare a climate & ecological emergency so we can make the changes needed to keep Cambridgeshire residents safe.,,[],neither
38,1556693934,Anonymous,You guys are late to the party. I will vote LibDem. You guys need to work with the LibDems like the Green party has done. If you want to remain in the EU then we must work together to #StopBrexit,,['StopBrexit'],neither
39,1556693784,MarkFromhold,"A #Remain coalition would have an excellent chance of securing the most MEPs, but, divided, each party is likely to be an also ran :(",,['Remain'],neither
40,1556693765,John Shoesmith,"Putting country before party, but splitting the pro-EU vote?",,[],neither
41,1556693647,RedHerring #VoteLabour,"Why did your MPs vote for austerity?

Why did @heidiallen75 vote for cuts for veterans, homelessness, the elderly and disabled?",,[],neither
42,1556693629,Sir Lefty Farr-Wright QC,"I've just quote tweeted him, so hopefully we'll find out ...",,[],neither
43,1556693557,The Champ,Why no peoples vote in your constituency?,,[],neither
44,1556693551,Anonymous,"I really don't understand how splitting our vote helps? 
I admire that you folks have stood up for what you believe in (and I believe in) but this seems the wrong strategy.",,[],neither
45,1556693427,the statistics guy jono,I smell desperate,,[],neither
46,1556691945,Anonymous,"@heidiallen75 The TIG constituencies are still waiting for the promise of a Democratic Vote, a constituents people's vote, a by election",,[],neither
47,1556691887,Tom Levitt,Well said Daniel!,,[],neither
48,1556691597,Geoff Wimble,"GOD HELP US!  Not only has she, H.Allen, manipulated the honesty of the British electorate, it now appears, with voices, but she could also be schizophrenic!",,[],neither
49,1556691450,Anonymous,"Yes, itÂs about how many times you bunch of over inflated egos can get on TV to demonstrate your betrayal of the British electorate",,[],neither
50,1556691380,Mark #BackBoris,"You watch stuff like this and wonder how @heidiallen75  ever got to be selected to be an MP for any party in the first place. So inept, unable to think and confused about details. Unbelievable.",,[],neither
51,1556691008,RosieO'Sullivan,Welcome Richard.,,[],neither
52,1556690747,Helen ~ TLS,"Unfortunately since you all walked away from your responsibilities to your constituents, your partys' and your Countries' democratic decision, there has been a shift from the egotists such as yourselves, to Patriotism and a love for GB.We've had our eyes opened by MPs corruption.",,[],neither
53,1556690564,Brexit reparations,Google operation stack then turn round to a cancer patient and promise them their radioactive isotopess will get to the hospital in time for their treatment. If you can do that put WTO on the ballot.,,[],neither
54,1556688655,Chris Corney,"You're a Tory, so I'm not voting for you.  I will vote Lab.  And if I was misguided enough to vote for an referendum rejecting party, there are the Greens.",,[],neither
55,1556688218,Anonymous,"I wouldn't. At least a quarter of people, when people have voted for it in previous polls, think it means the status quo. It would devastate our country and weaken our standing even further",,[],neither
56,1556686608,Anonymous,Those voices in her head are telling her to ÂkillÂ democracy,,[],offensive_language
57,1556683171,Anonymous,"Apparently #CHUK are having problems, apart from a small turn-out for their rally, obvs.Has @heidiallen75 gone into hiding, by any chance?https://twitter.com/alexwickham/status/1123221165294665728?s=19Â 
",,['CHUK'],neither
58,1556681535,Peter Cook,Listen up @TheIndGroup @Anna_Soubry @ChukaUmunna @heidiallen75,,[],neither
59,1556680209,Anonymous,Missed you glad to see you are back...,,[],neither
60,1556673071,Gary Turner soi-disant QC w/Texian perspective,"Ms Allen is apparently listening closely to those voices. In more enlightened times (not a typo), people who heard voices in their heads were given a long rest in an asylum.",,[],neither
61,1556671572,Anonymous,"Will ask around and have a think, I know that he personally hasn't seen any of your stalls because they take place the same hours as one of his hobbies, but he is aware they take place and the stall gets mentioned during this hobby and they all discuss stopping brexit ",,[],neither
62,1556669611,James Stewart,"Or vote labour to enable a Tory Brexit which will make everyone poorer, no thanks",,[],neither
63,1556804723,Heidi Allen,"#LocalElections2019 - @TheIndGroup isn't standing today, but this is who I recommend you vote for.....pic.twitter.com/p311EPMo5n",,['LocalElections2019'],neither
64,1556804534,Heidi Allen,As you vote today....... #LocalElections2019https://twitter.com/ForChange_Now/status/1123926193500237825Â ,,['LocalElections2019https://twitter.com/ForChange_Now/status/1123926193500237825'],neither
66,1556818913,Heidi Allen,Heydon Grange raising funds for @EastAngliAirAmb #Charity #Golf #Tournament on 4th July. Golfers get involved here: https://www.heydongrangegolf.co.uk/charity-open-2019Â ,,"['Charity', 'Golf', 'Tournament']",neither
68,1556816557,Roger Casale,"This is really important!
Please re-tweet to spread the word!
@etaylorengineer @MandaGummer @mdev1234 @carmichaelneil_ @BhavnaJoshi @thomasgraham @heidiallen75 @gavinshuker @MikeGapes @TheIndGroup @ChangeUK_East @GathCharlotte @julietlodge2 @SuzlCarp
@TIG_WestNorfolkpic.twitter.com/a0xIIDpKgN",,[],neither
69,1556836279,Nick Reeves - REGISTER TO VOTE - #ABTV #FBPE,So Remain parties beat BP by 32% to 28% but get only slightly more than half as many seats. This looks to be the price that the country is likely to pay for their wretched disunity. @heidiallen75 @jon_bartley @vincecable,,[],neither
70,1556823164,Remain Alliance Fulham & Hammersmith FBPE,"Excellent article in which the Conservative activist author predicts that, unless his party changes course on Europe, many more will follow the likes of @heidiallen75, @Anna_Soubry, @sarahwollaston, @stephen_dorrell and @carmichaelneil_ to join #ChangeUKhttps://twitter.com/YoungTories4PV/status/1124007985498468357Â 
",,['ChangeUKhttps://twitter.com/YoungTories4PV/status/1124007985498468357'],neither
71,1556806872,Mafevema,"The pressure in Labour would have been considerable. Instead none of the Remain parties are even mentioned in the title of the article. Vanity, Vanity @ChukaUmunna @heidiallen75 @gavinesler you divided the vote. You will not be forgiven",,[],neither
72,1556806691,Mafevema,"#ChangeUK #Libdems
#Greens if only you had allied, the  @AllianceRemain wpuld be ahead of Labour and Tories! What a waste of opportunity & strong symbol due to your vanity & narcissism  @ChukaUmunna
@heidiallen75
https://yougov.co.uk/topics/politics/articles-reports/2019/05/02/european-parliament-voting-intention-brex-30-lab-2Â 
",,"['ChangeUK', 'Libdems', 'Greens']",neither
73,1556804678,Adam Stacey,If weÂre talking about removing people from the Brexit Party for talking absolute bollocks then theyÂd all have to go!,,[],neither
74,1556798128,Charlie Kennaugh #FBPE,"If Nigel Farage starts removing dodgy candidates from his lists, he'll surely start with himself...",,[],neither
75,1556795371,Roger Casale,"Join us in Norwich this Sat. for our second peopleÂs vote and remain rally.

Event will feature our excellent Eastern Region MEP candidates plus @heidiallen75 and @Anna_Soubry 

Spaces are limited, so please RSVP 

See you there!

https://theindependent.group/events/peoples-vote-and-remain-rally-norwich/?fbclid=IwAR1Jr0SmwGQCL25r3iHoNByuUTdpysdC5Z6QDwaTJ6oAwQMKBqrZ9L0E56kÂ 
pic.twitter.com/bQ1CBUs3gS",,[],neither
76,1556794925,Cait ÂGirly SwotÂ Graves,ÂEat our shit sandwich not theirs. Ours has mayo.Â,,[],offensive_language
77,1556794186,Geoff,Welcome to the Brexit Party. No ideas or morals!,,[],neither
78,1556792673,Jackie Ross #FBPE,I have stopped stressing about this.  All the remain parties deserve more support.  They have been artificially suppressed by our stupid 2 party system. Just dont vote Labour or Tory (or Brexit obvs),,[],neither
79,1556790852,Anonymous,"There's no need to get hung up over the lack of a ""remain coalition"". The real blockage to remaining is Labour. We need to persuade Labour to change policy. We do that by making sure they lose vote share to ANY pro-EU anti-Brexit party. Support them all.",,[],neither
80,1556789154,Barry Broomhead,1st it was Chuka. Then it was Soubry and now it's you trying to score brownie points. Same old politics crap.,,[],neither
81,1556788744,Nick Reeves - REGISTER TO VOTE - #ABTV #FBPE,"A question for @jon_bartley @vincecable @heidiallen75. How are Remainers to support Remain parties? If I retweet a Green, then in effect, I'm campaigning against the LibDems and Change UK and so on. This disunity is a total fucking shitfest. 
#PeoplesVote #Brexit #FBPE",,"['PeoplesVote', 'Brexit', 'FBPE']",offensive_language
82,1556786352,Calum Oakes,"Claire Fox, Institute of Ideas, Funded by the Koch brothers - right-wing libertarian US oil billionaires and climate change deniershttps://www.desmog.co.uk/2018/12/04/spiked-lm-dark-money-koch-brothersÂ 
",,[],neither
83,1556786076,Anonymous,Well said Heidi!,,[],neither
84,1556786045,Anonymous,"They have, they formed @TheIndGroup.
When is Farage getting rid of her??",,[],offensive_language
85,1556835336,Anonymous,Please share this with others @DavidLammy @Anna_Soubry @heidiallen75 @sarahwollaston @ChukaUmunna @vincecable @CarolineLucas @lucianaberger @thomasbrake @EdwardJDavey @sianberry @jon_bartley @NicolaSturgeon @joannaccherry @Adamprice,,[],neither
86,1556827203,John Stoddard,Arent we all EU citizens from the UK??,,[],neither
87,1556817900,Baby all I want for Xmas is #JC4PM2019 as PM,"Ms Allen you voted to murder thousands of sick and disabled innocent men, women and children with you SAVAGE cuts as a Tory, will you now be removed from @TheIndGroup so that we can all stand together with the victims of the atrocity YOU inflicted?",,[],neither
88,1556805264,Chris Rand,"To be fair (and it would be nice to see an acknowledgement from whoever does these @TheIndGroup tweets), @HeidiAllen75 herself has pointed out that she actually said to support parties backing a People's Vote *IN ADDITION TO* independent ""hard-working community advocates"". pic.twitter.com/8eTfacMoFd",,[],offensive_language
89,1556798942,Anonymous,I've noticed how contrarians like Claire Fox (especially those from Spiked / Living Marxism) never admit when they made mistakes. LM / RCP are an odd bunchhttps://www.theguardian.com/theguardian/1999/may/15/weekend7.weekend2Â ,,[],neither
91,1556792912,ISBA,ISBAÂs CACA group @jmb201 @philsmithisba had a great meeting with @heidiallen75 this week where ISBA members took the chance to discuss a range of issues: https://bit.ly/2JaiWdOÂ . Looking forward to continuing conversations!pic.twitter.com/zPDglQLmmk,,[],neither
92,1556792612,Anonymous,"I would have voted Brexit Party, but not if she up in our area of NW... ffs why are they putting a londoner who knows sod all north of watford and she refusing to condem it. I live in warrington and we have friends who were affected by this.",,[],neither
93,1556790187,Jamie McMillan,"The unfortunate thing is Remainers pushing the Brexiter myth that EU seats form a pseudo-referendum. 
This is not a British election. There is no single ÂwinnerÂ party. And the EU Parliament cannot affect Brexit.
If you want to use it as a referendum, add up the % votes.",,[],neither
94,1556787185,Gaz Esq,So @ChukaUmunna @heidiallen75 says Âlast thing country needsÂ is another vote in a by-election or General Election. Yet in the next breath calls for a second referendum.,,[],neither
95,1556786344,David Awfulbot,"I agree, Heidi. But then Tiggers were happy with Corbyn's far-left lurch, his support for the IRA, Castro, and every Islamic terror group going, and the re-emergence of the worst strain of antisemitism. They ONLY left to, of all things, snuff out our democratic vote. Hypocrite!",,[],neither
96,1556785898,Bring on 31st October #Humbug,And yet Chuka Umuna was happy to have IRA sympathiser and friend Corbyn as his leader for many years without openly condemning him.. IÂd get your own house in order first,,[],neither
97,1556785859,Wills Mclellan #GTTO,This doesn't sound like new politics to me Heidi. Just same old backstabbing slagging each other off along party lines again.,,[],neither
98,1556783079,Anonymous,No it isnÂt. ItÂs a party of frauds terrified to hold by-elections!!,,[],neither
99,1556781840,Anonymous,"Well said, it's wrong that people have been made to suffer regarding loosing their SDP? Also the change from ESA to UC is nothing more than a vehicle for cuts to disabled people alike. Also pic.twitter.com/kSEjmz6kCy",,[],neither
100,1556780969,TIG NW Cambs,Change UKÂs @heidiallen75 asking questions of the DWP https://twitter.com/CommonsWorkPen/status/1123605776378081283Â ,,[],neither
102,1556778707,Anonymous,"#ChangeUK's refusal to cooperate with pro-EU parties is insane. 

Please see @jburnmurdoch analysis@TheIndGroup @heidiallen75 @Anna_Soubry. Do you really want to betray Remain like Labour does? 

Vote @LibDems @TheGreenParty @theSNP @Plaid_Cymru to #StopBrexit #EUelections2019https://twitter.com/jburnmurdoch/status/1123496633273126919Â 
",,"[""ChangeUK's"", 'StopBrexit', 'EUelections2019https://twitter.com/jburnmurdoch/status/1123496633273126919']",neither
103,1556758451,Richard Braine,"""Stop independence!""

The 'independent' group.",,[],neither
104,1556756589,Mafevema,"She was not misquoted. And their lack of collaboration is despicable. KS may resign -i could understand this - but join ChUK, I doubt it!",,[],neither
105,1556756542,david,@heidiallen75 Hi just joined Change Uk over the other broken parties with my wife the problem is are we change uk or the independent group? its really confusing on any internet searches if you search for change uk the top listing is the Wikipedia link not the official site .??,,[],neither
106,1556916647,Heidi Allen,"And there you have it - two campaigners from across the political divide coming together. Everything we weÂve grown used to in politics, suggests they should be opponents, but in the interests of our country, they know that @TheIndGroup is the answer.  https://twitter.com/mattbez/status/1124301490535968769Â 
",,[],neither
107,1556896865,Heidi Allen,"IÂve been reflecting all day on the extraordinary #LocalElection2019 results. Something is changing in our country - people are fed up with the current political system. Work with us to create something new, now is the time. Please join us at @TheIndGroup  LetÂs do this! #teamUK",,"['LocalElection2019', 'teamUK']",neither
108,1556901270,Lady Muck,"Heidi, you guys really need to form Alliance with LibDems/Greens for EU Elections. 

Otherwise you are going to split Remain vote and gift MEP seats to Farage 

Time for @TheIndGroup to put country before party.  

@anncoffey_mp",,[],neither
109,1556902182,Chris Rose,"Lets hope that @heidiallen75  has this same consistency in thinking on May 23rd, I doubt she will as consistency isn't her strong point, neither is thinking tbh. https://twitter.com/heidiallen75/status/1124219120369721344Â 
",,[],neither
110,1556898106,Anonymous,"The LibDems encouraged your group, and were happy for you to ride on their coat tails. If you are still planning to have the shirt off their back, you can expect a considerable kick back. People are rejecting that sort of politics. We are all sick of it!",,[],neither
111,1556897068,Kai Attwood #FBPE,"I wish you well, but don't have to tell you how energised the LibDems will be by this. It's a huge shame that you are insisting on competing rather than collaborating with them.",,[],neither
112,1556903116,Anonymous,"Please listen to Lib DemÂs and greens,stronger together!!!",,[],neither
113,1556898819,Anonymous,"And work with the @libdems I hope. Heidi, it should be very clear after today that @libdems have the track record on the ground, members, activists, data and resources to win elections. You canÂt do this by developing your own new tribe..",,[],neither
114,1556920510,Anonymous,You must unite with @LibDems over Brexit. I canÂt stress how crucial this is.,,[],neither
115,1556917231,Anonymous,Good. Reflection is necessary.  Now please read the replies to this tweet and actually take what people are saying on board.,,[],neither
116,1556914185,MIKE DAWSON,"Rubbish, absolute rubbish, people are angry that the main parties havent delivered Brexit, if you had knocked on some real doors you would have got real opinions, you really do live in a deluded bubble.",,[],offensive_language
117,1556912388,Anonymous,"NO now is NOT the time! You will muddy the waters that remain have to swim in, in the upcoming European Elections. Maybe you need to reflect a little bit more on the Locals results. We need more cooperation between #Remain parties.

Please don't be a Party before Country party.",,['Remain'],neither
118,1556902969,Kate Wilton,"Please work with other remain parties, some of us are actually begging you",,[],neither
119,1556902893,StatisticusCollegium #BrexitAlliance,Whoever is advising you on what's happening out in the real world - fire them. Your 2nd Referendum is not the answer to last night - a proper Brexit is - nothing less,,[],neither
120,1556898848,Anonymous,Sadly you are still in tribal party mode. Get your act together and talk to the other Remain parties to maximise the number of Remain MEPs!,,[],neither
121,1556898567,Tom,"Do everything you can to work with the Lib Dems.

Do not split the Remain vote, PLEASE",,[],neither
122,1556898403,Anonymous,"Even in Lexiter constituencies, there was a swing away from #Labour to #LibDems.

Check out #Sunderland!

The Will of the People has changed. #StopBrexitSaveBritainpic.twitter.com/7p32zcSYtT",,"['Labour', 'LibDems.', 'Sunderland!', 'StopBrexitSaveBritainpic.twitter.com/7p32zcSYtT']",neither
123,1556897784,DemocracyFightsBack #FBPE #RemainAlliance,"Collaboration not tribalism is the name of the new game, acting in the national interest for the benefit of the many not the few. So please now start to practice what you preach by collaborating with the established remain parties that support constitutional reform. @thomasbrake",,[],neither
124,1556897511,Anonymous,I feel the same. Lib Dems are surging and there's no appetite amongst remainers to undercut them by splitting the vote. It's a shame because a month ago I was TIG mad but voting for them now doesn't make sense.,,[],neither
125,1556897301,Steve Blackdog,"I agree remainders need to be tactical to win. If that means 99 liberals to 1 Change Uk, then I would prefer that to 15 liberals and 5 Change UK to 80 Brexit.",,[],neither
126,1556907823,Anonymous,Please @heidiallen75  you need to work together with the @LibDems to #stopbrexit country before party,,['stopbrexit'],neither
127,1556901793,Anonymous,"Local pacts are the way to go now it's too late for formal alliances.
The remain cause is bigger than any party at this moment in time.",,[],neither
128,1556899065,Anonymous,This means cooperating with other Remain parties as far as possible - otherwise you are still operating along the party-first lines operating in the two parties @TheIndGroup came from. You have already lost my support because of this stance.,,[],neither
129,1556897517,Anonymous,"It's quite simple really, Heidi. Work *with* the LibDems and the Greens, not *against* them.",,[],neither
130,1556897357,Sarah Gillett,Please work with the Lib Dems and Greens so as not to split the anti-Brexit vote later this month  ... itÂs too important to do anything else.,,[],neither
131,1556897282,Anonymous,"Only if you work with libdems, Greens and other Indys will you be able to make enough of a mark on the system. Should have done this to start with.",,[],neither
132,1556897135,Isolated Brit,Work with LibDems--a good start?,,[],neither
133,1556897057,Robert Churchlow,People donÂt seem that fed up with the LibDems...,,[],neither
134,1556897033,Anonymous,"Lib Dems resurgent 

Lib Dems are only truly national party which has always been pro EU, anti Brexit and pro a #FinalSay referendum 

Vote LibDem on 23rd May 

Let's work together",,['FinalSay'],neither
135,1556896989,Anonymous,Time to work with @LibDems to deliver the final blow to Brexit!,,[],neither
136,1556887644,Littleblonde1,"Don't be silly Heidi.... Leavers had no viable option to vote for... Remainers gave Libdem their protest vote. Take that, plus low turnout & spoilt ballots into account & The Brexit Party are going to hoover up the votes.",,[],neither
137,1556887310,Anonymous,Remainers always lie. Why is that?? WE VOTED LEAVEpic.twitter.com/4yH8XyzWyG,,[],neither
138,1556884089,Peter Jeffries THE BREXIT PARTY #IsleofWight,Bunkum... we want the original vote delivered in full..,,[],neither
139,1556882445,Anonymous,"Clear as mud.
Massive increase in spoilt ballot papers and massively reduced turnout because Brexit voters feel they have nobody to vote for.

The only thing that is broken in politics is politicians like you who say one thing and then flip refusing to accept a democratic result.",,[],neither
140,1556879382,Rachel Heyburn #FBPE #WATON #ABTV,"@heidiallen75 @ChukaUmunna @Anna_Soubry @sarahwollaston @lucianaberger @MikeGapes @ChrisLeslieMP @gavinshuker et al

Do Not Split the #Remain Vote

The @LibDems should not be your target...stopping #Brexit is your no.1 priority
WORK TOGETHER
United we #StopBrexit
Divided you FAILhttps://twitter.com/Rachel5742/status/1124243229665370112Â 
",,"['Remain', 'Brexit', 'StopBrexit']",neither
141,1556875937,Anonymous,"You really must find a way to coordinate & cooperate with @LibDems. ItÂs time now. Just do it.
#StopBrexit #RevokeA50 #FBPE",,"['StopBrexit', 'RevokeA50', 'FBPE']",neither
142,1556873087,Anonymous,"Voters have said v clearly - they do NOT want #Brexit, that they do NOT support ANY ""approach"" to Brexit. It is time to fix our #BrokenPolitics by recognising the obvious, rather than using @johnmcdonnellMP style spinning. By new politics, I assume you mean honest politics?",,"['Brexit,', 'BrokenPolitics']",neither
143,1556871841,Ninja Resurrected,"It's not a pro-eu result .. it's an anti-con/lab refusal to implement ref result .. in areas where no pro-brexit candidate stood, who do you expect those of us that voted leave to put our X next to? .. 

Turn out low and spoiled ballot papers do not equate to pro-eu",,[],neither
144,1556871468,17.4 Million Rising QC #TacticalVoteForBrexit,"Dude! @brexitparty_uk is polling No.2 in London. IN LONDONÂthe Remain heartland!

The idea that #Labour & #Conservatives are being rejected cos they are Âtoo brexityÂ is delusional! ItÂs precisely the other way around. Whoever promises to leave the EU will be the next Government",,"['Labour', 'Conservatives']",neither
145,1556870723,Anonymous,Abandon all main parties vote #BrexitParty,,['BrexitParty'],neither
146,1556870449,Anonymous,Finally heard @bbclaurak GRUDGINGLY accept the concept that people may have voted LD/Greens  for the POSITIVE reason they support Remain and not the NEGATIVE reason of both main parties being Âpunished for not delivering BrexitÂ.,,[],neither
147,1556870399,Paola Thomas #FBPE,ItÂs time for you to cooperate with the LibDems,,[],neither
148,1556870394,Tony,"No Heidi,   they are saying they have had enough of polticians self serving lies. 
You and your party are not the way forward in British politics, u are part of the problem.
   Its expected, spoilt ballot papers will be at all time high!  What does that tell you?",,[],neither
149,1556870321,stephen beaumont,"Hmmm.....I do not think the people of Sunderland who voted leave so famously in the Ref.......suddenly voted Lib Dem in such numbers so as to either leave or get a people vote..........
regards.",,[],neither
150,1556870303,Nick Kenney #FBPE,Yet you want to split the Remain vote!,,[],neither
151,1556870256,Anonymous,Totally agree,,[],neither
152,1556870219,Mr Remain,You must work with the LibDems in order to gain respect for your politics.,,[],neither
153,1556870216,Sue Ryan #FinalSay,Work together with the @LibDems in #EUElection2019 - thatÂs how weÂll win. Surely you can see that now?  #RemainVoter,,"['EUElection2019', 'RemainVoter']",neither
154,1556870127,Anonymous,"You are saying what you want to see and not what is the reality. Gains are clearly because the electorate has deserted the main two for FAILURE of delivering #Brexit

If @brexitparty_uk would've been an option we all know they would've cleared up.

Bring on 23rd. You're finished.",,['Brexit'],neither
155,1556870073,Anonymous,"If they joined forces right now, it would be a game changer. Unfortunately I think they are more concerned with the success of their party",,[],neither
156,1556869962,Anonymous,So I hope you will now work with or join the @LibDems ...no more big party tribalism from you guys!,,[],neither
157,1556869960,Anonymous,"Looks like it's time for the LibDems. The only truly national party which has always been pro EU, anti Brexit and pro #FinalSay",,['FinalSay'],neither
