,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,screen_name,username,user_id,tweet_id,tweet_url,timestamp,timestamp_epochs,text,text_html,links,hashtags,has_media,img_urls,video_url,likes,retweets,replies,is_replied,is_reply_to,parent_tweet_id,reply_to_users,classofspeech,month,negativewords,positivewords
751,751,676,676,bencaraway,Ben Taylor Esq.#FBPEÃ°ÂÂÂ¸#JS4PM Ã°ÂÂÂ·Ã¯Â¸Â,216410668,1164138575937626112,/bencaraway/status/1164138575937626112,2019-08-21 11:33:59,1566387239,Great news! Nicky Morgan sold her principles down the river for a chair around the cabinet table. David Brent lives.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Great news! <strong>Nicky Morgan</strong> sold her principles down the river for a chair around the cabinet table. David Brent lives.</p>",[],[],False,[],,9,1,0,False,True,1.1640883516680356e+18,"[{'screen_name': 'NickyMorgan01', 'user_id': '34940114'}]",neither,8,1,1
752,752,586,586,owenparkes123,Owen #GTTO,2451454824,1166093052605345793,/owenparkes123/status/1166093052605345793,2019-08-26 21:00:23,1566853223,Nicky Morgan,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Nicky Morgan</strong></p>",[],[],False,[],,0,0,1,True,True,1.1660921390314043e+18,"[{'screen_name': 'JohnRentoul', 'user_id': '14085096'}]",neither,8,0,0
753,753,4402,4402,khustam,Bere Ã°ÂÂÂ¿Ã°ÂÂÂ¦ Ã°ÂÂÂµÃ°ÂÂÂ¸,211450816,1181484520303988736,/khustam/status/1181484520303988736,2019-10-08 08:20:35,1570522835,But sasixhelile nje thina IInkomo neegusha ngomgidi ka Nicky Morgan back in 2006,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""et"">But sasixhelile nje thina IInkomo neegusha ngomgidi ka <strong>Nicky Morgan</strong> back in 2006</p>",[],[],False,[],,1,0,0,False,True,1.1814831217761812e+18,"[{'screen_name': 'SowetanLIVE', 'user_id': '141163282'}]",neither,10,0,0
754,754,5902,5902,JMBEuansSon,Jeremy Blackwell,3068507543,1172920133054062592,/JMBEuansSon/status/1172920133054062592,2019-09-14 17:08:46,1568480926,Nicky Morgan says she would vote to remain in EU in a second referendum https://www.theguardian.com/politics/2019/sep/14/nicky-morgan-remain-in-eu-second-referendum?CMP=share_btn_twÃÂ Ã¢ÂÂ¦,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Nicky Morgan</strong> says she would vote to remain in EU in a second referendum <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://www.theguardian.com/politics/2019/sep/14/nicky-morgan-remain-in-eu-second-referendum?CMP=share_btn_tw"" dir=""ltr"" href=""https://t.co/z7LP4A63Up"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.theguardian.com/politics/2019/sep/14/nicky-morgan-remain-in-eu-second-referendum?CMP=share_btn_tw""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">theguardian.com/politics/2019/</span><span class=""invisible"">sep/14/nicky-morgan-remain-in-eu-second-referendum?CMP=share_btn_tw</span><span class=""tco-ellipsis""><span class=""invisible"">ÃÂ </span>Ã¢ÂÂ¦</span></a></p>",['https://www.theguardian.com/politics/2019/sep/14/nicky-morgan-remain-in-eu-second-referendum?CMP=share_btn_tw'],[],False,[],,1,0,0,False,False,,[],neither,9,0,0
755,755,5768,5768,sreynolds196777,Samantha 52%,2541458987,1173001480963579904,/sreynolds196777/status/1173001480963579904,2019-09-14 22:32:01,1568500321,WhenÃ¢ÂÂs #nickymorgan joining the #LibDems ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">WhenÃ¢ÂÂs <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/nickymorgan?src=hash""><s>#</s><b><strong>nickymorgan</strong></b></a> joining the <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/LibDems?src=hash""><s>#</s><b>LibDems</b></a> <img alt=""Ã°ÂÂÂ"" aria-label=""Emoji: Face with tears of joy"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f602.png"" title=""Face with tears of joy""/><img alt=""Ã°ÂÂÂ"" aria-label=""Emoji: Face with tears of joy"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f602.png"" title=""Face with tears of joy""/><img alt=""Ã°ÂÂÂ"" aria-label=""Emoji: Face with tears of joy"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f602.png"" title=""Face with tears of joy""/></p>",[],"['nickymorgan', 'LibDems']",False,[],,0,0,0,False,False,,[],neither,9,0,0
756,756,926,926,StuartBudd1,Stuart Budd Ã°ÂÂÂ¬Ã°ÂÂÂ§ Ã°ÂÂÂªÃ°ÂÂÂº #UniteToRemain #FBPE,286332390,1145386955414351872,/StuartBudd1/status/1145386955414351872,2019-06-30 17:41:45,1561916505,"After spending billions on your Brexit;
Wasting years of doing, literally NOTHING;
Wasting time on writing lies and misinformation;
Costing us our tax money, you cretin.
You don't bother doing anything else.

#GFA
#Unicorn
#BrexitInquiry
#NickyMorgan
#GoodFridayAgreementpic.twitter.com/sm6BJD4DN1","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">After spending billions on your Brexit;
Wasting years of doing, literally NOTHING;
Wasting time on writing lies and misinformation;
Costing us our tax money, you cretin.
You don't bother doing anything else.

<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/GFA?src=hash""><s>#</s><b>GFA</b></a>
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Unicorn?src=hash""><s>#</s><b>Unicorn</b></a>
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/BrexitInquiry?src=hash""><s>#</s><b>BrexitInquiry</b></a>
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/NickyMorgan?src=hash""><s>#</s><b><strong>NickyMorgan</strong></b></a>
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/GoodFridayAgreement?src=hash""><s>#</s><b>GoodFridayAgreement</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/sm6BJD4DN1"">pic.twitter.com/sm6BJD4DN1</a></p>",[],"['GFA', 'Unicorn', 'BrexitInquiry', 'NickyMorgan', 'GoodFridayAgreementpic']",True,['https://pbs.twimg.com/media/D-U7PhwXoAAbe33.jpg'],,16,4,0,False,True,1.1452473177606432e+18,"[{'screen_name': 'StuartBudd1', 'user_id': '286332390'}, {'screen_name': 'NickyMorgan01', 'user_id': '34940114'}]",neither,6,0,0
757,757,3254,3254,LandanTownRyan,Ryan,352952840,1189676946969518081,/LandanTownRyan/status/1189676946969518081,2019-10-30 22:54:21,1572476061,Yet another reminder to everyone that Nicky Morgan is not a moderate. This is a woman who voted against same sex marriage.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Yet another reminder to everyone that <strong>Nicky Morgan</strong> is not a moderate. This is a woman who voted against same sex marriage.</p>",[],[],False,[],,1,0,0,False,True,1.189676328548807e+18,"[{'screen_name': 'JuliaHB1', 'user_id': '459390022'}]",offensive_language,10,0,0
758,758,8,8,Mystic_lilac,Ã¢ÂÂ Georgina ÃÂÃ¢ÂÂ¢Ã¡Â´Â¥Ã¢ÂÂ¢ÃÂ Ã¢ÂÂ,880046822177296384,1149311368677482496,/Mystic_lilac/status/1149311368677482496,2019-07-11 13:35:58,1562852158,Remember when people thought Tory remainers were on their side? Not when it comes to their careers. Nicky Morgan a good example too ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Remember when people thought Tory remainers were on their side? Not when it comes to their careers. <strong>Nicky Morgan</strong> a good example too <img alt=""Ã°ÂÂ¤Â£"" aria-label=""Emoji: Rolling on the floor laughing"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f923.png"" title=""Rolling on the floor laughing""/></p>",[],[],False,[],,5,0,0,False,True,1.149296570698879e+18,"[{'screen_name': 'RemainOnly', 'user_id': '1044203338793963520'}]",neither,7,0,1
759,759,4967,4967,WellBuiltLair,Indiscernible #Xequals0,810559618393001988,1154491898830217222,/WellBuiltLair/status/1154491898830217222,2019-07-25 20:41:32,1564087292,Is right ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Is right <img alt=""Ã°ÂÂÂ¡"" aria-label=""Emoji: Pouting face"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f621.png"" title=""Pouting face""/></p>",[],[],False,[],,1,0,0,False,True,1.1544658331139277e+18,"[{'screen_name': 'ecJulie', 'user_id': '20275274'}, {'screen_name': 'Rangers774', 'user_id': '1036729115238453248'}]",neither,7,0,1
760,760,6249,6249,spayrechaynge,Paul,64454011,1172816602435325953,/spayrechaynge/status/1172816602435325953,2019-09-14 10:17:22,1568456242,"But wouldn't vote to prevent no-deal brexit on 31 October. She either deceives us or she has trust in Johnson's honesty. Whichever, it doesn't speak well of Nicky Morgan.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">But wouldn't vote to prevent no-deal brexit on 31 October. She either deceives us or she has trust in Johnson's honesty. Whichever, it doesn't speak well of <strong>Nicky Morgan</strong>.</p>",[],[],False,[],,1,0,0,False,True,1.1727881148862218e+18,"[{'screen_name': 'RachelEden', 'user_id': '16095047'}, {'screen_name': 'JoanDevizes', 'user_id': '3197149114'}]",neither,9,0,0
761,761,4923,4923,NewStatesman,New Statesman,19906615,1154653327126421506,/NewStatesman/status/1154653327126421506,2019-07-26 07:23:00,1564125780,What does Nicky MorganÃ¢ÂÂs appointment to Culture Media and Sport mean for policy? #CabinetAudithttps://www.newstatesman.com/politics/media/2019/07/cabinet-audit-what-does-nicky-morgans-appointment-culture-media-and-sportÃÂ Ã¢ÂÂ¦,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">What does <strong>Nicky Morgan</strong>Ã¢ÂÂs appointment to Culture Media and Sport mean for policy? <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/CabinetAudit?src=hash""><s>#</s><b>CabinetAudit</b></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://www.newstatesman.com/politics/media/2019/07/cabinet-audit-what-does-nicky-morgans-appointment-culture-media-and-sport"" dir=""ltr"" href=""https://t.co/dLVlO8TCw1"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.newstatesman.com/politics/media/2019/07/cabinet-audit-what-does-nicky-morgans-appointment-culture-media-and-sport""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">newstatesman.com/politics/media</span><span class=""invisible"">/2019/07/cabinet-audit-what-does-nicky-morgans-appointment-culture-media-and-sport</span><span class=""tco-ellipsis""><span class=""invisible"">ÃÂ </span>Ã¢ÂÂ¦</span></a></p>",['https://www.newstatesman.com/politics/media/2019/07/cabinet-audit-what-does-nicky-morgans-appointment-culture-media-and-sport'],['CabinetAudithttps'],False,[],,1,3,1,True,False,,[],neither,7,1,0
762,762,6045,6045,grauniad_news,Grauniad Newspepar,804489337324929024,1172870129446768641,/grauniad_news/status/1172870129446768641,2019-09-14 13:50:04,1568469004,Nicky Morgan syas she would vote to remain in EU ni a second referendum https://www.theguardian.com/politics/2019/sep/14/nicky-morgan-remain-in-eu-second-referendum?CMP=twt_gu&utm_medium=&utm_source=Twitter#Echobox=1568468999ÃÂ Ã¢ÂÂ¦,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Nicky Morgan</strong> syas she would vote to remain in EU ni a second referendum <a class=""twitter-timeline-link"" data-expanded-url=""https://www.theguardian.com/politics/2019/sep/14/nicky-morgan-remain-in-eu-second-referendum?CMP=twt_gu&amp;utm_medium=&amp;utm_source=Twitter#Echobox=1568468999"" dir=""ltr"" href=""https://t.co/jNQYdEa793"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.theguardian.com/politics/2019/sep/14/nicky-morgan-remain-in-eu-second-referendum?CMP=twt_gu&amp;utm_medium=&amp;utm_source=Twitter#Echobox=1568468999""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">theguardian.com/politics/2019/</span><span class=""invisible"">sep/14/nicky-morgan-remain-in-eu-second-referendum?CMP=twt_gu&amp;utm_medium=&amp;utm_source=Twitter#Echobox=1568468999</span><span class=""tco-ellipsis""><span class=""invisible"">ÃÂ </span>Ã¢ÂÂ¦</span></a></p>",['https://www.theguardian.com/politics/2019/sep/14/nicky-morgan-remain-in-eu-second-referendum?CMP=twt_gu&utm_medium=&utm_source=Twitter#Echobox=1568468999'],['Echobox'],False,[],,0,0,0,False,False,,[],neither,9,0,0
763,763,2276,2276,ianinthornaby,Ian Bailey Ã°ÂÂÂ¶Ã°ÂÂÂ³Ã¯Â¸ÂÃ¢ÂÂÃ°ÂÂÂ,2804353111,1169588466155438080,/ianinthornaby/status/1169588466155438080,2019-09-05 12:29:54,1567686594,Nicky Morgan sounds like she is speeding her brains off on @BBCRadio4 trying to not say the PM will break the law or repeal the law or ignore the law #brexit,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Nicky Morgan</strong> sounds like she is speeding her brains off on <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""23937508"" dir=""ltr"" href=""/BBCRadio4""><s>@</s><b>BBCRadio4</b></a> trying to not say the PM will break the law or repeal the law or ignore the law <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/brexit?src=hash""><s>#</s><b>brexit</b></a></p>",[],['brexit'],False,[],,2,0,1,True,False,,[],neither,9,0,0
764,764,3101,3101,raggabinto,Kat Raggabinto,321066620,1178798304731287560,/raggabinto/status/1178798304731287560,2019-09-30 22:26:31,1569882391,"Having watched Westworld, I am convinced that Nicky Morgan has been replaced.

Sadly, the robot has been replaced by a very strange human being.

#Westworld","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Having watched Westworld, I am convinced that <strong>Nicky Morgan</strong> has been replaced.

Sadly, the robot has been replaced by a very strange human being.

<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Westworld?src=hash""><s>#</s><b>Westworld</b></a></p>",[],['Westworld'],False,[],,3,0,1,True,True,1.17878891549653e+18,"[{'screen_name': 'MatthewdAncona', 'user_id': '338335964'}, {'screen_name': 'maitlis', 'user_id': '20631422'}, {'screen_name': 'chedwardes', 'user_id': '609407566'}]",neither,9,2,1
765,765,549,549,Johnmfitzp,John Fitzpatrick Ã°ÂÂÂ®Ã°ÂÂÂªÃ°ÂÂÂ®Ã°ÂÂÂª,1005010600471269377,1134526649863692290,/Johnmfitzp/status/1134526649863692290,2019-05-31 18:26:46,1559327206,It is good that the MPs lead by Kit Malthouse & Nicky Morgan are meeting with the relevant businesses and bodies in NI 4/,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">It is good that the MPs lead by Kit Malthouse &amp; <strong>Nicky Morgan</strong> are meeting with the relevant businesses and bodies in NI 4/</p>",[],[],False,[],,0,0,1,True,True,8.762621208533115e+17,"[{'screen_name': 'Johnmfitzp', 'user_id': '1005010600471269377'}, {'screen_name': 'dwcwinter', 'user_id': '1089100213057449984'}]",neither,5,0,1
766,766,742,742,Bulldog665,Bulldog66 #LeaveAlliance,1085184256706396161,1153067090187825153,/Bulldog665/status/1153067090187825153,2019-07-21 22:19:51,1563747591,Boris set to give Gove plum job as sacked ministers are in line for return https://www.thesun.co.uk/news/9549190/boris-johnson-give-michael-gove-cabinet-job/ÃÂ Ã¢ÂÂ¦ not Nicky Morgan or Gove ? @BorisJohnson and @sajidjavid wonÃ¢ÂÂt cut immigration @DVATW,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Boris set to give Gove plum job as sacked ministers are in line for return <a class=""twitter-timeline-link"" data-expanded-url=""https://www.thesun.co.uk/news/9549190/boris-johnson-give-michael-gove-cabinet-job/"" dir=""ltr"" href=""https://t.co/4WNk6O4XIc"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.thesun.co.uk/news/9549190/boris-johnson-give-michael-gove-cabinet-job/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">thesun.co.uk/news/9549190/b</span><span class=""invisible"">oris-johnson-give-michael-gove-cabinet-job/</span><span class=""tco-ellipsis""><span class=""invisible"">ÃÂ </span>Ã¢ÂÂ¦</span></a> not <strong>Nicky Morgan</strong> or Gove ? <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""3131144855"" dir=""ltr"" href=""/BorisJohnson""><s>@</s><b>BorisJohnson</b></a> and <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""20052899"" dir=""ltr"" href=""/sajidjavid""><s>@</s><b>sajidjavid</b></a> wonÃ¢ÂÂt cut immigration <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""19899606"" dir=""ltr"" href=""/DVATW""><s>@</s><b>DVATW</b></a></p>",['https://www.thesun.co.uk/news/9549190/boris-johnson-give-michael-gove-cabinet-job/'],[],False,[],,2,0,1,True,False,,[],neither,7,0,0
767,767,1175,1175,UKPolitics_Plow,UK Politics PLOW,845328797608108034,1123620431317983232,/UKPolitics_Plow/status/1123620431317983232,2019-05-01 16:09:21,1556726961,"Brexit: Nicky Morgan asks Theresa May about next vote date
https://www.plow.io/post/brexit-nicky-morgan-asks-theresa-may-about-next-vote-date?utm_source=Twitter&utm_campaign=UK_politicsÃÂ Ã¢ÂÂ¦
+1 UKBot #UK #politics","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Brexit: <strong>Nicky Morgan</strong> asks Theresa May about next vote date
<a class=""twitter-timeline-link"" data-expanded-url=""https://www.plow.io/post/brexit-nicky-morgan-asks-theresa-may-about-next-vote-date?utm_source=Twitter&amp;utm_campaign=UK_politics"" dir=""ltr"" href=""https://t.co/PAQ86WP2Nw"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.plow.io/post/brexit-nicky-morgan-asks-theresa-may-about-next-vote-date?utm_source=Twitter&amp;utm_campaign=UK_politics""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">plow.io/post/brexit-ni</span><span class=""invisible"">cky-morgan-asks-theresa-may-about-next-vote-date?utm_source=Twitter&amp;utm_campaign=UK_politics</span><span class=""tco-ellipsis""><span class=""invisible"">ÃÂ </span>Ã¢ÂÂ¦</span></a>
+1 UKBot <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/UK?src=hash""><s>#</s><b>UK</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/politics?src=hash""><s>#</s><b>politics</b></a></p>",['https://www.plow.io/post/brexit-nicky-morgan-asks-theresa-may-about-next-vote-date?utm_source=Twitter&utm_campaign=UK_politics'],"['UK', 'politics']",False,[],,1,0,0,False,False,,[],neither,5,0,0
768,768,691,691,GranthamAlizon,Ruby Adams,928997922653343744,1163941850224480258,/GranthamAlizon/status/1163941850224480258,2019-08-20 22:32:16,1566340336,MP Chi Onwurah asks Culture Secretary Nicky Morgan to pursue Newcastle United concerns #OwenBaileyhttp://bit.ly/30oJspAÃÂ ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">MP Chi Onwurah asks Culture Secretary <strong>Nicky Morgan</strong> to pursue Newcastle United concerns <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/OwenBailey?src=hash""><s>#</s><b>OwenBailey</b></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""http://bit.ly/30oJspA"" dir=""ltr"" href=""https://t.co/vEF1aDobMm"" rel=""nofollow noopener"" target=""_blank"" title=""http://bit.ly/30oJspA""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">bit.ly/30oJspA</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible"">ÃÂ </span></span></a></p>",['http://bit.ly/30oJspA'],['OwenBaileyhttp'],False,[],,0,0,0,False,False,,[],neither,8,0,0
769,769,2095,2095,durutti74,Rob Morgan,566117873,1136750188612268032,/durutti74/status/1136750188612268032,2019-06-06 21:42:19,1559857339,Nicky Morgan. Owl.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Nicky Morgan</strong>. Owl.</p>",[],[],False,[],,0,0,0,False,False,,[],neither,6,0,0
770,770,3424,3424,politicshome,PoliticsHome,16558943,1189653200233811969,/politicshome/status/1189653200233811969,2019-10-30 21:20:00,1572470400,"NEW: Nicky Morgan becomes latest female Tory to announce she is quitting Parliament

https://www.politicshome.com/news/uk/political-parties/conservative-party/news/107667/nicky-morgan-becomes-latest-female-toryÃÂ Ã¢ÂÂ¦","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">NEW: <strong>Nicky Morgan</strong> becomes latest female Tory to announce she is quitting Parliament

<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://www.politicshome.com/news/uk/political-parties/conservative-party/news/107667/nicky-morgan-becomes-latest-female-tory"" dir=""ltr"" href=""https://t.co/iHthUESl1z"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.politicshome.com/news/uk/political-parties/conservative-party/news/107667/nicky-morgan-becomes-latest-female-tory""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">politicshome.com/news/uk/politi</span><span class=""invisible"">cal-parties/conservative-party/news/107667/nicky-morgan-becomes-latest-female-tory</span><span class=""tco-ellipsis""><span class=""invisible"">ÃÂ </span>Ã¢ÂÂ¦</span></a></p>",['https://www.politicshome.com/news/uk/political-parties/conservative-party/news/107667/nicky-morgan-becomes-latest-female-tory'],[],False,[],,11,9,4,True,False,,[],neither,10,0,3
771,771,426,426,0xB0D,Bryan O'Donoghue,797030049623003137,1156960869567401984,/0xB0D/status/1156960869567401984,2019-08-01 16:12:21,1564675941,"Who pays them is irrelevant.
Nicky Morgan and Greg Hands are both Tory MPs with their ""noses in the Westminster trough"".
No, its pretty clear, unless there is a differentiated customs settlement for NI, it means a controlled border and a serious degradation of security situation","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Who pays them is irrelevant.
<strong>Nicky Morgan</strong> and Greg Hands are both Tory MPs with their ""noses in the Westminster trough"".
No, its pretty clear, unless there is a differentiated customs settlement for NI, it means a controlled border and a serious degradation of security situation</p>",[],[],False,[],,0,0,1,True,True,1.1568842190141317e+18,"[{'screen_name': 'BigBadBurrow', 'user_id': '2376889314'}, {'screen_name': 'semperfidem2004', 'user_id': '3372690887'}]",neither,8,2,2
772,772,5859,5859,BobTaffy69,Bob Evans Esq.,449019615,1172935803573551110,/BobTaffy69/status/1172935803573551110,2019-09-14 18:11:02,1568484662,"I love unity.

Nicky Morgan says she would vote to remain in EU in a second referendum https://www.theguardian.com/politics/2019/sep/14/nicky-morgan-remain-in-eu-second-referendumÃÂ Ã¢ÂÂ¦","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">I love unity.

<strong>Nicky Morgan</strong> says she would vote to remain in EU in a second referendum <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://www.theguardian.com/politics/2019/sep/14/nicky-morgan-remain-in-eu-second-referendum"" dir=""ltr"" href=""https://t.co/JBDtRJpTBx"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.theguardian.com/politics/2019/sep/14/nicky-morgan-remain-in-eu-second-referendum""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">theguardian.com/politics/2019/</span><span class=""invisible"">sep/14/nicky-morgan-remain-in-eu-second-referendum</span><span class=""tco-ellipsis""><span class=""invisible"">ÃÂ </span>Ã¢ÂÂ¦</span></a></p>",['https://www.theguardian.com/politics/2019/sep/14/nicky-morgan-remain-in-eu-second-referendum'],[],False,[],,1,0,0,False,False,,[],neither,9,0,1
773,773,33,33,chris_attridge,Chris Attridge,1663318836,1149212937212571648,/chris_attridge/status/1149212937212571648,2019-07-11 07:04:50,1562828690,"Tory MP Nicky Morgan wants to force banks to pay for better services at post offices | Daily Mail Online
Whoever is next PM Ã¢ÂÂ¦@BorisJohnsonÃ¢ÂÂ© or Ã¢ÂÂ¦@Jeremy_HuntÃ¢ÂÂ© their number 1 priority after Brexit should be to sort out Ã¢ÂÂ¦@PostOfficeÃ¢ÂÂ©https://www.dailymail.co.uk/news/article-7234857/Tory-MP-Nicky-Morgan-wants-force-banks-pay-better-services-post-offices.htmlÃÂ Ã¢ÂÂ¦","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Tory MP <strong>Nicky Morgan</strong> wants to force banks to pay for better services at post offices | Daily Mail Online
Whoever is next PM Ã¢ÂÂ¦<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""3131144855"" dir=""ltr"" href=""/BorisJohnson""><s>@</s><b>BorisJohnson</b></a>Ã¢ÂÂ© or Ã¢ÂÂ¦<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""112398730"" dir=""ltr"" href=""/Jeremy_Hunt""><s>@</s><b>Jeremy_Hunt</b></a>Ã¢ÂÂ© their number 1 priority after Brexit should be to sort out Ã¢ÂÂ¦<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""96966644"" dir=""ltr"" href=""/PostOffice""><s>@</s><b>PostOffice</b></a>Ã¢ÂÂ©<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://www.dailymail.co.uk/news/article-7234857/Tory-MP-Nicky-Morgan-wants-force-banks-pay-better-services-post-offices.html"" dir=""ltr"" href=""https://t.co/6o7GxRAncG"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.dailymail.co.uk/news/article-7234857/Tory-MP-Nicky-Morgan-wants-force-banks-pay-better-services-post-offices.html""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">dailymail.co.uk/news/article-7</span><span class=""invisible"">234857/Tory-MP-Nicky-Morgan-wants-force-banks-pay-better-services-post-offices.html</span><span class=""tco-ellipsis""><span class=""invisible"">ÃÂ </span>Ã¢ÂÂ¦</span></a></p>",['https://www.dailymail.co.uk/news/article-7234857/Tory-MP-Nicky-Morgan-wants-force-banks-pay-better-services-post-offices.html'],[],False,[],,4,2,1,True,False,,[],neither,7,0,4
