,Date,Name,Tweets,Tags,Hashtags,classofspeech
18,1567332093,Anonymous,Please read  @BorisJohnson @jeremycorbyn @joswinson @IanBlackfordMP @CarolineLucas @NicolaSturgeon @NigelDoddsDUP @Adamprice @thomasbrake @tom_watson @PhilipHammondUK @JustineGreening #DominicGrieve @naomi_long @columeastwoodhttps://twitter.com/FirehorseP/status/1168099353036304386Â Â,,['DominicGrieve'],neither
19,1567325252,Anonymous,"Please concider joining the LibDems
If not, maybe a #NewToryParty for #OneNationTories
@PhilipHammondUK
@DavidGauke
@GregClarkMP
@RoryStewartUK
@JustineGreening
@margot_james_mp
@TomTugendhat
@Tobias_Ellwood
@claireperrymp
@DrPhillipLeeMP
@SamGyimah
#TrueBluepic.twitter.com/pidmJqx2e5",,"['NewToryParty', 'OneNationTories', 'TrueBluepic.twitter.com/pidmJqx2e5']",neither
20,1567433432,Anonymous,"The #Tory22 Rebels:-

@PhilipHammondUK
@GregClarkMP
@Dlidington
@DavidGauke
@S_Hammond
@Sandbach
@BrineMP
@edvaizey
@GutoAberconwy
@RoryStewartUK
@NSoames
#dominicgrieve
@spelmanc
@oletwinofficial
@DrPhillipLeeMP
@SamGyimah
@Richard4Watford
@AlistairBurtUK
@JustineGreening",,"['Tory22', 'dominicgrieve']",neither
21,1567459054,Nick Boles,"Strong women with principles and guts: with @carolinenokes @margot_james_mp @AnneMilton @JustineGreening and @Sandbach on our side, how can we fail?https://twitter.com/BBCPeterH/status/1168623920905359360Â Â",,[],neither
22,1567445018,Anonymous,"@GregClarkMP
@Dlidington
@S_Hammond
@BrineMP
@edvaizey
@GutoAberconwy
@NSoames
@spelmanc
@oletwinofficial
@SamGyimah
@Richard4Watford
@JustineGreening
@SNewtonUK
@AnneMilton
@RoryStewartUK 

PLEASE #CrossTheFloor
#tory22 #stopthecoup #BorisJohnsonDictator #Brexitpic.twitter.com/LGprau5IcQ",,"['CrossTheFloor', 'tory22', 'stopthecoup', 'BorisJohnsonDictator', 'Brexitpic.twitter.com/LGprau5IcQ']",neither
23,1567441768,Anonymous,"Please @PhilipHammondUK, @Dlidington, @DavidGauke, @RoryStewartUK, @DrPhillipLeeMP, @SamGyimah, @JustineGreening and other Rebel Tory MPs. 

Don't wait to get kicked out. #CrossTheFloor now! 

Don't give them that satisfaction.",,['CrossTheFloor'],neither
24,1567439882,RemainerNow #TacticalVote,Moderate Tory MPs like @PhilipHammondUK @SamGyimah @DrPhillipLeeMP @DavidGauke @GutoAberconwy @sandbach @edvaizey @RoryStewartUK @AnneMilton @SNewtonUK @margot_james_mp @JustineGreening should listen to #RemainerNow guys like James and consider if its time to #CrossTheFloor https://twitter.com/RemainerNow/status/1167897036638699523Â Â,,"['RemainerNow', 'CrossTheFloor']",neither
25,1567439280,Anonymous,"I'm going for @SamGyimah @DrPhillipLeeMP, @JustineGreening @Sandbach  but the most important person  is #DominicGrieve we know how loyal he is to the Conservative party we once respected.  #Tory22's find all the strength you can muster. Don't let our democracy die #CrossTheFloor",,"['DominicGrieve', ""Tory22's"", 'CrossTheFloor']",neither
26,1567437467,Anonymous,"SMR | Addendum | Thanks to @spaceangel1964 for the list!

DG= Dominic Grieve (not on Twitter) #DominicGrieve 
KC = Ken Clarke (not on Twitter) #FatherOfTheHouse

WRITE TO THEM. ENCOURAGE THEM. SUPPORT THEM!

#CrossTheFloor #StopTheCoup #RevokeA50 ",,"['DominicGrieve', 'FatherOfTheHouse', 'CrossTheFloor', 'StopTheCoup', 'RevokeA50']",neither
27,1567432186,Anonymous,"THANK YOU to each and every one of you prepared to put country before party. You have our support. 200%. Just do it!

#StopTheCoup
#ResistUK
Rise up and Resist!
@ResistUK1",,"['StopTheCoup', 'ResistUK']",neither
28,1567427615,Anonymous,"I urge you, Justine, to #CrossTheFloor - surely today's Tory Party is NOTHING like the one you joined & represented?",,['CrossTheFloor'],neither
29,1567465359,Anonymous,". @carolinenokes, @margot_james_mp, @AnneMilton
And @JustineGreening, thank you so much for putting
#CountryFirst. Please don't feel any remorse if you
#CrossTheFloor. You'll be supported. History will be kind.https://twitter.com/NickBoles/status/1168634094516953088Â Â",,"['CountryFirst.', 'CrossTheFloor.']",neither
30,1567445764,Anthony Mortlock,HEROES EVERY ONE OF THEM..WE MUST MAKE SURE THEY GET OUR FULL SUPPORT.,,[],neither
31,1567445607,Anonymous,"Time for sane, sensible Tory MPs to #CrossTheFloor and be on the right side of history @DavidGauke @PhilipHammondUK @DLidington @GregClarkMP @JustineGreening @RoryStewartUK Dominic Grieve, Ken Clarke @SamGymah @NSoames @DrPhillipLeeMP @Sandbach @oletwinofficialhttps://twitter.com/Mandoline_Blue/status/1168573670727606273Â Â",,['CrossTheFloor'],neither
32,1567439731,RemainerNow #TacticalVote,Sensible MPs like @PhilipHammondUK @SamGyimah @DrPhillipLeeMP @DavidGauke @GutoAberconwy @sandbach @edvaizey @RoryStewartUK @AnneMilton @SNewtonUK @margot_james_mp @JustineGreening should listen to #RemainerNow guys like Richard and consider if its time to #CrossTheFloor https://twitter.com/RemainerNow/status/1167901750751162369Â Â,,"['RemainerNow', 'CrossTheFloor']",neither
33,1567438939,Anonymous,One small step for an MP. A giant leap for Democracy! #Tory22 #CrosstheFloor,,"['Tory22', 'CrosstheFloor']",neither
34,1567550774,Femi,"Your sacrifice not only shows your worth, but exposes Boris Johnson's authoritarian lack thereof.",,[],neither
35,1567550652,Femi,"They say politicians are in it for themselves, not the country.
Well these MPs just got themselves fired to save the country.
@PhilipHammondUK @DavidGauke Dom Grieve @oletwinofficial Ken Clarke @JustineGreening @RoryStewartUK @BrineMP @AlistairBurtUK @AnneMilton @RichardBenyonMPpic.twitter.com/GwqPzQGzPK",,[],neither
36,1567511282,Aydin Dikerdem,Tbh @JustineGreening was a governor at my school when her government cut all the funding for its refurb. She supported the selling off of our playground to build luxury flats & then turned it into an academy run by hedge fund managers. I joined the Labour Party shortly after.,,[],neither
37,1567555093,Anonymous,"I never dreamt the day would come when IÂd even be grateful to ONE Tory, let alone 22 of them!!",,[],neither
38,1567552063,Mark McAndrew,"Last of the honourable @Conservatives MPs. True patriots.

Tory party is now UKIP, long may it rot!

#StopTheCoup #StopBoris #SaveDemocracy #SaveParliamentpic.twitter.com/lD73BB9rG9",,"['StopTheCoup', 'StopBoris', 'SaveDemocracy', 'SaveParliamentpic.twitter.com/lD73BB9rG9']",neither
39,1567548171,Timothy Garton Ash,Honour to the true conservatives such as @NSoames @JustineGreening @PhilipHammondUK Oliver Letwin Dominic Grieve Ken Clarke et al kicked out of the now revolutionary Conservative party for voting to defend the national interest,,[],neither
40,1567547383,John Spiers Esq. #GTTO,"Thank you @GutoAberconwy @AlistairBurtUK @DavidGauke @SamGyimah @AnneMilton @NSoames @RichardBenyonMP @GregClarkMP @JustineGreening @PhilipHammondUK @margot_james_mp @carolinenokes @RoryStewartUK @SteveBrineMP @KenClarkeMP Dominic Grieve, @oletwinofficial @edvaizey @Sandbach",,[],neither
41,1567547159,Jenni Russell,"Roll of honour  -  momentous. These MPs sacrificed careers, friendships to put democracy, principles & country's future 1st. @PhilipHammondUK @KenClarkeMP @SamGyimah @edvaizey @RoryStewartUK @margot_james_mp @NSoames @DavidGauke @JustineGreening @AlistairBurtUK @AnneMiltonhttps://twitter.com/cgwOMT/status/1169000622043095040Â Â",,[],neither
42,1567546739,"Mike Armiger - Education, Mental Health & Sport","I've never voted conservative but tonight I salute these people for putting country before party

@NSoames @Sandbach @JustineGreening @PhilipHammondUK @GregClarkMP @AlistairBurtUK @DavidGaukehttps://twitter.com/BethRigby/status/1168999586981187584Â Â",,[],neither
43,1567543467,Paul Tyndale,You only have the look at the reaction from people like Soames when JRM said sovereignty comes from the people.  The elites don't like us plebs having a say in how the country is run.,,[],neither
44,1567539797,Anonymous,Nobody creates Labour voters as efficiently as the Tory Party.,,[],neither
45,1567538462,Chief Shearer,"To all @Conservatives like @JustineGreening @PhilipHammondUK  putting country first we salute you
Now help #revokea50 or at least let us choose
Be democracy",,['revokea50'],neither
46,1567535043,Andy Davey,"Well, this is the Brexit situation as I publish (3/9/2019; 19:30). It could all change in a few hours, so peruse it while it's hot. #BorisShambles #justinegreening #DominicGrieve #Hammond #KenClarke #BrexitDebatepic.twitter.com/wUMp8YTdq3",,"['BorisShambles', 'justinegreening', 'DominicGrieve', 'Hammond', 'KenClarke', 'BrexitDebatepic.twitter.com/wUMp8YTdq3']",neither
47,1567530293,Ash Hirani,"IÂm glad @JustineGreening has confirmed that she wonÂt stand at the next election and that the @Conservatives will be able to stand a better and pro #Brexit candidate in her stead.

Alternatively, they could just stand aside for the #BrexitParty.",,"['Brexit', 'BrexitParty.']",neither
48,1567528309,Anonymous,"#Tory21
@PhilipHammondUK @GregClarkMP @Dlidington @DavidGauke @S_Hammond @Sandbach @BrineMP @edvaizey @GutoAberconwy @RoryStewartUK @NSoames @spelmanc @oletwinofficial @SamGyimah @Richard4Watford @AlistairBurtUK @JustineGreening @SNewtonUK @AnneMilton
 
Nice one Phil

+DG&KCpic.twitter.com/BW6xiB3Z7K",,['Tory21'],neither
49,1567527547,Anonymous,I didnÂt think you traitors could be more disrespected than after the expenses scandal but you are utterly despised by many now. Elected fraudulently on a lie. Democracy is  just an illusion if Brexit doesnÂt happen.,,[],neither
50,1567522793,Philip Denner,Well done. That encapsulates so many issues in one saga of political corruption by someone who @bbclaurak laments leaving. They live in a bubble and seem to take no steps to look at the real world.,,[],neither
51,1567522500,Anonymous,Please support especially (ex) tory MPs like @JustineGreening  who are backing the #resistancebill  Please retweet!https://twitter.com/stopthecoup_UK/status/1168897974119870465Â Â,,['resistancebill'],neither
52,1567518413,Kate Carter,"Thank you to my local MP @JustineGreening for putting people over career. I'm not, and will never be, a Tory voter but she's represented her consitutency well and fairly and it's a great shame the venal bunch of utter b****ds now in charge are forcing people like her out.",,[],offensive_language
53,1567551326,Pat Byrne,"Respect. Frightening though that 301 of them are in it for themselves.  Including every Scots Tory MP, albeit majority of constituents voted Remain.",,[],neither
54,1567550850,Anonymous,"This is the death of the moderate Pro-EU conservatives who were in charge basically from 1945-2016. I imagine moderate/liberal Tories will vote Lib Dem in an election, IÂm pretty sure thatÂs quite a few million people. 

The Cameron/Major types. Lib DemÂs might take those votes.",,[],neither
55,1567546827,LÃ©onie Greene #FBPE,"Over many years @oletwinofficial @RichardBenyonMP @JustineGreening @S_Hammond @GregClarkMP @carolinenokes have, at times, all been engaged & helpful on #ClimateAction - I cannot stress enough what a star @Sandbach has been on solar the past year. They do not deserve this.",,['ClimateAction'],neither
56,1567543937,Gerard Howe,"Mark, I agree with you on @JustineGreening.  She put girls and women at the heart of DFID's work, did indeed show integrity, and acted with principle & for better outcomes for people, not for personal ambition. Honourable. https://twitter.com/MarkNowottny/status/1168818399553757184Â Â",,[],neither
57,1567541205,Anonymous,"My take. IÂve never been more proud to say IÂm from the UK - because of @RoryStewartUK @NSoames @JustineGreening @PhilipHammondUK @SamGyimah, Dominic Grieve, Ken Clarke + all @Conservatives who put country before career. 

But IÂve also never been more proud to be European #FBPEhttps://twitter.com/newschambers/status/1168969048157282304Â Â",,['FBPEhttps://twitter.com/newschambers/status/1168969048157282304'],neither
58,1567532759,Iain Wright,Really sorry to see @HouseofCommons lose the likes of @JustineGreening and @AlistairBurtUK .  Decent people and high calibre ministers. JustineÂs work on social mobility is making a difference. Wish them well and hope theyÂre not lost to public life.,,[],neither
59,1567530101,Anonymous,"Thick as a plank too. I wrote to her once, she replied as If my concerns were the opposite to that which IÂd written about. 
",,[],offensive_language
60,1567529118,REC,"Watching the traitors live this afternoon, it was shocking. Complete betrayal of the British people, killing any chance of getting a good deal with the EU. At best they will waste us Â£billions at worst Â£100s billions. Sad day for our democracy. Boris and Gove trying to save us.",,[],neither
61,1567525926,Lord (Tariq)Ahmad of Wimbledon,Extremely sad to see my good friend & colleague @JustineGreening announce sheÂs stepping down as the MP for Putney - exemplary in serving her constituents and dedicated & passionate in discharging her duties in Government- a champion for social mobility - wishing her well,,[],offensive_language
62,1567521323,ConservativeHome,"+ @AlistairBurtUK, Keith Simpson, @JustineGreening: all will stand down at the next election https://bit.ly/2luV5LYÂ ",,[],neither
63,1567518726,Tim Atkin,"Lived in Southfields for 15 years, never voted Tory, but I think @JustineGreening is both a good constituency MP and a decent, honest human being. Not many left in her party, alas. https://twitter.com/JustineGreening/status/1168784088423157761Â Â",,[],neither
64,1567582920,People's Vote UK,"Last night 21 brave Conservative MPs voted for Parliament to take control of the order paper today & help prevent a damaging No Deal #Brexit. 

Thank you @JustineGreening for being one of the 21. Thank you for defending democracy. Please RT: pic.twitter.com/uR0KeldNZ1",,['Brexit.'],neither
65,1567604829,Avaaz,"From across Britain, thank you for your incredible bravery. Your stand is the very definition of courage, integrity, and leadership. #RebelHeroes
@PhilipHammondUK
@DavidGauke
@oletwinofficial
@JustineGreening
@RoryStewartUK
@GregClarkMP
@SamGyimah
@Sandbach
@AlistairBurtUKpic.twitter.com/VppwGreQ6T",,['RebelHeroes'],neither
66,1567625935,Red Moll,Please support your colleague in the fight to #STOPtheLoanCharge @MarcusFysh @Richard4Watford @ShaileshVara @GeorgeFreemanMP @OliverHealdUK @PBottomleyMP @HenrySmithUK @MPIainDS @JustineGreening @AlunCairns @andreajenkyns @AndrewBowieMP @ABridgen @AndrewRosindell @AndrewSeloushttps://twitter.com/DavidDavisMP/status/1169289274002485252Â Â,,['STOPtheLoanCharge'],neither
67,1567618427,Nick Boles,Johnson and Cummings are giving @Phillip_Blond @montie @DouglasCarswell and @BrexitStewart the English National Party they have always wanted. @RuthDavidsonMSP @JustineGreening and @RoryStewartUK now need to create a new force that truly believes in One Nationhttps://twitter.com/Phillip_Blond/status/1169294164351180801Â Â,,[],neither
68,1567604220,Red Box,"Why am I quitting as an MP? Marxist Corbyn and job-destroying Johnson, writes @JustineGreening http://bit.ly/2N13zqTÂ pic.twitter.com/jfTHyCw9OX",,[],neither
69,1567602761,Mark Avery,Very sorry to see Ken Clarke @AlistairBurtUK @RoryStewartUK @RichardBenyonMP @oletwinofficial @DavidGauke @JustineGreening Dominic Grieve having whip removed. Some good parliamentarians and public servants. #nevergoingtobeaTorybut...,,['nevergoingtobeaTorybut...'],neither
70,1567596469,HMRCsick,HMRC declined your full settlement amount because they want the 20 years TTP 4.25% interest and arbitrary 1% 'risk' interest off you. They are behaving little better than the HMRC scammers @MelJStride complained were conning people out of their savings and making his blood boil. pic.twitter.com/1d0OVjnRZx,,[],neither
71,1567592946,Anonymous,"Can #Tory21 confirm if HoC passes are working normally
e.g. 
@AlistairBurtUK
@AnneMilton
@Sandbach
@carolinenokes
@DavidGauke
@edvaizey
@GregClarkMP
@JustineGreening
@margot_james_mp
@Nsoames
@oletwinofficial
@PhilipHammondUK
@Richard4Watford
@RoryStewartUK
@SamGyimah
@BrineMP",,['Tory21'],neither
72,1567588063,Richard James,"The traitors have been exposed & deselected for voting against the whip & manifesto commitment..
@PhilipHammondUK @DavidGauke Dom Grieve @oletwinofficial Ken Clarke @JustineGreening @RoryStewartUK @BrineMP @AlistairBurtUK @AnneMilton @RichardBenyonMPhttps://www.express.co.uk/news/uk/1160987/Brexit-news-Boris-Johnson-no-deal-economy-inflation-mark-carney-bank-of-england-latestÂ Â",,[],neither
73,1567584353,European Movement in Wandsworth & Merton,"Thank you to all of our MPs in Wandsworth and Merton - @DrRosena, @S_Hammond, @MarshadeCordova, @JustineGreening and @Siobhain_MP for defending democracy last night!",,[],neither
74,1567584023,Anonymous,"He's the one who's been in France lecturing the French on how to treat British migrants in France.
I don't know how he's got the nerve !",,[],neither
75,1567583657,Anonymous,"#JustineGreening: Why am I quitting as an MP? Marxist Corbyn and job-destroying Johnson.  ""No-deal is the most profoundly un-Conservative policy I have ever come across. Bad for jobs, bad for public finances and bad for social mobility."" #StopBrexithttp://www.thetimes.co.uk/article/8957e092-ce7e-11e9-bfe0-b5ac4ce6ca95Â Â",,"['JustineGreening:', 'StopBrexithttp://www.thetimes.co.uk/article/8957e092-ce7e-11e9-bfe0-b5ac4ce6ca95']",neither
76,1567579868,Paul Drechsler,Thank you so encouraging to see integrity & national interest before party on key issue by so many conservative MPs  who understand true impact of no-deal @PhilipHammondUK @GregClarkMP @NSoames @SamGyimah @JustineGreening @DavidGauke @Richard4Watford & more - hope for democracy,,[],neither
77,1567578270,Tony,"'The greatest patriotism is to tell your country when it is behaving dishonorably, foolishly, viciously.'

-Julian Barnes",,[],neither
78,1567578011,Andy Davey,one more time...#BorisShambles throws a #Brexit tantrum and takes the ball away from his team mates. #justinegreening #Hammond #DominicGrieve #KenClarke. What must the world think of us?pic.twitter.com/mhJfhO7qTR,,"['Brexit', 'justinegreening', 'Hammond', 'DominicGrieve', 'KenClarke.']",neither
79,1567635272,GLS,"Thank you for all the hard work 
@RossThomson_MP 
@JustineGreening
@hammersmithandy
@BorisJohnson
@sajidjavid 
Please suspend and order an INDEPENDENT review. No more meddling with people's lives. Put parties and agendas aside this is HUMAN issue NOT political. Do no harm!",,[],neither
80,1567633079,Anonymous,"These people are just heroes of Twitter followers but with ordinary British people your traitors.
@PhilipHammondUK @DavidGauke Dom Grieve @oletwinofficial Ken Clarke @JustineGreening @RoryStewartUK @BrineMP @AlistairBurtUK @AnneMilton @RichardBenyonMP",,[],neither
81,1567621611,NRC,"Pt. 1/2: These men and women have all my respect for standing up to #DictatorJohnson and putting the country above the party and above their careers: 
@GutoAberconwy @RichardBenyonMP @BrineMP @AlistairBurtUK @GregClarkMP @KenClarkeMP @DavidGauke @JustineGreening #BrexitVote",,"['DictatorJohnson', 'BrexitVote']",neither
82,1567605418,Andy Brexiteer,No they got themselves fired because they lied to the electorate to get elected saying they would honour the result of the referendum and have since spent their time in parliament trying to do exactly the opposite,,[],neither
83,1567591132,Slough Sez #Brexit #NoR3 #PCismad#NoVoterFraud,"Unfortunately sovereignty after a referendum rest with the people. All you had to do was effect Leave - you failed the people
@PhilipHammondUK @DavidGauke Dom Grieve  @oletwinofficial
Ken Clarke @JustineGreening @RoryStewartUK
@BrineMP @AlistairBurtUK @AnneMilton
@RichardBenyonMP",,[],neither
84,1567584494,Anonymous,Huge thanks. Definitely. It is clear now that we have a real cross-party commitment to stop No Deal and ultimately Stop Brexit. @RoryStewartUK @PhilipHammondUK @NSoames @JustineGreening and all of you Tories who put your careers on the line. History will remember you favourably . https://twitter.com/LitCritBrit/status/1169011194906251266Â Â,,[],offensive_language
85,1567584090,Anonymous,"So bravo @DavidGauke @NSoames @PhilipHammondUK @JustineGreening @RoryStewartUK @GregClarkMP @SamGyimah @margot_james_mp @GutoAberconwy @edvaizey Ken Clarke, Dominic Grieve, and the rest. IÂm not a Tory, but if I were, IÂd be happier in your company.",,[],neither
86,1567575623,Anonymous,"Big shout out this morning to crew who sacrificed careers trying to save the country. Big up yourselves:

@PhilipHammondUK
@DavidGauke

 Dom Grieve 

@oletwinofficial

 Ken Clarke 

@JustineGreening
@RoryStewartUK
@BrineMP
@AlistairBurtUK
@AnneMilton
 
@RichardBenyonMP",,[],neither
87,1567573901,Monty,I hope so. Only the self serving and cowardly left in the Conservative Party.,,[],neither
88,1567680184,Robert Peston,"It is wholly unsurprising that @JoJohnsonUK is standing down at looming election; he told colleagues how upset he was at purging of Tory MPs like @JustineGreening and Ken Clarke, to whom he is closer politically in many ways than to his brother, especially on Brexit",,[],neither
89,1567702364,Justine Greening,.@JoJohnsonUK it was fantastic working with you at the DfE and itÂs a real loss for Parliament. But youÂre totally right that national interest comes first. #overandouthttps://twitter.com/JoJohnsonUK/status/1169555292918571008Â Â,,['overandouthttps://twitter.com/JoJohnsonUK/status/1169555292918571008'],neither
90,1567706009,Kipper Central,Putney UKIP says goodbye and good riddance to Justine Greening MP (@JustineGreening) one of the Tory Rebels who had the whip withdrawn and subsequently has decided to stand down as an MP. https://kippercentral.com/2019/09/05/cheerio-putney-ukip-says-goodbye-and-good-riddance-to-justine-greening-mp/Â Â,,[],neither
91,1567703450,GLS,"@JustineGreening
@hammersmithandy 
Please ensure that we get an independent review and suspension. 

Thank you for all the hard work.
Rockstars",,[],offensive_language
92,1567701705,Loan Charge Scandal,"This is great news, we now need the Loan Charge itself suspended. The voluntary settlement opportunity was never fair, no outstanding tax has ever been proven. As my MP @JustineGreening please can we ensure the Loan Charge is also suspended until independent review is completed.",,[],neither
93,1567691409,Anonymous,"I have to say that looking at the performance of @jessphillips & people like @CarolineLucas @Sandbach @JustineGreening  or @CarolineVoaden @joswinson @LaylaMoran 

I think a girlÂs blouse (big or not) should be seen as the mark of highest praise
A lot more guts that wimp Johnsonhttps://twitter.com/Claire_Phipps/status/1169527194101719040Â Â",,[],neither
94,1567687869,Aaron Vallance,"Real respect for those 'Tory Rebels' (inc our local MP @JustineGreening) who defied their leader's machinations and put the national interest first, despite the cost to themselves. And can there be a more damning verdict than when your own brother deserts you?..
#JoJohnson",,['JoJohnson'],neither
95,1567686778,Sean Coughlan,"Education department and university ministers have been a hotbed of rebels. @JustineGreening, @SamGyimah  and now @JoJohnsonUK. They could run their own ministry in exile. Big collective loss.",,[],neither
96,1567684273,daveydor,Kenneth Clarke and Theresa May have expressed their sympathy to Boris on hearing of his brother's resignationpic.twitter.com/cYL3k0fDVh,,[],neither
97,1567683026,Dolitics,"Cannot WAIT for @ToryReformGroup ONE NATION DAY on Sat.

Boy do we need it...

Speakers include @floetry @owenlmeredith @PennyMordaunt @ReshamKotecha @JustineGreening @NickyMorgan01 @GeorgeFreemanMP @ellarobertson @Tobias_Ellwood @theodoraclarke & more!https://www.trg.org.uk/event/one-nation-day-conference-2019/Â Â",,[],neither
98,1567681211,Ian Colin Taylor,Also he knows the real harm science will suffer with Brexit and much worse with No Deal. Honourable decision.,,[],neither
99,1567680774,AndyY #FBPE #PeoplesVote #Libdems,"Wow deep insight Robert, thanks; would never have thought that #StopTheCoup",,['StopTheCoup'],neither
100,1567680761,Paul Emanuelli,"""Wholly unsurprising"" - Come off it. He was the Business Minister. He is the PM's brother.",,[],neither
101,1567680467,Tim Fenton,So why didn't you mention the possibility earlier?,,[],neither
102,1567680459,Anonymous,In which case the jungle drums have been remarkably quiet on this :-/,,[],neither
103,1567680458,Smith,"As 'wholly unsurprising' as you say it is, No 10 clearly had no idea it was coming. It dropped mid-briefing and clearly took them by surprise. The only explanation why he didn't give his brother a heads-up was his intention was to damage him.",,[],neither
104,1567680314,Rob Bingham,"ÂWholly unsurprisingÂ is pushing it a bit, Robert.",,[],neither
105,1567680277,Andy Eddles #FBPE,Which I reckon is around 45% now - tops.,,[],neither
106,1567680210,Proud Warringtonian,Jo Johnson failed to mention that his constituency of Orpington had a 57.54% estimated LEAVE vote in 2016,,[],neither
107,1567677177,True Potential LLP,"'Making Social Mobility an achievable goal'

David Harrison and @JustineGreening  feature in the @NETimesMagazine , discussing how True Potential's 'Pathway to Progress' has provided a model for greater social mobility

https://tpllp.co/2HP0W75Â 
@HarrisonCentre @thesmpledgepic.twitter.com/1QCG9t5NEe",,[],neither
108,1567709784,love_ninja,Good to know! #KeepYourPromiseBoris @JustineGreening,,['KeepYourPromiseBoris'],neither
109,1567709749,love_ninja,Everything is suspended  as it should be. Thank you to the efforts of all @JustineGreening https://twitter.com/loanchargeAPPG/status/1169628994830053377Â Â,,[],offensive_language
110,1567706075,Callum John Stewart,Soon it will just be the elite able to get the news they want. Ironically also filtered down by the elite.,,[],neither
111,1567705929,Andy Brexiteer,"Wrong he fought to keep no deal on the table as the only possible way to force the EU to negotiate an acceptable deal. Those he removed were actively trying to prevent an acceptable deal because thatÂs the last thing they wanted, they wanted to remain.",,[],neither
112,1567688766,tim carrington,"I understand totally why so many Tories are upset of the ejecting of these MPs.  But they also have to answer the question: what else was Boris supposed to do?
It was an effective VONC.  You can't carry on after that.",,[],neither
113,1567686701,Adam Fuge,"Wholly unsurprising you say, but only 6 weeks into his brother's already disastrous tenure as PM, and on just the 4th day of parliament sitting. After he had only recently taken the decision to rejoin the government. Hardly business as usual.",,[],neither
114,1567686090,Anonymous,"Yes, he deserves it!",,[],neither
115,1567681602,Bob Harris,First time IÂve seen an MP quit to spend LESS time with his family! #Brexshite,,['Brexshite'],neither
