,Unnamed: 0,Date,Name,Tweets,Tags,Hashtags,classofspeech
775,838,1558444981,Anonymous,"He's not too 'frit ', he's too busy. Who the hell is Heidi Allen in comparison to our fight to save our democracy. You barely feature in the polls, don't flatter yourselves that you matter. 
#TheBrexitparty",,['TheBrexitparty'],offensive_language
782,845,1558439687,BBC Radio 4 Today,"""I see a modern world of coalition... the whole way Parliament operates needs a damn good shake up.""

Interim leader of @ForChange_Now, @heidiallen75 hints at a possible coalition with the Lib Dems #r4today 

Full interview by @bbcnickrobinson https://bbc.in/2VQj49VÂ ",,['r4today'],offensive_language
788,851,1558421366,RogerV52 - TERF,When you have to attack the person it just shows that you have run out of arguments. If you were half as successful as the person you're attacking you'd be Prime Minister.,,[],offensive_language
818,882,1558557180,Anonymous,"Just catching up & watching @heidiallen75 speaking on @Channel4News  
This lady will go far.
She sees beyond party politics & has vision. I am so sorry that her colleagues  overruled her in the decision to stand aside for the LibDems.
1/",,[],offensive_language
824,890,1558556948,Roger Casale,"Outstanding interview by @heidiallen75 @ForChange_Now with @cathynewman @Channel4News 

It is not going to be easy to stop this wave of demagoguery and extremism and references to her mother's memories of growing up in Germany of 1930s were appropriate

https://www.channel4.com/news/change-uks-heidi-allen-says-she-threatened-to-resignÂ 
pic.twitter.com/2NLAmphI5U",,[],offensive_language
857,926,1558511099,Diana,"This is what itÂs all about. Not to beat some man who spouts rubbish, gaining attention for hateful rhetorical. Politics is about real people in situations like this. Keep going and doing what you do.",,[],offensive_language
860,930,1558508839,RuleBrexitannia,"What would you know about voting? The people whose votes you took, you deceived and lied to them. A treacherous MP who thinks she knows best even over her own constituents. #VoteBrexitParty #leave #BrexitParty #StandUp4Brexit #ChangeUK #EE2019pic.twitter.com/qLVg30Yu5M",,"['VoteBrexitParty', 'leave', 'BrexitParty', 'StandUp4Brexit', 'ChangeUK', 'EE2019pic.twitter.com/qLVg30Yu5M']",offensive_language
863,933,1558647433,Heidi Allen,What a team - so proud to have stood alongside you all xxhttps://twitter.com/etaylorengineer/status/1131666292363145226Â ,,[],offensive_language
864,935,1558647277,Heidi Allen,Good luck everyone and thank you to all the @SouthCambs staff who sat in polling stations all day long!https://twitter.com/SouthCambs/status/1131666360155529216Â ,,[],offensive_language
885,957,1558690092,GÃ¶tz von Berlichingen #FBPE,"It was pretty emotional when she called us ""queue jumpers"", ""citizens of nowhere"" etc.
It was for me, anyway.
Let's face it: incompetent, authoritarian, xenophobic home secretary. Ditto as PM.
The only thing to commend her is that her party is bound to elect someone even worse.",,[],offensive_language
887,959,1558694012,Anonymous,You'd know all about fake tears,,[],offensive_language
889,961,1558705515,Jagger208 #CGIG #StayPut #StayingPut,Don't you remember how she laughed her head off when the Tories voted down a pay rise for the emergency services?pic.twitter.com/F9WnaZkExa,,[],offensive_language
893,965,1558695930,Martin Purvis,"Her emotion only showed because she realised that she won't be doing ""the job I really love"" (shafting people right left and centre)
I didn't see that emotion when people were forced to live on streets or when disabled people were treated abysmally & died 
This is her legacypic.twitter.com/z7LDf3dQRh",,[],offensive_language
894,966,1558712543,robert jeffery,Seriously you are as evil as her. Shame on you and her pn your evil voting records that have caused so much misery.,,[],offensive_language
896,968,1558704158,Anonymous,REALLY?!  Are you sure?!   TEARS do not equate to CARING.  Her tears are for herself!pic.twitter.com/1InrhrJCrZ,,[],offensive_language
903,976,1558702813,Stephen Wadsworth,"If she could have faked sincerity like you can, Heidi....",,[],offensive_language
904,977,1558696679,Anonymous,Bollocks. She only does self pity. Same self indulgent voice crack when she lost her majority.,,[],offensive_language
907,980,1558695733,Anonymous,"She is void of emotion . She is a cruel heartless sociopath , master actor and manipulator 

This is heartbreaking 

And she did this to him, where were her tears? 

She just laughedhttps://metro.co.uk/2019/04/22/starving-man-deemed-fit-work-just-6st-dies-9283149/Â 
",,[],offensive_language
910,983,1558691577,AFCAMDEN,Rubbish. Look at her track record as Home Secretary and performance as leader of the country. Glad to see the back of her.,,[],offensive_language
912,985,1558691365,Democracy4UK,Hiedi who?,,[],offensive_language
916,989,1558690192,Frances Hilton,"You stupid fool! The emotion is only there because it's HER that's affected, no tears for the dead and dying under her 'regime' you are an absolute plank. #ByElection, #Squatter - her tears are about as real as yours, only there for the cameras",,"['ByElection,', 'Squatter']",offensive_language
917,990,1558690188,Anonymous,"She was only crying for herself, Heidi. She does not care for anyone else. Good to finally be rid of her, but dread what might come next",,[],offensive_language
963,1036,1558802329,Anonymous,"She is also a newly elected MP, she is quite young I think she made the right decision to give herself more time. She still has many more GEs and leadership contests ahead of her to establish herself as leader.",,[],offensive_language
965,1038,1558782959,Derek Brabrook,I don't think crying about giving everything away to the EU would have helped her..... If I'm honest but then she and others weren't upset about that at all,,[],offensive_language
970,1043,1558769311,tRuth,"Let her go to Europe now.  She can stay there indefinitely.  In the socialist republic of her choice, apply for her Residence Permit and get her Leave to Remain",,[],offensive_language
972,1045,1558767868,Britain Unchained,"No, your only task now is to closedown your silly little shit-show of a party, and start looking for new jobs outside of politics. It may take you all a while to realise but your political careers are finished! @Anna_Soubry @ChukaUmunna @sarahwollaston @heidiallen75",,[],offensive_language
974,1047,1558764428,@notmybrexit,"Because sheÂs a robot, lacking in humanity, devoid of soul. Everything she does is programmed even her little tearful episode and stomp away from the podium. Bless!pic.twitter.com/RBfEcFI2US",,[],offensive_language
975,1048,1558763775,Anonymous,Oh yes your making a huge impact. Remind me again what your polling at.  oh yes I remember now it's 2%  you lot will all be gone replaced by @brexitparty_uk at next elections. Tell my why you not called by-elections again. @Anna_Soubry @heidiallen75 @sarahwollastonhttps://twitter.com/ChukaUmunna/status/1131968432663072768Â ,,[],offensive_language
979,1053,1558742975,.,It wouldn't have been any different. All down to her stubbornness.,,[],offensive_language
982,1056,1558912043,Heidi Allen,Always positive! We have unleashed serious energy in these elections- onwards! @ChangeUK_Eastpic.twitter.com/MlgLbf8jci,,[],offensive_language
984,1058,1558900312,Heidi Allen,"Where it all started - take a bow @ChangeUK_East candidates..... thank you for all your hard work, determination and passion for our country. Proud of you all xxpic.twitter.com/L3N9h7isPD",,[],offensive_language
990,1066,1558910181,Maxim Ethan Orr,"I shit you not @heidiallen75 said ""the EU elections came quicker than we thought they would"" on BBC news",,[],offensive_language
992,1068,1558856311,John Pienaar,"Theresa May has admitted her own personal defeat - is Brexit a maze with no exit? We have a line up of big names who each believe the answer lies in the opposite direction - who do you believe?

10am @bbc5live
@RoryStewartUK | @LiamFox | @LenMcCluskey | @heidiallen75 pic.twitter.com/TbIxwBSION",,[],offensive_language
1007,1084,1558909022,Bruce Lawson,F*cking hell. @heidiallen75 spinning a total disaster as some kind of ok result. She just canÂt stop lying can she? Hopefully when she goes  begging to the LibDems theyÂll shut the door and then her electorate will consign her to where she deserves to be: the dustbin of history.,,[],offensive_language
1034,1114,1558974178,S L Lothian #CashWars #Veteran FCA,"Jessica, Heidi is 100% right! Hate-Filled-Brewer is a professional gobshite of the very worst type, a thinking man's Katie Hopkins who does it for Â£Â£Â£! So many gifts gone to waste, but she bites EVERYONE, so do NOT associate! You're 3000 levels above AND SHE KNOWS IT! Move on!",,[],offensive_language
1052,1134,1558947875,Anonymous,I hear @ForChange_Now have ZERO seats. ZERO. And that the bitch fight/blame game between @Anna_Soubry and @heidiallen75 has already started. Epic. ZERO seats though #EUElectionResults2019 pic.twitter.com/1bFcP6Fgyz,,['EUElectionResults2019'],offensive_language
1063,1147,1558915909,Wendy Smith,"@heidiallen75 down but not out?! Really?? ""who is she? who is she??""",,[],offensive_language
1065,1149,1558915727,Flap Zappa KBO #JCIAASPIO #BennSurrenderBill,"you lost all your deposits. has beens, no, never was more like.",,[],offensive_language
1067,1151,1558915587,Anonymous,"time to repatriate @heidiallen75 @sarahwollaston @Anna_Soubry .  @RoryStewartUK needs you.

#EUelections2019https://twitter.com/StevePeers/status/1132761359890944000Â 
",,['EUelections2019https://twitter.com/StevePeers/status/1132761359890944000'],offensive_language
1071,1155,1558915290,Anonymous,.@heidiallen75 I wonder what @ForChange_Now will change into now? @LibDems maybe. Make sure you donÂt pass go without holding a by-election. Laughing so hard at you bunch of no hopers.,,[],offensive_language
1107,1198,1559030682,Anonymous,"Say after me.......lm sorry I criticised you Heidi......

@ChukaUmunna @heidiallen75 pic.twitter.com/PbTK2F2Zcv",,[],offensive_language
1118,1211,1559168657,RuleBrexitannia,What do people think? Please RT if you agree. Should @heidiallen75 be held to account for lying? She blocked me for asking why she broke her 2017 promises to her voters. Here she is lying. https://twitter.com/GiftCee/status/1133797977741508610?s=19Â ,,[],offensive_language
1119,1213,1559168501,RuleBrexitannia,I asked her this. She blocked me. Terrible arrogant politician.pic.twitter.com/N2nQL8fZpc,,[],offensive_language
1124,1219,1559158195,Christina N Carroll,"She lied, take her to court.",,[],offensive_language
1128,1225,1559155970,NatalieKaye,I will start a crowd funding. This damn woman needs to own her shite!,,[],offensive_language
1132,1230,1559153856,EMR #BritishIndependence,Surely she doesn't lie? She has a degree in  Astrophysicist don't you know......,,[],offensive_language
1133,1231,1559153477,Anonymous,"When is @heidiallen75 appearing in court?
Here is full evidence of her lying. pic.twitter.com/M4iQmczH20",,[],offensive_language
1134,1232,1559150254,Anonymous,"Yes, please. I think South Cambs should sue @heidiallen75 . She lied to her constituents to get elected.",,[],offensive_language
1150,1249,1559143386,Roy Hosken,"does she think she will get elected as a LIB DEM,the woman is deluded",,[],offensive_language
1156,1256,1559111475,Outraged Brexiteer, am enjoying this . @Anna_Soubry to her lyin ass on tele saying she is happy with the result and it was Good!! Ha lol ,,[],offensive_language
1174,1276,1559234013,Anonymous,I sure do hope she has @ForChange_Now support too! @heidiallen75 if not IÂm going at this one alone! @RobertaMetsola perfectly aligns with ushttps://twitter.com/adriandeliapn/status/1134092858678501377Â ,,[],offensive_language
1190,1294,1559243895,Mike Robbins,"The LibDems, who I distrusted because of their coalition with the Tories - but they've been pretty steadfast over Brexit. @heidiallen75 , who has put her money where her mouth is.",,[],offensive_language
1229,1336,1559331837,Gillian Farnell Floreat Brexit,Off to the @LibDems Anna? IÂm sure youÂll be welcome.. Taking @heidiallen75 with you?.. ,,[],offensive_language
1249,1360,1559269393,Richard Gillard,"You love her, don't you?",,[],offensive_language
1256,1369,1559420900,Denise Venn,All of Chuka's Chums are the same. Still waiting for my MP @heidiallen75 to find her backbone and fight a by-election. Not a Tory but happy to ride on the back of her Tory voters.,,[],offensive_language
1281,1395,1559389538,Anonymous,@heidiallen75 @frankfieldteam you guys should read this hard hitting threadhttps://twitter.com/EwanGurr/status/1081460429883408385Â ,,[],offensive_language
1295,1412,1559487365,Anonymous,Holy hell @Anna_Soubry @ChukaUmunna @heidiallen75 you've lost two thirds of your vote.....Even if you add up all the other parties.....you've now got just .333% each!!!!,,[],offensive_language
1302,1419,1559466242,sandy jock loves remainer tears,@heidiallen75  nothing stings as sharp as the truth eh? Electoral day of reckoning just around the corner for you and all the other quislings that are hell bent on selling us short #Brexit #Brexitbetrayal #generalelection2019https://twitter.com/RuleBrexitannia/status/1135108479553814528Â ,,"['Brexit', 'Brexitbetrayal', 'generalelection2019https://twitter.com/RuleBrexitannia/status/1135108479553814528']",offensive_language
1303,1421,1559465925,RuleBrexitannia,Thank you. I asked @heidiallen75  why she had broken her promises she made to those who gifted her trusted votes. She simply blocked me. That seems to be the #changeuk way.pic.twitter.com/rS8tBOADkc,,['changeuk'],offensive_language
1328,1448,1559448159,I voted leave,But if you add up ..... You have to feel sad for @ChukaUmunna @heidiallen75 Anna Soubry said nobody ever https://twitter.com/britainelects/status/1134897907319132160Â ,,[],offensive_language
1398,1524,1559660434,Anonymous,If you donÂt like my principles IÂve got some others,,[],offensive_language
1408,1537,1559773943,Alex McDermott,"I wonder if we'll see @heidiallen75 asked about holding a by-election, given this is her second defection?

#Peston",,['Peston'],offensive_language
1411,1540,1559767681,Anonymous,CanÂt wait to hear what Heidi Allen has to say. Will she be announcing that sheÂs decided to seek a fresh mandate from her constituents? Will she be joining another party? Her third... We in south Cambs would love to know!,,[],offensive_language
1415,1545,1559756982,Anonymous,"Wot!!
No #libdems (yet) again!pic.twitter.com/B7KFOsTxTB",,['libdems'],offensive_language
1430,1561,1559727778,Anonymous,"Hi @KatreeseBarnes @LaylaMoran @heidiallen75 @joswinson @emmyzen @ChrissieGrech @pickledpuffin @KateWilton1 @RBRactive @Sstampcomms @SueSmithHypno would be wonderful if you'd RT this tweet. The message is so important to all women, and the awareness is so vital. #ThankYouhttps://twitter.com/annmarieo9/status/1135826705019486208Â 
",,['ThankYouhttps://twitter.com/annmarieo9/status/1135826705019486208'],offensive_language
1433,1565,1559714839,CAPTAIN CONTENTIOUS,WHO THE HELL CARES? BUGGER OFF!!!,,[],offensive_language
1435,1567,1559709479,Anonymous,"Wait, what was that? Was that you,@ChukaUmunna @ @heidiallen75 @Anna_Soubry et al calling by-elections? No thought not. Until you all do, keep quiet, you literally represent nobody.",,[],offensive_language
1466,1600,1559833490,Democratic Truth,"You're fooling no one. You're going to have to have a By-Election or GE soon. You can run, but you can't Heidi forever.",,[],offensive_language
1469,1603,1559813783,Anonymous,Sorry who are you again? ,,[],offensive_language
1471,1605,1559811200,Welsh Brexit (Female Leave Voter Cardiff),"She will go anywhere that could give her leadership opportunities.  She is disgraceful a liar, who promised to honour the referendum, once elected went on her on route to forward her own agenda.  @heidiallen75 I do hope the @LibDems are not foolish enough to let you in.",,[],offensive_language
1512,1650,1559902705,Anonymous,that song is going to stuck in my head all day,,[],offensive_language
1538,1679,1559990131,cath schofield,IÂm sick to death of seeing her face,,[],offensive_language
1558,1701,1559978125,David Turner QC,"Sad to say, @KerryMP has called this right. @AmberRuddHR should apologise for her crass & outrageous insensitivity @scullyp @AnneMilton @CrispinBlunt @GeorgeFreemanMP @heidiallen75 @vickyfordhttps://twitter.com/KerryMP/status/1137108378310889479Â 
",,[],offensive_language
1591,1737,1560076295,Anonymous,Impressive interview by @heidiallen75 on @BBCWestminHour yesterday. A politician who actually puts the county first. Very refreshing. Can we clone her?,,[],offensive_language
1602,1750,1560046048,Anonymous,I'd try but it's hard when you have a new party on a weekly basis,,[],offensive_language
1621,1771,1560185775,Anonymous,Ill give @heidiallen75 all the pink wafers I can get my hands on if and when she ends up joining us ;) https://twitter.com/BBCPolitics/status/1135934075737219072Â ,,[],offensive_language
1623,1774,1560200125,Joanne Dalzell,I like you Heidi. I like you a lot.,,[],offensive_language
1634,1786,1560157648,Martin Brooks #FreeSpeech #BritishIndependence,A Liberal Democrat who refuses her constituents a democratic by-election each time she switches party. How very [un]democratic of you @heidiallen75,,[],offensive_language
1644,1796,1560148052,A.H.Schulenburg PhD," I wish you'd apply your abilities as a Lib Dem. That's the ""us"" I'd like to see you use. ",,[],offensive_language
1646,1798,1560141719,Anonymous,Nobody Cares you dimwits.,,[],offensive_language
1647,1799,1560135772,"JH, PH,D BS Expert.",Long winded way of saying you made a huge mistake and have just found out no one likes you anymore. Told you so.,,[],offensive_language
1684,1837,1560231768,Nikki Page,"And @heidiallen75 still doesnÂt think the honourable thing would be to hold a by-election in her constituency  you donÂt suppose she just wants to keep her pay, perks and pension we all pay for? Precisely how much does she think anyone will care about her views once sheÂs out? https://twitter.com/MyViewOnly47/status/1138216322385494018Â 
",,[],offensive_language
1709,1862,1560345434,Anonymous,"No, the best Tory women have all left @Anna_Soubry , @sarahwollaston @heidiallen75",,[],offensive_language
1712,1866,1560372438,Anonymous,your govt's own forecast. That's why.pic.twitter.com/NVUhcIRhHr,,[],offensive_language
1735,1891,1560316704,Peter Cook,"In fairness, our politics is so disorganised now that it's hard to keep up with the next wave of crap",,[],offensive_language
1759,1917,1560447474,Anonymous,Look what happens when you suggest to @heidiallen75 that she calls a by election. Someone does love the salary and expenses donÂt they? The democracy... not so much. pic.twitter.com/AW34BMtkCv,,[],offensive_language
1768,1926,1560431970,Agnus Dei Qui Tollis Peccata Mundi,She's a LibDem. Nothing Conservative about her.,,[],offensive_language
1770,1928,1560429318,Chris Mason,No - you are on the losing side again - well out of touch - but you know that because you fear a by-election - which should be required by law if you cross the floor - I am sure the @brexitparty_uk will sort this one out when it wins the next GE. @heidiallen75 https://twitter.com/heidiallen75/status/1139146469917810688Â ,,[],offensive_language
1781,1941,1560415511,David Buik,"Its a tragedy as Heidi was so highly regarded as an MP and a Minister. If she felt the Tories were wrong for her, she should have triggered a by-election. She might well have won, such was the level of her popularity!",,[],offensive_language
1808,1973,1560526517,Craig Oldbold,It's pretty obvious who the #Remainer bunch want to WIN . You must be chuffed to pieces Rory...having so many losers following you ,,['Remainer'],offensive_language
