,Unnamed: 0,Unnamed: 0.1,screen_name,username,user_id,tweet_id,tweet_url,timestamp,timestamp_epochs,text,text_html,links,hashtags,has_media,img_urls,video_url,likes,retweets,replies,is_replied,is_reply_to,parent_tweet_id,reply_to_users,classofspeech,month,negativewords,positivewords
10,2833,2833,rgarner,Russell Garner,16964630,1171190591876673536,/rgarner/status/1171190591876673536,2019-09-09 22:36:11,1568068571,Alan Duncan entirely right on one thing: we can't get a mandate for a way forward on Brexit via the means of a general election.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Alan Duncan</strong> entirely right on one thing: we can't get a mandate for a way forward on Brexit via the means of a general election.</p>",[],[],False,[],,2,0,0,False,False,,[],neither,9,0,2
11,3500,3500,JLeMura2,Jo LeMura,1132470580492431361,1154670404117471233,/JLeMura2/status/1154670404117471233,2019-07-26 08:30:51,1564129851,"8. Im not sure they counted on Rafael Correa being in Russia during this and going on RT denying the claims of Julian spying and hacking.

A few days later, Alan Duncan makes a public formal announcement of his resignation saying he timed it to go out with change of UK lesdership","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">8. Im not sure they counted on Rafael Correa being in Russia during this and going on RT denying the claims of Julian spying and hacking.

A few days later, <strong>Alan Duncan</strong> makes a public formal announcement of his resignation saying he timed it to go out with change of UK lesdership</p>",[],[],False,[],,0,0,0,False,True,1.1546403941324554e+18,"[{'screen_name': 'nik_nik19163049', 'user_id': '1102126307033280513'}]",neither,7,1,1
12,1467,1467,quiscustodis,Helen Pen,2598792687,1143457250213847045,/quiscustodis/status/1143457250213847045,2019-06-25 09:53:47,1561456427,"Sir Alan Duncan MP betrays sovereignty of UK military, ceded to EU under May's deal Nov 2018. Yet neither Tories nor BP concerned. Check out this article: http://Ministers let the EU expand defence integration schemes they had just put into the exit deal - http://veteransforbritain.uk/duncaneudefenceintegration/Â â¦","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Sir <strong>Alan Duncan</strong> MP betrays sovereignty of UK military, ceded to EU under May's deal Nov 2018. Yet neither Tories nor BP concerned. Check out this article: http://Ministers let the EU expand defence integration schemes they had just put into the exit deal - <a class=""twitter-timeline-link"" data-expanded-url=""http://veteransforbritain.uk/duncaneudefenceintegration/"" dir=""ltr"" href=""https://t.co/GbQVi7NNj9"" rel=""nofollow noopener"" target=""_blank"" title=""http://veteransforbritain.uk/duncaneudefenceintegration/""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">veteransforbritain.uk/duncaneudefenc</span><span class=""invisible"">eintegration/</span><span class=""tco-ellipsis""><span class=""invisible"">Â </span>â¦</span></a></p>",['http://veteransforbritain.uk/duncaneudefenceintegration/'],[],False,[],,0,0,1,True,False,,[],neither,6,1,0
13,1114,1114,owainpj,Owain Powell-Jones,220626394,1176028679329255424,/owainpj/status/1176028679329255424,2019-09-23 07:01:01,1569222061,That is the self-same Alan Duncan who at Theresa May's request negotiated away to the EU control over our armed forces and procurement,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">That is the self-same <strong>Alan Duncan</strong> who at Theresa May's request negotiated away to the EU control over our armed forces and procurement</p>",[],[],False,[],,2,1,0,False,True,1.175879820934361e+18,"[{'screen_name': 'mollygiles2015', 'user_id': '2800422628'}]",neither,9,0,0
14,3722,3722,7LATG4,7 LÃ,494184560,1153630871313760257,/7LATG4/status/1153630871313760257,2019-07-23 11:40:07,1563882007,"Aire SÃ³isearach Ã©irithe as sa Bhreatain: Sa Bhreatain, tÃ¡ aire sÃ³isearach san Roinn GnÃ³thaÃ­ Eachtracha, Alan Duncan tar Ã©is Ã©irÃ­ as a phost. DÃºirt sÃ© nach mbeadh sÃ© sÃ¡sta a bheith pÃ¡irteach in aon Rialtas faoi Boris Johnson. http://dlvr.it/R8wfnNÂ pic.twitter.com/vOhWxbaBXf","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""fi"">Aire SÃ³isearach Ã©irithe as sa Bhreatain: Sa Bhreatain, tÃ¡ aire sÃ³isearach san Roinn GnÃ³thaÃ­ Eachtracha, <strong>Alan Duncan</strong> tar Ã©is Ã©irÃ­ as a phost. DÃºirt sÃ© nach mbeadh sÃ© sÃ¡sta a bheith pÃ¡irteach in aon Rialtas faoi Boris Johnson. <a class=""twitter-timeline-link"" data-expanded-url=""http://dlvr.it/R8wfnN"" dir=""ltr"" href=""https://t.co/fOQvPuoBOx"" rel=""nofollow noopener"" target=""_blank"" title=""http://dlvr.it/R8wfnN""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">dlvr.it/R8wfnN</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible"">Â </span></span></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/vOhWxbaBXf"">pic.twitter.com/vOhWxbaBXf</a></p>",['http://dlvr.it/R8wfnN'],[],True,['https://pbs.twimg.com/media/EAKFKeZUEAAKbV7.jpg'],,1,0,0,False,False,,[],neither,7,0,0
15,2119,2119,objectsmith,O.Smith â¡ï¸,150618812,1188098733810040832,/objectsmith/status/1188098733810040832,2019-10-26 14:23:06,1572099786,"You can get much of the background from @VeteransBritain

Enter ""from:VeteransBritain Sir Alan Duncan"" in the

[ Search Twitter bar ].","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">You can get much of the background from <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""700512166949089282"" dir=""ltr"" href=""/VeteransBritain""><s>@</s><b>VeteransBritain</b></a>

Enter ""from:VeteransBritain Sir <strong>Alan Duncan</strong>"" in the

[ <img alt=""ð"" aria-label=""Emoji: Left-pointing magnifying glass"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f50d.png"" title=""Left-pointing magnifying glass""/>Search Twitter bar ].</p>",[],[],False,[],,0,0,0,False,True,1.1880953795580232e+18,"[{'screen_name': 'FrankOB23745755', 'user_id': '1169310943626649600'}]",neither,10,0,1
16,2178,2178,CooI_Daddy,Cool Daddy #IStandwithChrisWilliamson,734045697427787778,1129864532413882373,/CooI_Daddy/status/1129864532413882373,2019-05-18 21:41:11,1558215671,"Well we know what happened re Alan Duncan. Regev apologised to him, Shai Masot was deported, Maria Strizzolo was sacked and Boris said that was the end of it. No investigation or action taken against the numerous Labour members involved in the Israel lobby including Joan Ryan.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Well we know what happened re <strong>Alan Duncan</strong>. Regev apologised to him, Shai Masot was deported, Maria Strizzolo was sacked and Boris said that was the end of it. No investigation or action taken against the numerous Labour members involved in the Israel lobby including Joan Ryan.</p>",[],[],False,[],,0,0,1,True,True,1.1214986787980657e+18,"[{'screen_name': 'londonfredd', 'user_id': '308712209'}, {'screen_name': 'luqmankhan555', 'user_id': '957599336191406080'}, {'screen_name': 'jeremycorbyn', 'user_id': '117777690'}]",neither,5,0,1
17,705,705,twistpile,George,807750294,1165619016192446469,/twistpile/status/1165619016192446469,2019-08-25 13:36:44,1566740204,"Yes, Pritti Patel...say...can never âwinâ. As a Conservative sheâs right wing and not progressive and if sheâd been in the Labour Party sheâd be just there for diversity and Alan Duncan wants a gay  in the current cabinet for diversity and progress...he should know better.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Yes, Pritti Patel...say...can never âwinâ. As a Conservative sheâs right wing and not progressive and if sheâd been in the Labour Party sheâd be just there for diversity and <strong>Alan Duncan</strong> wants a gay  in the current cabinet for diversity and progress...he should know better.</p>",[],[],False,[],,0,0,1,True,True,1.1543759879598817e+18,"[{'screen_name': 'Smoken_Mirrors', 'user_id': '1049256574890496000'}, {'screen_name': 'Supersonic_Frog', 'user_id': '2714849785'}]",neither,8,0,4
18,14,14,IanClar14474451,Ian Clarke,719139161,1161739263861579776,/IanClar14474451/status/1161739263861579776,2019-08-14 20:39:59,1565815199,Alan Duncan. My MP. May's favorite puppet. Muppet.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Alan Duncan</strong>. My MP. May's favorite puppet. Muppet.</p>",[],[],False,[],,0,0,0,False,True,1.1616882353131192e+18,"[{'screen_name': 'AnotherFineTwit', 'user_id': '127815977'}]",neither,8,0,1
19,1023,1023,smspop1,smspop 0BE,1510051722,1134713643592036352,/smspop1/status/1134713643592036352,2019-06-01 06:49:49,1559371789,"Mark Regev #IsraeliEmbassy instructing the faithfull of how they should go about 
smearing pro-Palestinian Labour MPs & members. Present is expelled spy, Shai Masot who plotted to take down Sir Alan Duncan, disgraced former chair of the JLM Jeremy Newmark. https://www.youtube.com/watch?v=PRvzgfoxalsÂ â¦","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Mark Regev <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/IsraeliEmbassy?src=hash""><s>#</s><b>IsraeliEmbassy</b></a> instructing the faithfull of how they should go about 
smearing pro-Palestinian Labour MPs &amp; members. Present is expelled spy, Shai Masot who plotted to take down Sir <strong>Alan Duncan</strong>, disgraced former chair of the JLM Jeremy Newmark. <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://www.youtube.com/watch?v=PRvzgfoxals"" dir=""ltr"" href=""https://t.co/Ivj2xGt5TG"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.youtube.com/watch?v=PRvzgfoxals""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">youtube.com/watch?v=PRvzgf</span><span class=""invisible"">oxals</span><span class=""tco-ellipsis""><span class=""invisible"">Â </span>â¦</span></a></p>",['https://www.youtube.com/watch?v=PRvzgfoxals'],['IsraeliEmbassy'],False,[],,0,0,0,False,True,1.1343967161642312e+18,"[{'screen_name': 'LBC', 'user_id': '20973388'}, {'screen_name': 'theousherwood', 'user_id': '239548368'}]",neither,6,0,0
20,949,949,taylor_stevie,Stevie Taylor,633591172,1135524752532156416,/taylor_stevie/status/1135524752532156416,2019-06-03 12:32:52,1559565172,"Re the State Visit, I agree with Alan Duncan.   #wato","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Re the State Visit, I agree with <strong>Alan Duncan</strong>.   <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/wato?src=hash""><s>#</s><b>wato</b></a></p>",[],['wato'],False,[],,0,0,0,False,False,,[],neither,6,0,0
21,2829,2829,PaulioB,Paul B,161347288,1171190625879900160,/PaulioB/status/1171190625879900160,2019-09-09 22:36:19,1568068579,The heckling that anyone speaking who is not a Tory in the Commons gets is horrific. Contrast that with the treatment Alan Duncan is getting from the house. Not hard to guess who the unruly animals are.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">The heckling that anyone speaking who is not a Tory in the Commons gets is horrific. Contrast that with the treatment <strong>Alan Duncan</strong> is getting from the house. Not hard to guess who the unruly animals are.</p>",[],[],False,[],,2,0,0,False,False,,[],neither,9,2,0
22,321,321,StelCyp,Stelios Stylianou,406857394,1130090550089191425,/StelCyp/status/1130090550089191425,2019-05-19 12:39:17,1558269557,"@AnastasiadesCY shall sign and resubmit this letter to all involved.
Most appropriate response.

Letter to Sir Alan Duncan â Cyprus https://agora-dialogue.com/2019/05/16/letter-to-sir-alan-duncan-cyprus/Â â¦","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""568981074"" dir=""ltr"" href=""/AnastasiadesCY""><s>@</s><b>AnastasiadesCY</b></a> shall sign and resubmit this letter to all involved.
Most appropriate response.

Letter to Sir <strong>Alan Duncan</strong> â Cyprus <a class=""twitter-timeline-link"" data-expanded-url=""https://agora-dialogue.com/2019/05/16/letter-to-sir-alan-duncan-cyprus/"" dir=""ltr"" href=""https://t.co/ZVAxm5ewCX"" rel=""nofollow noopener"" target=""_blank"" title=""https://agora-dialogue.com/2019/05/16/letter-to-sir-alan-duncan-cyprus/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">agora-dialogue.com/2019/05/16/let</span><span class=""invisible"">ter-to-sir-alan-duncan-cyprus/</span><span class=""tco-ellipsis""><span class=""invisible"">Â </span>â¦</span></a></p>",['https://agora-dialogue.com/2019/05/16/letter-to-sir-alan-duncan-cyprus/'],[],False,[],,1,0,0,False,False,,[],neither,5,0,2
23,3515,3515,mps_edits,MPs Edits,3072016447,1154472110607048704,/mps_edits/status/1154472110607048704,2019-07-25 19:22:54,1564082574,Alan Duncan Wikipedia article edited by Vaze50 https://en.wikipedia.org/w/index.php?diff=907860698&oldid=907434766Â â¦,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Alan Duncan</strong> Wikipedia article edited by Vaze50 <a class=""twitter-timeline-link"" data-expanded-url=""https://en.wikipedia.org/w/index.php?diff=907860698&amp;oldid=907434766"" dir=""ltr"" href=""https://t.co/S9RbA8luAL"" rel=""nofollow noopener"" target=""_blank"" title=""https://en.wikipedia.org/w/index.php?diff=907860698&amp;oldid=907434766""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">en.wikipedia.org/w/index.php?di</span><span class=""invisible"">ff=907860698&amp;oldid=907434766</span><span class=""tco-ellipsis""><span class=""invisible"">Â </span>â¦</span></a></p>",['https://en.wikipedia.org/w/index.php?diff=907860698&oldid=907434766'],[],False,[],,0,0,0,False,False,,[],neither,7,0,0
24,2714,2714,jamaicaire,WeeEgg ð¬ð§ #BrexitBird,1485928129,1171191518406860805,/jamaicaire/status/1171191518406860805,2019-09-09 22:39:52,1568068792,"Sir Alan Duncan, He said what he would do and you my fine fellow played his hand! #BorisJohnsonPM","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Sir <strong>Alan Duncan</strong>, He said what he would do and you my fine fellow played his hand! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/BorisJohnsonPM?src=hash""><s>#</s><b>BorisJohnsonPM</b></a></p>",[],['BorisJohnsonPM'],False,[],,0,0,0,False,False,,[],neither,9,0,1
25,2665,2665,swearycunty,Shadow Minister of Swearing ðð»JCð¹FTMðð»Ode,954840049606184964,1171192204561457152,/swearycunty/status/1171192204561457152,2019-09-09 22:42:35,1568068955,Alan Duncan talking sense regarding the GE & Brexit being separate & should be treated as such! #GEvote #gedebate #GE #commons #HoC,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Alan Duncan</strong> talking sense regarding the GE &amp; Brexit being separate &amp; should be treated as such! <img alt=""ð"" aria-label=""Emoji: Person raising both hands in celebration"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f64c.png"" title=""Person raising both hands in celebration""/><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/GEvote?src=hash""><s>#</s><b>GEvote</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/gedebate?src=hash""><s>#</s><b>gedebate</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/GE?src=hash""><s>#</s><b>GE</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/commons?src=hash""><s>#</s><b>commons</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/HoC?src=hash""><s>#</s><b>HoC</b></a></p>",[],"['GEvote', 'gedebate', 'GE', 'commons', 'HoC']",False,[],,1,0,0,False,False,,[],neither,9,0,0
26,2221,2221,KenYiannaki,cy#74,3347291567,1128744658144722944,/KenYiannaki/status/1128744658144722944,2019-05-15 19:31:12,1557948672,Alan Duncan  should be sacked if not do not vote #conservative,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Alan Duncan</strong>  should be sacked if not do not vote <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/conservative?src=hash""><s>#</s><b>conservative</b></a></p>",[],['conservative'],False,[],,0,0,0,False,False,,[],neither,5,0,0
