,date,name,tweet,stance
40,10,Tom Watson,"I was 14 yrs old - the summer after Thatcher's notorious 1981 budget. 'Ghost Town' spoke to me and every other teenage kid. The message of social neglect and division are as relevant now as they were then. Thanks @UK_Music and @SuperSizeArt for this gift.
 https://www.independent.co.uk/arts-entertainment/music/features/ghost-town-the-song-that-defined-an-era-turns-30-2306003.html … pic.twitter.com/y4hP48Nnt6",irrelevant
41,10,Tom Watson,"Every week, yet another report comes out raising serious questions over loot boxes in video games. It is beyond question now that we need to solve this problem for the long term. That is why Labour has called for an overhaul of our gambling legislation. https://www.theguardian.com/society/2019/oct/22/clamp-down-on-fortnite-loot-boxes-urges-childrens-commissioner …",irrelevant
42,10,Tom Watson,Facebook has taken down 4 accounts linked to Iran and Russia - one of which was targeting the 2020 US election. Will Mark Zuckerberg finally ensure his popular platforms provide an honest and fair playing field. Or will he just take the money? https://www.theguardian.com/technology/2019/oct/21/facebook-us-2020-elections-foreign-interference-russia …,leave
43,10,Tom Watson,Thank you. 🙏🏻,irrelevant
44,10,Tom Watson,"Universal Credit is clearly failing. It has led to a huge rise in food bank use, poverty, and distress and pushed countless disabled people into destitution. @UKLabour will scrap it. We need a system that treats everyone with dignity and respect. #ScrapUniversalCredit pic.twitter.com/7xrl6RVcKZ",leave
45,10,Tom Watson,"Disgraceful. Amazon should put an end to these outrageous practices immediately. If they don't, the next Labour Government will. https://www.mirror.co.uk/news/uk-news/amazon-warehouse-staff-treated-like-20661995 …",leave
46,10,Tom Watson,"The last few years of politics have been hard but we will have to live with the consequences of this deal for years, maybe decades to come. Wanting the difficult topic of Brexit to be ‘over’ is not a reason to vote for a hard Brexit deal that will damage our country.",leave
47,10,Tom Watson,Johnson must comply with the law. His deal will make us poorer and degrade environmental and workers’ rights. He cannot force this through by threatening a disastrous No Deal. The only way to finally and fairly resolve this and bring the country together is through a #PeoplesVote,irrelevant
48,10,Tom Watson,The Government’s much vaunted Age Verification policy is dead. Will the badly needed online harms legislation also be delayed? We must not let this happen. We need to take on the tech giants. We need to keep our kids safe. My question to the Minister... pic.twitter.com/XvcaKkIFNY,leave
49,10,Tom Watson,1.7 million older people will see a fall in living standards when they lose their free TV licence next year. This Government should search its conscience and save free TV licences today. https://www.mirror.co.uk/news/politics/boris-johnson-could-face-crunch-20633949 …,leave
50,10,Tom Watson,"Please wish a happy birthday to Parliament’s musical maestro, the great @KevinBrennanMP",stay
51,10,Tom Watson,Congratulations to @BernadineEvari for making history by winning the #BookerPrize for #GirlWomanOther. Add it to your reading lists. https://www.theguardian.com/books/2019/oct/14/booker-prize-judges-break-the-rules-and-insist-on-joint-winners …,irrelevant
52,10,Tom Watson,Today the Government had a chance to save free TV licences and right this wrong for older people – but they didn’t. Millions of older people are set to lose out next year because of this broken Tory manifesto promise. https://www.mirror.co.uk/news/politics/boris-johnson-under-pressure-save-20562275 …,leave
53,10,Tom Watson,"It's a national scandal that 552,000 older people living with dementia could have their free TV licences scrapped next year - despite a Tory manifesto promise. It's a tragedy in the making for some of the most vulnerable people in our communities. https://www.theguardian.com/media/2019/oct/13/half-a-million-over-75s-with-dementia-will-have-to-pay-for-tv-licences-study …",leave
54,10,Tom Watson,That’s ace!,no sentiment
55,10,Tom Watson,Labour’s general election “secret weapon” addresses the thorny issue of message discipline. https://twitter.com/FromSteveHowell/status/1183386643862036480 …,leave
56,10,Tom Watson,Including Rebecca.,no sentiment
57,10,Tom Watson,"Thank you to all the gurdwaras in the Sandwell Sikh community for jointly organising this wonderful event to celebrate the #550YearsOfGuruNanakDevJi, and honouring me as their guest. pic.twitter.com/Nabkuli9bj",irrelevant
58,10,Tom Watson,A momentous day in sport. https://twitter.com/INEOS159/status/1182933612162945024 …,irrelevant
59,10,Tom Watson,"The Government must save free TV licences in Monday's Queen's Speech. If they don't, millions of the oldest people in our society will have to choose between being worse off or being cut off from the wider world.
 https://www.mirror.co.uk/news/politics/boris-johnson-under-pressure-save-20562275 …",leave
60,10,Tom Watson,The National Lottery generates billions for good causes. But communities should get back what they put in through ticket sales. Labour will make the lottery fairer and more democratic. https://www.mirror.co.uk/news/politics/lottery-money-should-go-many-20559062 …,leave
61,10,Tom Watson,"When even children are telling us that they are gambling to the point of distraction, addiction and even thoughts of suicide, we know that we have a crisis on our hands. That's why the Labour Party has pledged to sort out this problem - once and for all. https://www.bbc.co.uk/programmes/p07qcl65 …",leave
62,10,Tom Watson,The Tory government should never have foisted the responsibility for funding free TV licences onto the BBC in the first place. It was an act of political cowardice and now 3.7 million older people are set to lose out next year. https://www.mirror.co.uk/news/politics/mps-urge-bbc-ministers-cut-20555015 …,leave
63,10,Tom Watson,The UK’s industrial towns and coalfield communities buy a bulk of lottery tickets but feel that they don’t get their fair share of money for good causes. Today we are committing to making the lottery fairer and more transparent. https://www.mirror.co.uk/news/politics/labour-promises-give-more-lottery-20556103 …,leave
64,10,Tom Watson,Our children are suffering from an obesity crisis fuelled by junk food companies. Yet this government refuses to act. We cannot go on like this. https://www.theguardian.com/society/2019/oct/10/severe-obesity-among-children-aged-10-to-11-record-high-england …,leave
65,10,Tom Watson,I’d love to. It would be a genuine pleasure.,stay
66,10,Tom Watson,The #StirlingPrize for @NorwichCC is great news. But as dep leader Gail Harris says: “That's not the point. It’s about people having good quality homes and low fuel bills. We plan to build a lot more.” That's local Labour govt delivering for the community. https://www.theguardian.com/artanddesign/2019/oct/08/stirling-prize-architecture-goldsmith-street-norwich-council-houses …,leave
67,10,Tom Watson,"On Saturday October 19th, millions will attend the #PeoplesVoteMarch in London. The same day, parliament will hold a special sitting on Brexit. I assure you the call to give the people a final say will be stronger, louder and clearer than ever. https://www.bbc.co.uk/news/uk-politics-49984367 …",no sentiment
68,10,Tom Watson,"Saying ""sorry"" and they've corrected the ""error"" isn't good enough. Twitter must offer a full explanation. How many people affected? How long has this security breach gone on? Yet again, the tech giants have played fast and loose with our personal info. https://www.bbc.co.uk/news/technology-49981981 …",leave
69,10,Tom Watson,"I’m the shadow Secretary of State for Digital, Culture, Media and Sport.",no sentiment
70,10,Tom Watson,"Former GCHQ chief David Omand says the uncontrollable social media giants know more than any spy agency ""could or should know about us,"" adding they pose ""a major threat to democracy"". 

And precisely why it's time to regulate the global tech monopolists. https://www.theguardian.com/uk-news/2019/oct/08/tech-firms-know-more-about-us-than-any-spy-agency-ex-gchq-chief …",leave
71,10,Tom Watson,Here's the full report: https://leadersinsport.com/sport-business/leaders-special-report-beoutq-an-unprecedented-piracy-story/ …,irrelevant
72,10,Tom Watson,This industrial scale piracy is damaging to TV companies and sports industries. It must stop. https://www.theguardian.com/football/2019/oct/08/premier-league-clubs-tv-rights-piracy …,irrelevant
73,10,Tom Watson,I wish everyone observing #YomKippur a meaningful and peaceful fast. #GmarChatimahTova.,no sentiment
74,10,Tom Watson,"This is what the blame game looks like: cynical, anonymised briefings which put party before country, and smear European allies. It only serves Boris Johnson’s political ambition as he throws the UK under the no deal bus. We cannot allow this to happen. https://www.theguardian.com/politics/2019/oct/08/boris-johnson-ready-to-give-up-on-brexit-deal …",leave
75,10,Tom Watson,"Today, while discussing my personal health journey, I've been highlighting the grave threat that Boris Johnson's no deal poses to UK agriculture and the food supply, including fruit & veg, through tariffs, labour shortages, and lower health and environmental standards. #FPJLIVE pic.twitter.com/9UCwMm99Oq",leave
76,10,Tom Watson,"Born in Yorkshire, pride of the Black Country. Happy 90th birthday Betty Boothroyd. https://www.yorkshirepost.co.uk/news/politics/betty-boothroyd-at-90-former-pms-sir-john-major-and-tony-blair-lead-tributes-to-pioneering-speaker-and-national-treasure-1-10038797 …",leave
77,10,Tom Watson,"We are also committed to safe standing in stadiums, ensuring the richer clubs pay a fair share into grassroots football, making the Women's World Cup Final a crown jewel event, introducing a travel fare scheme for fans and improving access for supporters with disabilities.",leave
78,10,Tom Watson,"Today we are announcing our plans to put football fans at the heart of the game, by legislating to allow supporters to buy shares in their clubs and make appointments to directors's boards. https://news.sky.com/story/labour-vow-to-give-football-fans-power-to-hire-and-fire-club-directors-11829352 …",irrelevant
79,10,Tom Watson,Hiya - I’m completely opposed to it and the campaign to stop it has my full and active support. They’re a disgrace.,leave
80,10,Tom Watson,Amal Clooney's right to raise the banner for press freedom and challenge the inertia of govts and the UN to the rising toll of journalists like Christopher Allen and Jamal Khashoggi killed in line of duty. I hope the UK Govt champions her call for action. https://www.theguardian.com/media/2019/oct/01/amal-clooney-give-un-power-investigate-journalist-deaths-jamal-khashoggi …,leave
81,10,Tom Watson,"Last week the govt said #HackerHouse was a UK company. Since then we've discovered: its UK tel. rings in the US; a director's change of address to the US; and a £700k loan. Today I challenged
@mattwarman on whether this unusual £700k transaction was used to unlock UK Govt funds. pic.twitter.com/fnpXmvUr3c",stay
82,10,Tom Watson,"Christopher Allen's death ""should not be invisible. To let it pass without a rigorous investigation is to sanction the impunity of the killing of journalists."" @GreensladeR rightly making the case for a proper investigation into this young man's killing. https://www.theguardian.com/media/2019/sep/29/why-death-of-war-reporter-christopher-allen-must-be-made-visible …",irrelevant
83,10,Tom Watson,Happy birthday @parkrun. https://twitter.com/parkrun/status/1175288559844110336 …,irrelevant
84,10,Tom Watson,This is the right decision. Calling out racism takes courage. The ruling against Naga Munchetty was wrong and I hope the BBC reviews the process that led to it. https://www.bbc.co.uk/news/entertainment-arts-49883952 …,leave
85,09,Tom Watson,"If we want to take full advantage of the fourth industrial revolution, we need far more than this Government’s half measures.",leave
86,09,Tom Watson,"Connectivity will underpin the jobs and economy of the future, but today the UK’s digital infrastructure is lagging embarrassingly behind. This Tory Government cannot just paper over the cracks.",leave
87,09,Tom Watson,"At a time when the UK is falling behind in the digital race and hundreds of thousands of premises don’t even have access to decent broadband, this Government announcement falls far short of the ambition we need. https://www.itpro.co.uk/network-internet/34523/too-many-hurdles-for-2025-full-fibre-pledge-despite-fresh-5bn-injection …",leave
88,09,Tom Watson,"I send my best wishes to all in the Jewish community for a sweet and joyous #RoshHashanah . 

I hope the coming year will bring health and happiness and a renewal and celebration of the role British Jews take in society.

L’Shana Tova pic.twitter.com/kK9lZPWMLy",irrelevant
89,09,Tom Watson,"Our nuclear test veterans deserve so much better than this. If rigorous scientific study proves British soldiers were harmed by our nuclear weapons tests, the MoD should recognise these vets for their service. http://www.mirror.co.uk/news/uk-news/tories-could-ignore-proof-brit-20331315 …",leave
90,09,Tom Watson,Hope you’re ok Jason.,leave
91,09,Tom Watson,Happy #getoutsideday everyone! I'm celebrating with a woodlands walk in the Wyre Forest. A great way to put aside politics for a few hours and #GetOutside. @OrdnanceSurvey @oia_uk @oiaukceo @osleisure pic.twitter.com/o5He2WAk17,irrelevant
92,09,Tom Watson,"This is a great book for Christmas, particularly if you follow a #keto lifestyle. https://twitter.com/CheeseTastingCo/status/1178250560350367744 …",stay
93,09,Tom Watson,I’ve no doubt Margaret will win a full selection but on the cusp of a general election it will take a lot of energy and time. And then there’s the obvious reaction in the media that will distract from Labour’s positive message for change and cause the party more reputatuonal harm https://twitter.com/ayeshahazarika/status/1177971431273054217 …,leave
94,09,Tom Watson,"Like other MPs, my surgeries are full of people left distraught by the vindictiveness of UC. Ending sanctions, the 5-week wait, the 2-child limit, and the capricious capability for work assessments is doing the right thing by millions of people. https://www.bbc.co.uk/news/uk-politics-49855479 …",leave
95,09,Tom Watson,"The Tories have become a sinister extremist sect, leaving a vacuum where there ought to be a govt. The stakes are higher than they’ve ever been. This is a time to keep our gaze high, remember who we are, what we believe, and what we’re trying to achieve. https://www.tom-watson.com/the_speech_that_never_was …",leave
96,09,Tom Watson,"This morning, 60 days after @JohnnyMercerUK became a minister, @NiaGriffithMP and I wrote to Cab Sec seeking confirmation he had resigned his directorship. It now transpires he stood down today. We need to know if the ministerial code has been breached. https://www.theguardian.com/politics/2019/sep/27/defence-minister-may-have-breached-rules-over-second-job …",leave
97,09,Tom Watson,"I first raised concerns about the DCMS fund that gave money to #HackerHouse in April. It also funded Crucial Academy, which pays @JohnnyMercerUK £85k a year and is linked to corrupt LCF. There are serious Qs about DCMS diligence that need investigating. https://www.theguardian.com/politics/2019/sep/26/state-fund-jennifer-arcuri-row-grant-firm-pays-tory-mp-johnny-mercer …",leave
98,09,Tom Watson,This is such a depressing story. We knew scrapping millions of free TV licences would leave older people worse off and more isolated. Now we know it leaves them vulnerable to despicable fraudsters too. This Tory govt should urgently rethink its decision. https://www.mirror.co.uk/news/politics/pensioners-targeted-tv-licence-scammers-20271315 …,leave
99,09,Tom Watson,"The language used by people in power matters. It takes courage to call it out and it is necessary that we do so. @BBCNaga was asked as a woman of colour for an interpretation of Trump's words. Rightfully, she gave it. The ruling against her is ridiculous. http://www.bbc.co.uk/news/entertainment-arts-49825570 …",irrelevant
100,09,Tom Watson,"I’ve been thinking very deeply about Jo Cox in the last couple of days, not least because I spent time with her sister yesterday. Jo was a future party leader and potential Prime Minister. She could have healed a divided nation and we would have been proud of her.",stay
101,09,Tom Watson,The truth is our prime minister does reckless things. He is a man whose character renders him unfit for the office he holds. http://www.theguardian.com/politics/2019/sep/25/unfit-for-office-mps-challenge-boris-johnson-public-money-jennifer-arcuri …,irrelevant
102,09,Tom Watson,This DCMS fund is specifically designed to promote homegrown U.K. cyber security companies. Why has £100k tax payer’s money been given to a Californian company? #HackerHouse pic.twitter.com/PJeMVw10Xx,leave
103,09,Tom Watson,"Today I've asked a series of questions about Boris Johnson, a £100k DCMS grant to #HackerHouse, and his connection to that company. These are fundamental questions of character and suitability for high office. I am determined to get the answers. #Parliament pic.twitter.com/btYR3vVPQC",irrelevant
104,09,Tom Watson,I loved this man. https://twitter.com/UKLabour/status/1176828699141820416 …,leave
105,09,Tom Watson,My office just rang this ‘UK number’ for Hacker House.  A woman in California picked up. https://twitter.com/BrianUkulele/status/1176838581190627333 …,stay
106,09,Tom Watson,Thank you so much for an early morning boost. Your team were great.,stay
107,09,Tom Watson,"Absolutely delighted to join Kim Leadbeater from @JoCoxFoundation and Brighton's Deputy Mayor Alan Robins to celebrate @FitnessDayUK. Kim's got arthritis, I've had T2 diabetes and Alan's had a heart attack. If we can do it, so can anyone. @_ukactive pic.twitter.com/P664z9E24D",leave
108,09,Tom Watson,We must remain positive in all storms dear Michael.,stay
109,09,Tom Watson,Thanks Brighton for a fun week. https://twitter.com/dan_bewley/status/1176563204840939520 …,stay
110,09,Tom Watson,It’s right that Jeremy’s speech has been moved to this afternoon. I will be with all Labour colleagues in Parliament tomorrow. I’ll have to save the speech until the next conference.,no sentiment
111,09,Tom Watson,Boris Johnson should resign. https://twitter.com/bbclaurak/status/1176431746411356160 …,irrelevant
112,09,Tom Watson,"The Tories under Boris Johnson seem to want to destroy not just our economy and our social fabric, but our constitution too. Labour must be together. This is a time to keep our gaze high. http://www.mirror.co.uk/news/politics/tom-watson-accuse-boris-johnson-20160384 …",stay
113,09,Tom Watson,"This is dreadful for 9,000 staff, and 150k Brits abroad. Why did RBS turn its back on a £200m bail-out, leaving taxpayers a £600m repatriation/compensation bill?  And why didn't Govt intervene? 
If only we had a Parliament to hold ministers to account... http://www.theguardian.com/business/live/2019/sep/23/thomas-cook-travel-chaos-insolvency-leaves-150000-stranded-on-holidays-live-updates …",irrelevant
114,09,Tom Watson,Irony is not dead. https://twitter.com/jonlansman/status/1176061846656360448 …,stay
115,09,Tom Watson,Important to take a moment to mark the 70th birthday of Bruce Springsteen. Thanks for the good times. https://www.nybooks.com/daily/2019/09/21/springsteen-at-seventy/ …,leave
116,09,Tom Watson,"I'm delighted that @EmilyThornberry will today announce Labour's pledge of compensation for our nuclear test vets. It provides long overdue recognition
of their service to our country and we'll continue to campaign for the vets to be honoured with a medal. http://mirror.co.uk/news/politics/justice-nuclear-test-veterans-labour-20147174 …",leave
117,09,Tom Watson,Hello Brighton! It's lovely to be here. #Lab19 https://twitter.com/ElunedAnderson/status/1175467163655843845 …,irrelevant
118,09,Tom Watson,I used to love Bayonetta. That was a class game. Lousy character on super smash bros though.,leave
119,09,Tom Watson,"When Boris Johnson raged against the sugar tax, he called it a ""sin tax"" and wanted ""evidence"" of its worth. Now we have it:

Tax on soft drinks = 28.8% FALL in sugar consumed. 

No tax on cakes and biscuits = 2.6% RISE in sugar consumed.

The case rests. http://www.theguardian.com/society/2019/sep/20/britons-consuming-more-sugar-despite-tax-and-anti-obesity-drive …",leave
120,09,Tom Watson,"With trees acting as vital carbon sinks for the planet, 
@JonAshworth's ""NHS forest"" is critical to the delivery of a truly green health system. We need a green reboot of all sectors of our economy to tackle the climate emergency - starting right now. http://www.theguardian.com/society/2019/sep/19/labour-plans-nhs-forest-of-a-million-trees-at-hospitals …",leave
121,09,Tom Watson,"It is inconceivable that the national executive committee of the Labour Party would allow a Labour candidate to run against an incumbent Speaker, even with the current make up of the NEC! https://twitter.com/ESTheLondoner/status/1174994013193216000 …",leave
122,09,Tom Watson,I hadn’t. Thank you for bringing it to my attention.,stay
123,09,Tom Watson,Thank you and thanks also for all the work members are doing to support parliamentary colleagues.,stay
124,09,Tom Watson,The fresh herrings point is well made.,no sentiment
125,09,Tom Watson,"I note @NickyMorgan01's speech re: women's sports on TV, and welcome her to the roll call of DCMS Secretaries adopting Labour policies.

I would now like to refer her, as an urgent matter, to Labour's pledge to end betting sponsorship on football shirts. https://www.thedrum.com/news/2019/09/18/government-wants-broadcast-parity-between-major-men-and-women-s-sports …",irrelevant
126,09,Tom Watson,"The credibility of any industry depends on integrity and trust. In the gambling industry, this is in short supply. Incentivising customers through sham free bets is bad enough - when coupled with encouraging false 5-star reviews, all credibility is lost. http://www.thetimes.co.uk/article/betway-gives-away-free-bets-in-exchange-for-reviews-on-trustpilot-008k6ts8h …",irrelevant
127,09,Tom Watson,This is a thoughtful and insightful talk about the causes and remedies of anxiety and depression. https://twitter.com/johannhari101/status/1174339018277957633 …,leave
128,09,Tom Watson,"This is why we need a national banking system based around our post offices - supporting their viability in communities, and ensuring millions of poorer families have access to banks and cashpoints. No one should be left behind by digital transformation. http://www.bbc.co.uk/news/business-49730367 …",leave
129,09,Tom Watson,Here John... http://www.belfasttelegraph.co.uk/sport/cricket/labour-deputy-makes-freetoair-cricket-pledge-as-8-3m-watch-world-cup-final-38313939.html …,irrelevant
130,09,Tom Watson,"I look forward to hearing @NickyMorgan01 making a significant policy announcement today on televising women's sport events. Like her predecessors at DCMS, she may find it useful to get a few tips from Labour... http://www.independent.co.uk/sport/football/womens_football/womens-world-cup-2019-labour-tom-watson-tv-free-to-air-broadcast-sky-sports-events-a8955376.html …",irrelevant
131,09,Tom Watson,"Jon has forgiven Salma Yaqoob for standing against the Labour Party in elections, the last time two years after Jeremy Corbyn was elected leader. Sadly, he can’t forgive @LabourStudents and their campaigns for Labour victories over several decades. So he has had them abolished. https://twitter.com/jonlansman/status/1173931485629493248 …",leave
132,09,Tom Watson,This distressing article sheds light on Facebook's dystopian underbelly. The tech giant's response symbolises a company that long lost its moral compass. I wonder what the young Mark Zuckerberg would make of the creation of his older self. https://www.theguardian.com/technology/2019/sep/17/revealed-catastrophic-effects-working-facebook-moderator …,leave
133,09,Tom Watson,May I introduce you to the Incredible Hulk. Today he is wearing his Harry Potter invisibility cloak... pic.twitter.com/EyRaSsZFRB,irrelevant
134,09,Tom Watson,Hulk smash. https://twitter.com/MarkRuffalo/status/1173273612075376641 …,stay
135,09,Tom Watson,"When 80k people die every year through smoking, what type of Government pushes cheap cigarettes onto the public, in breach of its own advertising rules? This is a new low from ministers desperate to justify their obsession with a risky no deal Brexit. https://www.mirror.co.uk/news/politics/sajid-javid-reported-advertising-watchdog-20061024 …",leave
136,09,Tom Watson,Solidarity Jack. I’m sure @sterling7 will be proud of you for speaking out. https://twitter.com/JackFTBL1/status/1172510930137223169 …,irrelevant
137,09,Tom Watson,Election issue. https://twitter.com/HSJEditor/status/1172411660755075074 …,stay
138,09,Tom Watson,How refreshing to see a football shirt warning of problem gambling. Fantastic stuff @LewesFC and @GambleWithLives. Come on you Rooks! https://www.bbc.co.uk/sport/football/49683406 …,irrelevant
139,09,Tom Watson,"Hello @HenleyLitFest! 

Nice to see a Tory minister accepting the verdict of the powers that be rather than just saying he’ll go ahead and do it anyway.

I'm happy to chat if Jacob Rees-Mogg is still laid low. https://twitter.com/Jacob_Rees_Mogg/status/1170080900119445504 …",stay
140,09,Tom Watson,Two years ago I wouldn’t have noticed a mid-morning Mars Bar or Kit Kat. Today it would knock me out.,stay
141,09,Tom Watson,It should have been DCMS Questions in the House this morning. I would have asked the Secretary of State what Dominic Cummings and the PM are profiling our citizens for? https://www.buzzfeed.com/alexspence/boris-johnson-dominic-cummings-voter-data …,no sentiment
142,09,Tom Watson,"I am proud of our British games industry, but we clearly need to sort this out - and fast. Self-regulation is not the answer, but nor is outdated legislation. That is why Labour will introduce a new Gambling Act, to meet the realities of the digital age. https://www.theguardian.com/games/2019/sep/12/video-game-loot-boxes-should-be-classed-as-gambling-says-commons …",leave
143,09,Tom Watson,So.... https://twitter.com/RobertBuckland/status/1171743709148454913 …,irrelevant
